@RELATION nfl

@ATTRIBUTE Year real
@ATTRIBUTE Week real
@ATTRIBUTE homeTotalYds real
@ATTRIBUTE homePassYds real
@ATTRIBUTE homeRushYds real
@ATTRIBUTE homeFirstDowns real
@ATTRIBUTE homeTurnovers real
@ATTRIBUTE homePunts real
@ATTRIBUTE homePosTime real
@ATTRIBUTE awayTotalYds real
@ATTRIBUTE awayPassYds real
@ATTRIBUTE awayRushYds real
@ATTRIBUTE awayFirstDowns real
@ATTRIBUTE awayTurnovers real
@ATTRIBUTE awayPunts real
@ATTRIBUTE awayPosTime real
@ATTRIBUTE class {H,A}

@Data
2011,14,325,209,116,21,2,7,1969,280,170,110,15,7,5,1631,H
2011,14,373,314,59,17,0,5,1347,437,323,114,24,0,5,2253,A
2011,14,325,270,55,12,3,7,1744,233,143,90,12,0,7,1856,H
2011,14,345,221,124,20,2,8,2079,245,86,159,12,1,11,1907,H
2011,14,366,216,150,23,1,3,2133,281,185,96,17,3,2,1467,H
2011,14,444,305,139,23,1,3,1541,510,400,110,28,1,4,2059,A
2011,14,359,214,145,21,1,3,1889,281,167,114,19,1,5,1711,H
2011,15,373,276,97,20,0,5,2311,207,91,116,12,4,7,1289,H
2011,15,190,132,58,7,1,4,1321,399,239,160,28,1,3,2279,A
2011,15,305,210,95,18,0,7,1797,283,173,110,19,1,5,1803,A
2011,15,404,291,113,21,3,8,1871,448,194,254,17,3,6,1729,A
2011,15,287,82,205,10,1,7,1683,388,322,66,21,3,7,1917,H
2011,15,324,233,91,22,3,4,1500,300,177,123,19,2,2,2100,A
2011,15,221,89,132,13,5,6,1703,286,226,60,18,1,5,1897,A
2011,15,207,102,105,12,1,7,1271,573,412,161,36,2,1,2329,A
2011,15,358,208,150,18,3,2,1646,316,150,166,20,0,5,1954,A
2011,15,438,299,139,23,0,2,2171,315,213,102,16,0,5,1429,H
2011,15,477,345,132,26,1,5,1893,432,375,57,25,1,6,1707,A
2011,15,420,260,160,20,4,4,1803,241,147,94,13,4,6,1797,H
2011,15,363,289,74,24,1,7,1962,333,213,120,16,1,7,1882,H
2011,15,393,141,252,23,3,3,1579,451,310,141,26,0,4,2021,A
2011,15,415,270,145,23,0,0,2052,290,201,89,19,2,2,1548,H
2011,15,287,187,100,17,0,6,1714,389,305,84,20,4,4,1886,H
2011,16,320,225,95,24,1,5,1975,283,112,171,14,1,6,1625,H
2011,16,351,191,160,14,0,4,1769,293,160,133,18,4,7,1831,H
2011,16,400,281,119,26,0,6,1856,381,266,115,20,2,6,1744,H
2011,16,284,122,162,15,1,5,1938,256,139,117,18,1,6,1662,H
2011,16,407,342,65,20,3,4,1859,300,187,113,18,1,9,1741,H
2011,16,435,300,135,26,2,3,1959,308,237,71,13,2,4,1774,A
2011,16,331,226,105,22,3,9,2166,332,217,115,11,1,9,1434,A
2011,16,397,256,141,23,2,2,1826,389,148,241,20,0,3,1774,A
2011,16,433,163,270,20,0,2,1623,317,258,59,22,4,1,1977,H
2011,16,301,136,165,21,2,5,1899,316,257,59,17,3,6,1701,H
2011,16,377,208,169,17,1,4,1755,232,68,164,15,0,7,1845,H
2011,16,440,353,87,24,0,3,1941,367,297,70,20,2,4,1659,H
2011,16,238,157,81,16,0,9,1943,386,281,105,20,1,6,1657,A
2011,16,267,141,126,14,1,5,1626,349,171,178,21,0,3,1974,A
2011,16,363,282,81,19,0,4,1452,441,242,199,24,2,2,2148,H
2011,16,463,299,164,26,2,2,1601,469,434,35,23,1,3,1999,H
2011,17,210,128,82,14,2,4,1867,374,245,129,20,3,5,1733,H
2011,17,480,342,138,28,1,2,1778,402,296,106,26,4,3,1822,H
2011,17,336,231,105,19,1,4,1834,347,126,221,15,0,7,1766,A
2011,17,240,168,72,14,1,6,1249,360,199,161,22,2,4,2351,A
2011,17,387,235,152,22,1,6,2078,361,275,86,17,1,6,1522,A
2011,17,261,71,190,15,1,2,1848,298,242,56,19,3,3,1752,H
2011,17,437,331,106,20,0,4,2073,300,251,49,19,2,6,1527,H
2011,17,390,315,75,24,2,4,1759,377,247,130,21,1,5,1841,H
2011,17,550,469,81,27,2,4,1900,575,502,73,32,4,3,1700,H
2011,17,301,222,79,16,3,6,1874,209,117,92,10,3,7,1726,A
2011,17,428,177,251,22,2,2,1808,294,259,35,18,4,3,1792,H
2011,17,617,409,208,33,1,1,2074,301,137,164,21,2,4,1526,H
2011,17,311,200,111,18,2,6,1492,321,211,110,21,0,5,2108,A
2011,17,266,50,216,16,2,9,1978,281,175,106,14,1,8,1622,A
2011,17,520,417,103,28,1,1,1773,463,310,153,25,1,0,1827,A
2011,17,388,257,131,20,2,7,2119,369,191,178,19,1,8,2022,H
2012,1,269,187,82,15,1,4,1553,433,290,143,18,1,2,2047,A
2012,1,428,314,114,26,1,5,2128,356,293,63,22,5,5,1472,H
2012,1,389,266,123,20,1,5,1625,362,249,113,22,1,4,2269,H
2012,1,384,266,118,21,1,2,1878,390,195,195,20,4,2,1722,H
2012,1,337,254,83,19,0,5,2084,275,196,79,15,4,3,1516,H
2012,1,284,264,20,16,2,4,1739,390,228,162,25,0,4,1861,A
2012,1,429,346,83,28,3,3,1794,251,173,78,14,0,5,1806,H
2012,1,358,326,32,24,3,5,1250,464,311,153,22,0,4,2350,A
2012,1,210,111,99,12,4,7,1442,456,306,150,25,5,6,2158,A
2012,1,393,241,152,22,3,1,1915,376,292,84,21,0,1,1685,A
2012,1,324,279,45,21,1,6,1620,377,191,186,22,0,5,1980,A
2012,1,253,210,43,18,2,5,1586,254,139,115,18,2,4,2014,H
2012,1,258,128,130,18,0,5,2247,301,291,10,16,2,6,1353,H
2012,1,334,240,94,20,1,2,1495,284,209,75,19,1,3,2105,H
2012,1,430,308,122,26,0,2,1654,322,193,129,20,2,4,1946,H
2012,1,321,276,45,21,1,3,1766,258,226,32,15,0,3,1834,A
2012,2,321,215,106,19,2,5,1931,168,74,94,11,4,6,1669,H
2012,2,604,510,94,31,3,2,2009,307,228,79,14,2,6,1591,H
2012,2,463,244,219,23,1,5,1776,486,323,163,27,2,3,1824,H
2012,2,377,297,80,25,1,6,1901,245,140,105,16,2,6,1699,A
2012,2,278,194,84,17,0,5,1778,327,232,95,19,1,4,1822,H
2012,2,486,357,129,26,4,5,2061,325,214,111,17,2,5,1539,H
2012,2,379,178,201,15,0,7,1761,422,272,150,25,3,7,1839,H
2012,2,375,295,80,21,1,3,1973,439,309,130,21,1,4,1627,H
2012,2,117,52,65,9,1,9,1003,411,195,216,28,0,6,2597,A
2012,2,315,133,182,20,0,4,2079,296,247,49,17,2,6,1521,H
2012,2,452,301,151,23,3,3,1884,373,197,176,18,1,6,1716,H
2012,2,331,265,66,21,0,5,2196,219,129,90,16,1,6,1404,H
2012,2,416,268,148,27,1,4,2619,212,174,38,9,1,7,981,H
2012,2,448,189,259,23,0,7,2081,396,373,23,18,1,9,1519,H
2012,2,349,201,148,24,1,3,1774,296,214,82,15,1,2,1826,H
2012,2,275,208,67,22,0,6,1960,336,218,118,24,4,5,1640,H
2012,3,327,267,60,22,5,3,1430,405,280,125,24,0,2,2170,A
2012,3,297,259,38,14,3,4,1984,166,91,75,12,2,8,1616,H
2012,3,274,171,103,20,1,4,2036,160,101,59,12,2,6,1564,H
2012,3,344,198,146,25,2,4,2008,280,191,89,19,3,3,1592,H
2012,3,437,378,59,21,2,1,1669,583,442,141,36,1,4,2436,H
2012,3,381,168,213,31,1,7,1955,478,385,93,22,2,4,1645,A
2012,3,288,205,83,14,1,6,1561,510,237,273,27,3,5,2552,A
2012,3,381,196,185,23,2,4,2013,388,300,88,21,2,6,2123,A
2012,3,240,207,33,17,2,8,1628,344,206,138,19,1,6,1972,A
2012,3,437,313,124,23,1,6,1944,333,148,185,15,0,6,1656,A
2012,3,292,193,99,16,0,6,2073,308,182,126,16,3,5,1527,H
2012,3,280,164,116,15,4,4,1426,384,265,119,25,1,5,2174,A
2012,3,375,316,59,24,1,8,1700,436,284,152,23,2,5,1900,A
2012,3,321,202,119,20,1,3,1424,433,379,54,24,2,3,2176,H
2012,3,503,382,121,28,1,3,1737,396,319,77,33,0,4,1863,H
2012,3,238,111,127,14,0,6,1581,268,184,84,22,0,6,2019,H
2012,4,438,337,101,23,1,7,1983,357,314,43,20,2,7,1617,H
2012,4,438,340,98,19,6,5,1753,580,333,247,33,2,3,1847,A
2012,4,297,202,95,16,0,6,1946,325,167,158,17,3,7,1654,H
2012,4,353,234,119,25,6,4,1568,293,189,104,19,1,5,2032,A
2012,4,341,287,54,23,1,5,1842,227,100,127,15,0,6,1758,A
2012,4,426,305,121,24,1,5,1794,403,205,198,21,1,6,1806,H
2012,4,286,211,75,15,1,4,1808,319,140,179,19,3,4,1792,H
2012,4,145,100,45,9,4,8,1384,379,134,245,26,0,4,2216,A
2012,4,297,269,28,19,2,9,1891,480,394,86,21,4,5,2100,H
2012,4,503,338,165,26,1,0,2245,237,181,56,12,0,7,1355,H
2012,4,212,143,69,17,2,6,1721,382,244,138,20,2,3,1879,A
2012,4,421,319,102,30,2,2,1772,474,429,45,25,0,3,1828,H
2012,4,373,293,80,16,1,6,1661,474,314,160,27,0,6,1939,A
2012,4,422,231,191,22,0,4,2001,366,309,57,20,1,5,1599,H
2012,4,430,389,41,26,5,3,1750,360,267,93,18,1,3,1850,A
2012,5,242,131,111,12,1,7,1538,282,237,45,20,1,7,2062,H
2012,5,316,187,129,12,2,6,1379,421,338,83,28,2,6,2221,A
2012,5,343,207,136,22,0,4,2011,246,168,78,19,2,4,1589,H
2012,5,464,345,119,28,1,5,2116,356,215,141,21,1,7,1484,H
2012,5,502,259,243,30,2,2,2124,375,291,84,15,3,3,1476,H
2012,5,433,258,175,25,2,3,1986,267,215,52,18,2,6,1614,H
2012,5,298,218,80,18,3,6,1871,279,211,68,15,2,5,1729,A
2012,5,338,124,214,19,4,5,2050,297,165,132,14,2,5,1550,A
2012,5,190,108,82,13,1,7,1454,310,212,98,17,3,3,2146,A
2012,5,189,129,60,10,3,6,1440,501,287,214,26,1,3,2160,A
2012,5,444,193,251,35,1,3,2149,402,332,70,22,3,3,1451,H
2012,5,621,310,311,29,1,2,2177,204,115,89,10,2,6,1423,H
2012,5,404,351,53,21,1,4,1766,427,310,117,27,2,4,1834,H
2012,5,286,217,69,15,2,6,1484,378,209,169,18,1,6,2116,A
2012,6,359,265,94,21,1,5,1803,412,356,56,19,1,4,1797,H
2012,6,286,241,45,16,3,4,1414,474,325,149,22,3,5,2186,H
2012,6,463,318,145,19,2,3,1609,260,180,80,15,2,6,1991,H
2012,6,351,99,252,22,0,5,2051,298,257,41,21,4,3,1549,H
2012,6,329,218,111,16,1,8,1797,438,362,76,20,4,7,1803,H
2012,6,357,286,71,24,3,5,1999,449,311,138,25,1,7,1841,A
2012,6,192,173,19,12,0,7,1597,462,300,162,22,1,3,2003,H
2012,6,316,230,86,19,0,3,1197,481,254,227,30,1,1,2403,H
2012,6,332,150,182,20,2,5,1948,306,141,165,19,2,8,1882,A
2012,6,368,283,85,17,2,4,1560,475,388,87,26,2,3,2040,H
2012,6,314,234,80,14,3,4,1665,342,193,149,19,0,4,1935,A
2012,6,361,178,183,20,1,3,1708,421,327,94,27,3,2,1892,H
2012,6,321,231,90,23,3,4,1921,427,328,99,25,0,5,1679,A
2012,6,308,218,90,23,6,4,2015,366,309,57,18,3,5,1585,A
2012,7,313,138,175,18,1,5,1921,251,115,136,13,1,4,1679,H
2012,7,393,329,64,22,2,3,1627,480,232,248,24,4,1,1973,H
2012,7,209,43,166,12,2,7,1495,356,230,126,21,2,6,2105,H
2012,7,328,216,112,18,2,6,1583,312,227,85,18,1,4,2017,A
2012,7,513,415,98,26,0,3,2025,458,377,81,23,1,4,1575,A
2012,7,354,246,108,19,1,2,1622,402,332,70,22,0,3,1978,A
2012,7,420,239,181,27,0,5,2296,176,121,55,12,2,5,1304,H
2012,7,321,173,148,21,1,5,2121,319,264,55,19,0,5,1479,H
2012,7,382,216,166,22,2,1,1819,390,193,197,21,0,3,1781,A
2012,7,381,250,131,26,1,6,1903,403,297,106,26,2,3,2149,H
2012,7,351,282,69,20,3,6,1921,211,157,54,10,0,9,1805,H
2012,7,185,105,80,11,1,6,1350,431,264,167,22,2,3,2250,A
2012,7,296,125,171,19,0,8,2075,340,241,99,21,4,8,1525,H
2012,8,369,229,140,16,3,6,1335,416,257,159,23,0,6,2265,A
2012,8,238,172,66,20,1,5,1752,341,279,62,18,1,6,1848,H
2012,8,363,258,105,22,2,7,1873,236,139,97,14,1,6,1727,A
2012,8,250,117,133,15,0,9,1748,265,148,117,17,1,6,1852,H
2012,8,339,227,112,20,0,3,1853,457,286,171,30,1,2,2036,A
2012,8,326,219,107,17,2,4,1866,472,321,151,29,0,2,1734,A
2012,8,270,178,92,20,0,3,1625,392,246,146,24,0,2,1975,A
2012,8,210,131,79,18,3,4,1402,416,297,119,21,2,3,2198,H
2012,8,415,331,84,26,1,4,2083,362,229,133,21,2,3,1517,H
2012,8,355,215,140,24,0,3,1993,255,169,86,17,0,4,1607,H
2012,8,299,197,102,17,4,5,1862,344,209,135,15,1,6,1738,A
2012,8,434,415,19,28,6,4,1938,293,190,103,11,2,6,1662,A
2012,8,530,305,225,29,1,5,2114,252,201,51,14,1,8,1486,H
2012,8,265,258,7,16,1,7,1724,317,204,113,15,0,5,1876,A
2012,9,339,216,123,18,2,2,1709,289,176,113,21,4,1,1891,H
2012,9,337,186,151,24,0,3,2120,330,201,129,18,0,5,1480,A
2012,9,384,208,176,20,1,6,2010,340,286,54,16,2,8,1590,H
2012,9,279,215,64,19,2,4,1470,434,285,149,26,0,2,2130,A
2012,9,333,174,159,12,5,7,1379,358,198,160,21,1,3,2221,A
2012,9,366,275,91,22,1,4,1763,359,291,68,20,2,3,1837,A
2012,9,290,174,116,17,2,4,1708,282,145,137,18,0,7,1892,A
2012,9,374,256,118,21,0,5,2043,308,230,78,17,1,5,1557,H
2012,9,516,419,97,27,0,2,2094,365,281,84,20,0,4,1506,H
2012,9,385,190,195,28,0,4,2160,287,44,243,16,2,3,1440,H
2012,9,424,402,22,25,3,4,1916,515,237,278,23,1,4,1684,A
2012,9,182,114,68,13,1,5,1485,349,191,158,22,2,4,2115,A
2012,9,453,330,123,21,0,2,1963,377,312,65,18,0,4,1637,H
2012,9,371,231,140,20,2,3,1590,447,226,221,24,2,4,2010,H
2012,10,337,300,37,20,3,5,1454,359,221,138,24,2,3,2146,A
2012,10,250,198,52,19,2,9,1894,360,295,65,18,2,6,1706,A
2012,10,279,205,74,12,0,3,1399,426,323,103,23,2,3,2201,H
2012,10,255,201,54,13,4,6,1607,293,116,177,17,0,4,1993,A
2012,10,347,230,117,27,0,2,1570,481,319,162,35,3,2,2030,H
2012,10,419,341,78,22,1,4,1598,422,350,72,19,3,5,2002,H
2012,10,275,199,76,15,1,4,1815,318,189,129,21,4,4,1785,H
2012,10,440,292,148,21,1,5,1645,454,408,46,25,1,3,1955,H
2012,10,403,214,189,18,0,5,2064,368,308,60,23,2,6,1536,H
2012,10,363,189,174,20,2,6,2171,185,101,84,11,3,7,1429,H
2012,10,369,278,91,23,2,7,1922,294,193,101,14,0,7,1678,A
2012,10,341,158,183,25,0,6,2055,458,299,159,27,1,4,2445,A
2012,10,249,134,115,8,4,5,1732,215,88,127,13,2,8,1868,A
2012,10,249,154,95,14,1,6,1897,290,148,142,14,1,8,1758,H
2012,11,281,161,120,18,0,7,2104,184,124,60,16,3,6,1496,H
2012,11,361,192,169,15,0,5,1716,257,177,80,16,3,5,1884,H
2012,11,362,252,110,19,4,3,1782,314,219,95,16,1,4,1818,A
2012,11,354,296,58,20,6,4,1961,178,41,137,7,1,8,1639,H
2012,11,331,234,97,18,1,6,1910,403,236,167,25,3,6,1950,A
2012,11,320,257,63,30,1,7,2290,311,192,119,19,1,5,1843,H
2012,11,281,167,114,15,3,5,1617,289,165,124,17,0,3,1983,A
2012,11,446,331,115,25,0,2,1625,448,329,119,28,4,3,1975,H
2012,11,640,504,136,39,3,3,2500,458,372,86,17,1,5,1879,H
2012,11,284,171,113,16,1,7,1478,409,220,189,22,0,6,2122,A
2012,11,404,284,120,24,2,3,1884,382,229,153,19,0,4,1716,A
2012,11,386,253,133,21,2,5,1722,277,224,53,13,3,10,1878,H
2012,11,311,177,134,17,3,8,1971,200,153,47,12,0,8,1629,A
2012,11,355,232,123,18,0,4,1783,143,58,85,12,2,5,1817,H
2012,12,525,419,106,29,1,8,2221,501,296,205,26,1,6,2138,A
2012,12,458,423,35,22,3,3,1698,437,295,142,22,1,5,1902,A
2012,12,405,286,119,25,5,4,1826,475,323,152,25,1,3,1774,A
2012,12,415,194,221,18,0,5,1846,218,119,99,14,2,6,1754,H
2012,12,238,130,108,14,1,10,2010,242,193,49,13,8,6,1590,H
2012,12,312,225,87,22,2,5,1898,304,169,135,16,1,7,1702,H
2012,12,321,221,100,19,1,5,1763,360,250,110,20,2,4,1837,H
2012,12,264,116,148,13,1,6,1903,368,273,95,21,1,4,1697,A
2012,12,296,183,113,23,2,4,2250,258,144,114,15,3,4,1350,H
2012,12,326,276,50,16,0,2,1838,424,345,79,20,2,1,1762,A
2012,12,435,246,189,23,1,5,1681,312,216,96,16,0,7,1919,H
2012,12,280,189,91,16,0,9,2091,443,316,127,25,0,8,2342,A
2012,12,290,231,59,19,2,5,1794,375,231,144,18,2,4,1806,A
2012,12,375,301,74,24,4,6,1911,367,194,173,15,1,6,1689,A
2012,12,390,243,147,23,0,3,1873,317,201,116,16,2,4,1727,H
2012,12,311,107,204,18,3,2,1488,398,289,109,24,0,5,2112,A
2012,13,283,159,124,15,1,6,1576,436,335,101,24,5,4,2024,H
2012,13,358,226,132,22,0,5,1972,459,283,176,25,1,5,2075,A
2012,13,435,283,152,22,1,4,2310,359,119,240,16,2,5,1290,H
2012,13,293,208,85,16,0,9,2140,339,191,148,18,1,6,2334,H
2012,13,289,112,177,20,4,6,2288,137,56,81,5,1,10,1312,H
2012,13,355,197,158,23,0,3,2233,385,220,165,19,0,4,1367,H
2012,13,451,313,138,21,1,7,2258,459,372,87,23,3,8,1342,A
2012,13,344,112,232,20,2,4,2109,236,186,50,21,2,5,1491,H
2012,13,277,176,101,15,1,5,1596,321,213,108,25,1,3,2004,A
2012,13,354,265,89,17,6,6,1572,332,207,125,16,0,10,2028,A
2012,13,333,242,91,25,1,5,2007,306,235,71,18,1,5,1593,H
2012,13,288,177,111,19,2,5,1539,366,270,96,19,3,4,2061,A
2012,13,429,344,85,25,1,5,1650,475,353,122,23,2,2,1950,A
2012,13,297,251,46,20,2,5,1602,339,211,128,21,3,3,1998,A
2012,13,417,294,123,22,0,3,1998,423,240,183,23,1,2,1602,H
2012,13,370,163,207,20,1,3,1607,390,273,117,21,0,3,1993,H
2012,14,324,263,61,14,2,5,1361,428,288,140,30,1,2,2239,A
2012,14,420,248,172,22,1,5,2041,359,173,186,18,2,5,1762,H
2012,14,352,198,154,20,0,5,2009,310,130,180,12,1,7,1591,H
2012,14,340,271,69,18,2,7,1394,294,200,94,19,0,7,2205,A
2012,14,269,171,98,20,2,4,1883,356,259,97,17,2,3,1717,H
2012,14,291,168,123,16,2,8,1769,270,104,166,17,2,7,1831,A
2012,14,248,77,171,17,1,7,1698,438,320,118,22,2,6,1902,H
2012,14,475,280,195,23,0,2,2147,362,327,35,26,1,4,1453,H
2012,14,314,178,136,18,0,10,1809,367,338,29,23,1,7,1791,A
2012,14,281,220,61,17,2,7,1836,285,207,78,17,1,8,1764,A
2012,14,336,190,146,19,1,3,1789,288,239,49,20,1,5,1811,A
2012,14,321,166,155,20,0,4,1832,227,133,94,17,1,3,1768,H
2012,14,394,259,135,24,2,3,1782,487,345,142,22,4,4,1818,H
2012,14,493,209,284,22,1,3,2067,154,111,43,10,8,6,1533,H
2012,14,288,148,140,15,1,3,1366,386,251,135,27,2,2,2234,H
2012,14,419,289,130,27,1,5,1849,323,223,100,19,1,7,1751,H
2012,15,221,179,42,10,5,7,1340,249,92,157,18,2,5,2260,A
2012,15,190,107,83,12,1,6,1597,391,278,113,20,2,5,2003,A
2012,15,394,265,129,22,0,2,2337,256,159,97,10,3,2,1263,H
2012,15,447,298,149,24,0,5,1908,386,319,67,20,5,4,1692,H
2012,15,432,345,87,29,2,4,1773,322,109,213,18,0,4,1827,A
2012,15,291,233,58,13,2,6,1423,430,308,122,25,1,5,2177,A
2012,15,389,209,180,26,1,1,2138,299,213,86,13,0,5,1462,H
2012,15,278,222,56,12,2,7,1286,350,187,163,21,0,8,2314,A
2012,15,417,239,178,23,0,3,1986,272,148,124,19,1,6,1614,H
2012,15,196,97,99,12,1,9,1726,312,228,84,18,4,8,1874,H
2012,15,164,94,70,12,2,6,1348,372,217,155,29,1,4,2252,A
2012,15,333,215,118,21,3,4,1863,466,196,270,22,0,2,1737,A
2012,15,415,328,87,23,1,6,2064,388,319,69,20,2,6,1620,H
2012,15,385,182,203,21,1,4,2406,119,109,10,7,1,7,1194,H
2012,15,520,425,95,32,4,5,1787,383,203,180,19,2,5,1813,A
2012,15,294,127,167,12,0,10,1784,253,107,146,20,5,6,1816,H
2012,16,522,443,79,25,3,2,1868,344,271,73,19,0,4,1732,A
2012,16,460,343,117,28,0,3,2064,180,101,79,10,2,8,1536,H
2012,16,271,159,112,16,2,4,1855,189,142,47,12,1,5,1745,H
2012,16,301,119,182,18,0,5,1817,381,227,154,17,4,4,1783,H
2012,16,280,185,95,15,3,7,1905,267,253,14,16,3,6,1695,A
2012,16,436,343,93,22,3,4,1955,349,246,103,23,2,5,1645,A
2012,16,507,155,352,22,3,3,1940,288,198,90,16,0,7,1660,A
2012,16,446,406,40,18,1,6,1348,562,446,116,33,0,5,2519,A
2012,16,411,321,90,25,2,2,1837,313,185,128,18,1,2,1763,A
2012,16,429,349,80,23,5,1,2159,285,196,89,14,2,7,1441,A
2012,16,533,309,224,25,0,2,2361,186,119,67,11,0,8,1239,H
2012,16,187,153,34,11,2,7,1514,345,171,174,22,1,4,2086,A
2012,16,457,339,118,29,1,3,2020,233,142,91,20,1,4,1580,H
2012,16,248,219,29,15,3,8,1915,297,145,152,15,1,9,1685,A
2012,16,346,170,176,22,1,1,2109,313,231,82,17,2,3,1491,H
2012,16,225,156,69,18,2,6,1791,223,136,87,15,0,6,1809,A
2012,17,334,225,109,16,1,5,1660,332,199,133,19,2,4,1940,H
2012,17,443,276,167,28,0,5,2138,256,209,47,16,2,5,1462,H
2012,17,189,142,47,9,0,7,1461,352,146,206,23,1,7,2139,H
2012,17,212,121,91,17,0,6,1821,320,182,138,18,4,3,1779,H
2012,17,265,184,81,19,0,5,1869,352,250,102,19,2,2,1731,H
2012,17,221,142,79,12,0,5,1659,375,253,122,21,3,5,1941,H
2012,17,397,212,185,32,0,2,1893,317,207,110,18,1,4,1707,H
2012,17,361,87,274,24,0,5,2006,296,196,100,20,3,4,1594,H
2012,17,327,255,72,20,4,5,1551,389,245,144,19,0,5,2049,A
2012,17,444,227,217,25,0,3,1915,405,333,72,24,1,3,1685,H
2012,17,278,213,65,15,0,7,1675,366,222,144,18,1,5,1925,A
2012,17,441,378,63,22,1,6,1565,530,257,273,28,1,2,2035,A
2012,17,488,316,172,32,1,3,2250,119,26,93,8,0,8,1350,H
2012,17,210,140,70,14,0,6,1902,265,150,115,17,1,6,1698,H
2012,17,407,278,129,20,0,4,2163,262,207,55,11,2,6,1437,H
2012,17,362,209,153,17,0,5,1969,331,252,79,20,1,5,1631,H
2013,1,510,445,65,24,2,7,1572,393,335,58,24,2,10,2028,H
2013,1,286,150,136,15,2,9,1337,431,273,158,26,3,6,2263,A
2013,1,243,119,124,16,2,5,1786,370,300,70,18,1,4,1814,A
2013,1,323,242,81,17,1,5,1890,340,277,63,18,3,4,1710,H
2013,1,291,244,47,20,3,5,1633,275,255,20,18,1,5,1967,A
2013,1,469,352,117,28,2,4,2179,330,225,105,16,4,5,1421,H
2013,1,274,147,127,18,0,3,1633,372,201,171,20,2,2,1967,H
2013,1,178,107,71,12,2,11,1710,291,171,120,17,0,10,1890,A
2013,1,304,214,90,22,2,7,1942,250,185,65,12,1,7,1658,H
2013,1,419,341,78,18,1,3,2111,367,279,88,18,2,6,1489,H
2013,1,195,163,32,14,2,7,1559,229,117,112,17,0,5,2041,A
2013,1,366,299,67,20,2,3,1715,390,304,86,25,2,4,1885,H
2013,1,494,404,90,23,0,5,2315,385,322,63,23,2,6,1285,H
2013,1,331,244,87,22,1,6,2230,478,428,50,21,6,3,1370,H
2013,1,382,308,74,25,3,3,1641,445,180,265,26,2,6,1959,A
2013,1,263,183,80,14,1,6,1409,449,329,120,26,1,3,2191,A
2013,2,232,178,54,9,0,11,1560,318,189,129,15,4,9,2040,H
2013,2,393,357,36,19,0,6,1817,421,352,69,24,1,6,1783,H
2013,2,296,197,99,19,1,6,1835,259,194,65,13,0,8,1765,H
2013,2,436,287,149,24,2,3,1579,308,183,125,25,1,5,2021,H
2013,2,411,282,129,24,4,3,1834,350,227,123,19,3,3,1766,H
2013,2,580,441,139,28,1,3,1949,422,314,108,18,1,5,1651,H
2013,2,452,280,172,25,2,7,1994,248,129,119,14,0,8,1874,H
2013,2,448,315,133,23,1,4,1834,398,297,101,21,1,5,1766,A
2013,2,313,199,114,19,0,7,1693,318,281,37,20,2,4,1907,H
2013,2,511,422,89,22,1,3,1183,539,413,126,33,2,1,2417,A
2013,2,348,261,87,24,1,5,1879,322,273,49,16,1,5,1721,H
2013,2,273,113,160,14,2,6,1644,371,296,75,21,2,4,1956,A
2013,2,376,353,23,28,4,5,1918,416,307,109,23,1,5,1682,A
2013,2,340,114,226,16,1,4,1908,248,214,34,15,0,8,1692,H
2013,2,290,118,172,19,1,5,2203,207,107,100,12,5,4,1397,H
2013,2,407,280,127,22,0,7,2134,278,234,44,14,2,7,1466,H
2013,3,431,171,260,21,5,4,1253,395,248,147,19,0,5,2347,A
2013,3,236,161,75,16,0,4,1764,264,170,94,18,1,5,1836,H
2013,3,297,215,82,19,4,3,1689,399,217,182,27,4,3,1911,H
2013,3,396,203,193,21,1,4,2008,232,197,35,17,1,5,1592,H
2013,3,285,195,90,16,2,3,1371,377,231,146,24,2,2,2229,H
2013,3,329,195,134,21,3,7,1868,409,306,103,23,4,5,1732,A
2013,3,513,331,182,20,2,7,2053,328,208,120,18,0,7,1547,H
2013,3,358,202,156,21,1,3,1981,323,226,97,18,1,3,1619,H
2013,3,423,319,104,27,1,4,2131,247,161,86,16,2,8,1469,H
2013,3,452,282,170,23,0,3,1898,277,175,102,19,1,5,1702,H
2013,3,420,300,120,27,2,5,1872,441,378,63,24,1,6,1728,A
2013,3,402,208,194,27,2,2,2207,150,90,60,10,3,6,1393,H
2013,3,254,139,115,14,2,7,1415,336,157,179,23,0,4,2185,A
2013,3,479,323,156,28,2,4,1955,265,214,51,17,3,7,1645,H
2013,3,459,379,80,21,5,2,1704,258,151,107,15,0,6,1896,A
2013,3,534,372,162,31,2,1,2124,342,293,49,13,0,6,1476,H
2013,4,188,170,18,14,2,11,1695,370,151,219,19,2,7,1905,A
2013,4,350,147,203,19,3,8,2186,345,321,24,15,5,7,1414,H
2013,4,336,247,89,18,0,5,1865,266,203,63,16,2,4,1735,H
2013,4,387,228,159,23,3,3,1909,417,286,131,18,4,5,1691,H
2013,4,476,325,151,29,3,7,2393,270,91,179,15,2,6,1908,A
2013,4,205,165,40,14,3,6,1402,437,283,154,26,1,3,2198,A
2013,4,390,288,102,21,3,5,2156,298,200,98,11,3,8,1444,H
2013,4,393,248,145,16,0,4,1413,434,357,77,29,2,4,2187,H
2013,4,253,173,80,20,3,8,2045,296,240,56,17,3,7,1555,A
2013,4,322,244,78,17,0,7,1838,330,239,91,16,4,5,1762,H
