@RELATION nfl

@ATTRIBUTE Year real
@ATTRIBUTE Week real
@ATTRIBUTE homeTotalYds real
@ATTRIBUTE homePassYds real
@ATTRIBUTE homeRushYds real
@ATTRIBUTE homeFirstDowns real
@ATTRIBUTE homeTurnovers real
@ATTRIBUTE homePunts real
@ATTRIBUTE homePosTime real
@ATTRIBUTE awayTotalYds real
@ATTRIBUTE awayPassYds real
@ATTRIBUTE awayRushYds real
@ATTRIBUTE awayFirstDowns real
@ATTRIBUTE awayTurnovers real
@ATTRIBUTE awayPunts real
@ATTRIBUTE awayPosTime real
@ATTRIBUTE class {H,A}

@Data
2010,6,335,222,113,23,2,6,1950,469,299,170,22,3,4,1650,A
2010,6,249,173,76,17,4,3,1635,324,171,153,20,0,2,1965,A
2010,7,452,299,153,22,2,3,1778,469,385,84,28,1,3,1822,H
2010,7,313,249,64,15,1,3,1751,348,290,58,15,2,3,1849,A
2010,7,364,229,135,21,2,5,1530,506,374,132,27,4,2,2316,H
2010,7,426,190,236,25,0,3,2040,300,216,84,19,3,3,1560,H
2010,7,394,336,58,25,4,4,2134,210,85,125,12,0,4,1466,A
2010,7,322,256,66,19,6,7,1848,308,187,121,13,3,7,1752,A
2010,7,379,303,76,22,3,3,2165,282,183,99,15,1,7,1435,H
2010,7,313,189,124,17,0,4,1879,285,124,161,19,1,4,1721,H
2010,7,328,253,75,15,3,4,1596,326,227,99,21,4,5,2004,H
2010,7,302,158,144,16,1,5,2237,227,114,113,13,5,5,1363,H
2010,7,363,325,38,23,4,2,2065,179,128,51,15,0,4,1535,A
2010,7,240,165,75,11,3,7,1281,508,180,328,29,0,4,2319,A
2010,7,379,295,84,20,2,2,1736,402,206,196,21,3,2,1864,H
2010,7,254,213,41,14,2,6,1349,497,297,200,25,5,3,2251,A
2010,8,339,196,143,16,0,6,2014,398,339,59,22,2,7,1586,H
2010,8,415,365,50,25,4,3,1645,387,238,149,20,1,5,1955,A
2010,8,262,156,106,16,1,9,1591,354,217,137,20,2,4,2009,A
2010,8,414,140,274,24,0,6,2138,328,191,137,23,1,7,2362,H
2010,8,304,202,102,19,2,9,1930,275,195,80,13,2,9,1670,H
2010,8,246,184,62,15,0,5,2188,201,176,25,14,4,5,1412,H
2010,8,360,241,119,15,3,5,1883,237,156,81,13,0,8,1717,A
2010,8,456,300,156,23,1,4,2267,370,305,65,15,0,6,1333,H
2010,8,362,240,122,18,0,5,1492,410,285,125,23,1,4,2108,H
2010,8,396,296,100,22,4,4,1771,407,253,154,19,2,6,1829,A
2010,8,545,306,239,18,0,5,2164,162,115,47,10,1,9,1436,H
2010,8,318,288,30,19,2,4,2046,279,171,108,13,2,4,1554,H
2010,8,366,259,107,24,0,4,2185,291,183,108,19,2,5,1415,H
2010,9,306,228,78,21,0,9,1966,437,327,110,23,2,7,1772,A
2010,9,402,256,146,23,0,0,2302,289,216,73,17,3,3,1298,H
2010,9,404,174,230,22,1,3,2288,283,215,68,19,3,5,1312,H
2010,9,391,251,140,25,1,2,2029,367,290,77,18,2,3,1571,A
2010,9,340,294,46,22,3,3,1727,283,178,105,19,1,4,1873,A
2010,9,507,427,80,28,3,4,2285,225,172,53,13,1,8,1633,H
2010,9,365,235,130,26,0,3,2046,278,182,96,14,2,3,1554,H
2010,9,195,68,127,15,2,7,1519,408,243,165,27,1,5,2081,A
2010,9,162,113,49,8,3,5,1046,487,290,197,30,1,1,2554,A
2010,9,402,207,195,19,0,4,1910,338,276,62,26,2,5,1690,H
2010,9,321,209,112,17,3,6,1783,304,200,104,21,2,9,1990,H
2010,9,415,277,138,26,0,2,2276,205,166,39,12,4,6,1324,H
2010,9,272,218,54,18,2,5,1661,314,193,121,14,2,5,1939,A
2010,10,362,302,60,23,0,5,2109,320,204,116,20,2,4,1491,H
2010,10,404,316,88,21,1,3,1984,259,124,135,15,3,5,1616,H
2010,10,303,196,107,19,2,5,1656,456,284,172,28,1,3,2828,A
2010,10,256,180,76,16,0,7,1549,341,269,72,19,5,4,2051,H
2010,10,491,326,165,29,0,3,2123,395,314,81,20,1,4,1477,H
2010,10,360,230,130,18,2,4,2079,240,170,70,15,4,4,1521,H
2010,10,421,235,186,21,2,4,1880,300,182,118,18,1,5,1720,H
2010,10,290,139,151,12,1,7,1656,390,314,76,19,1,8,1944,H
2010,10,452,299,153,25,0,2,1689,484,433,51,30,1,3,1911,H
2010,10,480,373,107,25,3,4,2271,427,324,103,15,1,3,1329,A
2010,10,327,286,41,19,2,6,1495,490,380,110,24,1,1,2105,A
2010,10,421,323,98,19,0,8,1818,332,228,104,22,0,10,2103,H
2010,10,425,349,76,27,1,5,1712,453,350,103,26,0,5,1888,A
2010,10,375,270,105,15,3,6,1309,592,332,260,28,0,4,2291,A
2010,11,187,148,39,10,1,7,1329,268,133,135,19,1,4,2271,A
2010,11,270,150,120,9,2,9,1527,378,278,100,22,2,5,2073,A
2010,11,401,298,103,22,2,4,2059,343,246,97,17,1,6,1541,H
2010,11,361,228,133,26,3,2,1929,449,308,141,23,2,1,1671,A
2010,11,431,269,162,18,1,7,1967,182,121,61,17,3,8,1633,H
2010,11,370,226,144,24,6,2,1888,283,195,88,15,1,5,1712,H
2010,11,265,131,134,19,1,4,1804,338,263,75,17,2,6,1796,H
2010,11,300,207,93,15,2,5,1604,374,283,91,20,0,5,1996,A
2010,11,494,382,112,26,2,1,2025,424,366,58,21,2,2,1575,H
2010,11,373,222,151,15,2,5,1594,465,358,107,32,1,4,2409,A
2010,11,352,193,159,17,0,5,1658,382,281,101,19,0,7,1942,H
2010,11,304,233,71,15,1,5,1445,391,253,138,24,0,4,2155,A
2010,11,189,118,71,11,2,6,1416,299,137,162,20,0,5,2184,A
2010,11,346,178,168,22,0,3,1839,467,396,71,28,3,2,1761,H
2010,11,392,244,148,17,2,3,2044,208,147,61,13,5,4,1556,H
2010,11,400,253,147,21,1,4,2059,235,172,63,16,1,9,1541,H
2010,12,406,277,129,25,2,3,1865,447,338,109,20,0,3,1735,A
2010,12,457,313,144,24,3,2,2081,414,333,81,21,2,2,1519,A
2010,12,319,149,170,18,1,8,2009,163,117,46,13,3,7,1591,H
2010,12,361,226,135,17,0,3,1473,328,121,207,26,2,3,2127,H
2010,12,329,255,74,19,2,5,1643,426,220,206,28,1,5,2723,A
2010,12,346,158,188,24,0,4,2381,162,138,24,9,3,7,1219,H
2010,12,216,187,29,10,1,6,1615,299,162,137,17,0,7,1985,A
2010,12,349,218,131,18,0,5,1682,398,293,105,24,1,3,1918,H
2010,12,294,177,117,19,0,4,1900,418,341,77,22,1,2,1700,H
2010,12,349,257,92,18,1,7,1862,263,162,101,14,0,9,1738,H
2010,12,379,227,152,26,3,3,1904,326,175,151,16,1,4,1696,H
2010,12,288,268,20,13,3,4,1137,503,233,270,28,1,5,2463,A
2010,12,263,247,16,11,3,4,1102,471,285,186,24,1,2,2498,A
2010,12,449,330,119,24,2,4,1543,431,308,123,24,0,5,2057,A
2010,12,303,279,24,16,5,4,1462,301,172,129,18,0,3,2138,A
2010,12,203,190,13,8,2,6,1259,386,125,261,26,1,2,2341,A
2010,13,416,301,115,22,1,3,1909,431,323,108,27,2,2,1691,H
2010,13,387,177,210,22,4,4,2037,239,155,84,10,5,6,1563,H
2010,13,281,167,114,17,3,7,1836,252,200,52,12,0,9,1764,A
2010,13,220,163,57,11,2,2,1206,377,119,258,23,0,2,2394,A
2010,13,359,174,185,21,1,7,2234,247,86,161,13,1,7,1366,H
2010,13,358,161,197,22,1,7,2068,338,264,74,19,6,6,1532,H
2010,13,302,168,134,14,0,4,1601,311,197,114,23,1,3,1999,A
2010,13,410,274,136,21,0,3,2231,269,172,97,11,1,5,1369,H
2010,13,325,174,151,19,1,7,1920,290,205,85,20,2,5,1680,A
2010,13,311,215,96,21,0,2,1953,436,290,146,19,1,3,1647,A
2010,13,286,265,21,18,2,2,1281,368,117,251,22,1,4,2319,A
2010,13,405,365,40,24,4,3,1625,368,151,217,24,0,4,2400,A
2010,13,224,119,105,14,2,6,1574,288,169,119,18,1,4,2026,A
2010,13,371,210,161,25,2,3,1770,283,152,131,18,1,7,1830,H
2010,13,269,226,43,14,1,6,1552,288,234,54,17,1,6,2048,A
2010,13,405,304,101,23,0,3,1861,301,149,152,18,3,3,1739,H
2010,14,365,244,121,22,2,4,1649,399,312,87,21,0,3,1951,A
2010,14,185,138,47,12,4,5,1219,475,351,124,27,0,2,2381,A
2010,14,323,131,192,19,1,4,2170,187,82,105,9,3,4,1430,H
2010,14,354,231,123,18,0,5,2071,190,156,34,14,3,5,1529,H
2010,14,385,151,234,19,1,5,1795,476,323,153,21,2,5,1805,H
2010,14,399,211,188,22,1,5,1868,365,262,103,15,2,4,1732,A
2010,14,286,96,190,15,2,8,1848,258,192,66,13,3,8,1752,H
2010,14,288,76,212,13,2,7,1510,327,200,127,24,1,7,2090,A
2010,14,345,213,132,22,3,2,1981,327,191,136,14,3,4,1619,H
2010,14,336,241,95,10,0,5,1853,361,277,84,20,5,2,1747,H
2010,14,280,193,87,14,2,8,2028,131,30,101,6,3,10,1572,A
2010,14,357,146,211,21,1,5,1821,288,156,132,20,6,5,1779,H
2010,14,426,219,207,25,2,2,2410,67,19,48,5,0,8,1190,H
2010,14,349,239,110,22,2,5,1929,429,258,171,18,2,3,1671,A
2010,14,489,378,111,28,2,4,1907,253,190,63,19,0,7,1878,A
2010,14,164,103,61,10,1,10,1638,395,182,213,21,2,7,1962,A
2010,15,374,266,108,24,0,3,2231,192,131,61,11,1,6,1369,H
2010,15,224,155,69,14,2,8,1696,383,173,210,21,1,6,1904,A
2010,15,326,261,65,22,2,3,1883,282,211,71,15,1,6,1717,A
2010,15,397,209,188,22,0,1,2283,278,219,59,14,0,5,1317,H
2010,15,376,221,155,19,0,6,1778,356,289,67,20,2,4,1822,H
2010,15,359,212,147,19,1,4,1651,323,293,30,26,1,4,1949,H
2010,15,434,300,134,25,0,2,2121,341,286,55,23,3,4,1479,H
2010,15,364,264,100,20,2,7,2009,418,221,197,19,3,6,1591,A
2010,15,303,126,177,16,1,3,2216,218,175,43,11,2,6,1384,H
2010,15,403,227,176,22,0,3,1924,433,252,181,26,0,4,1985,A
2010,15,356,148,208,17,0,5,1889,269,242,27,21,2,6,1711,H
2010,15,234,143,91,15,3,4,1475,266,168,98,21,1,4,2125,A
2010,15,378,231,147,25,0,4,1878,276,170,106,17,0,4,1722,A
2010,15,502,238,264,20,3,4,2037,235,129,106,9,1,7,1563,H
2010,15,249,136,113,14,0,5,1152,369,226,143,26,2,4,2448,H
2010,15,273,159,114,16,5,6,1710,293,189,104,17,1,3,1890,A
2010,16,408,293,115,22,2,3,2124,119,45,74,7,2,8,1476,H
2010,16,271,178,93,10,0,6,1315,382,199,183,24,3,5,2285,H
2010,16,322,202,120,16,1,4,1569,393,269,124,24,2,4,2031,H
2010,16,369,244,125,16,7,2,1650,348,131,217,20,0,5,1950,A
2010,16,280,178,102,17,4,3,1694,258,97,161,15,1,3,1906,A
2010,16,458,306,152,23,2,5,2344,270,213,57,16,2,8,1256,H
2010,16,439,231,208,22,0,3,1888,174,84,90,10,0,7,1712,H
2010,16,335,275,60,19,1,7,1988,331,246,85,12,2,6,1612,H
2010,16,425,271,154,28,3,4,2235,275,208,67,14,0,6,1365,A
2010,16,336,258,78,15,2,7,1974,251,172,79,15,1,9,1793,A
2010,16,431,305,126,25,1,4,1910,401,310,91,21,1,4,1690,H
2010,16,290,210,80,16,0,6,1801,370,179,191,27,2,6,1799,A
2010,16,515,396,119,27,1,5,2221,386,296,90,16,6,4,1379,H
2010,16,371,269,102,18,1,4,1809,313,249,64,23,2,4,1791,H
2010,16,215,140,75,14,2,8,1405,368,296,72,23,2,7,2195,A
2010,16,331,224,107,24,3,5,1779,337,176,161,21,1,6,1821,A
2010,17,502,321,181,24,1,2,2179,250,206,44,16,2,6,1421,H
2010,17,388,112,276,17,1,6,2135,162,125,37,6,6,6,1465,H
2010,17,199,101,98,10,2,7,1518,395,305,90,20,5,4,2082,H
2010,17,225,182,43,17,3,3,1606,418,318,100,24,0,2,1994,A
2010,17,497,253,244,22,0,3,1752,322,124,198,23,2,4,1848,H
2010,17,358,257,101,24,1,5,1723,341,290,51,17,1,5,1877,H
2010,17,201,86,115,17,2,6,1592,344,135,209,21,1,5,2008,A
2010,17,244,120,124,14,4,7,1850,272,113,159,14,1,8,1750,A
2010,17,385,318,67,20,4,4,1660,325,243,82,14,1,7,1940,A
2010,17,357,250,107,22,2,4,1852,214,140,74,16,1,5,1748,H
2010,17,284,224,60,14,2,8,1760,227,117,110,13,2,8,1840,H
2010,17,352,253,99,24,1,4,2130,291,154,137,12,2,7,1470,H
2010,17,305,199,106,20,3,3,1857,317,233,84,18,2,1,1743,A
2010,17,337,191,146,18,2,5,1538,447,283,164,20,1,4,2062,A
2010,17,362,262,100,16,0,7,1632,279,201,78,19,2,8,1968,H
2010,17,333,192,141,19,1,7,2085,184,137,47,10,1,9,1515,H
2011,1,399,296,103,24,0,4,1974,477,396,81,27,1,2,1626,H
2011,1,385,215,170,17,0,5,1951,312,246,66,20,7,4,1649,H
2011,1,285,202,83,17,1,8,1777,294,155,139,17,0,8,1823,A
2011,1,384,217,167,26,3,2,2204,236,172,64,15,2,6,1396,H
2011,1,323,160,163,20,1,5,2378,292,249,43,13,1,7,1222,H
2011,1,213,105,108,13,3,8,1378,364,201,163,23,1,5,2222,A
2011,1,377,289,88,17,1,6,1999,386,276,110,20,3,5,1601,H
2011,1,313,257,56,17,2,5,1415,431,305,126,25,1,5,2185,A
2011,1,335,181,154,21,1,4,1786,404,167,237,27,1,3,1814,A
2011,1,332,258,74,21,1,6,1956,315,240,75,15,1,6,1644,H
2011,1,394,295,99,15,1,5,1633,477,403,74,26,1,7,1967,H
2011,1,209,124,85,12,0,5,1867,219,155,64,18,3,7,1733,H
2011,1,407,330,77,31,2,3,2237,187,28,159,10,1,6,1363,H
2011,1,360,315,45,19,2,6,1567,390,326,64,21,3,6,2033,H
2011,1,488,390,98,25,1,6,1893,622,516,106,27,1,4,1707,A
2011,1,310,272,38,25,3,4,1645,289,99,190,20,1,6,1955,A
2011,2,411,322,89,23,1,5,1944,267,116,151,12,6,5,1656,H
2011,2,481,264,217,34,1,2,1847,454,323,131,26,2,3,1753,H
2011,2,432,358,74,21,1,3,2152,229,184,45,15,3,5,1448,H
2011,2,283,182,101,15,2,5,2003,203,91,112,11,4,5,1597,H
2011,2,285,176,109,19,2,4,1526,303,197,106,18,1,5,2074,A
2011,2,455,283,172,28,2,3,2310,324,231,93,16,2,6,1290,H
2011,2,398,212,186,25,1,4,2010,335,230,105,19,1,4,1590,A
2011,2,475,404,71,26,4,2,1954,419,295,124,16,1,3,1646,A
2011,2,382,264,118,16,1,5,2174,246,186,60,18,1,8,1426,H
2011,2,421,297,124,23,0,3,2324,164,133,31,8,0,8,1276,H
2011,2,206,132,74,14,1,6,1843,472,427,45,20,2,4,1930,A
2011,2,504,410,94,28,0,2,1742,470,372,98,29,4,1,1858,H
2011,2,318,187,131,19,2,6,1815,382,310,72,18,0,5,1785,H
2011,2,306,153,153,18,2,3,1554,345,207,138,19,0,6,2046,A
2011,2,318,180,138,20,2,7,1797,447,314,133,27,3,4,1803,H
2011,2,300,181,119,22,1,7,2052,367,308,59,14,2,7,1548,H
2011,3,265,158,107,16,0,8,1774,257,129,128,13,1,6,1826,H
2011,3,454,354,100,27,2,3,1794,473,364,109,21,1,2,1806,H
2011,3,448,369,79,24,2,5,1725,495,387,108,30,4,3,1875,H
2011,3,280,210,70,19,1,5,1329,369,231,138,22,2,3,2271,H
2011,3,333,295,38,17,2,4,1854,231,172,59,19,2,5,1746,H
2011,3,376,199,177,25,3,2,2211,334,232,102,14,0,4,1389,A
2011,3,321,189,132,16,0,6,1670,358,338,20,19,0,7,2049,A
2011,3,228,149,79,14,3,7,1480,226,176,50,16,1,7,2120,A
2011,3,383,149,234,23,0,6,1606,439,339,100,25,2,5,1994,H
2011,3,375,258,117,22,2,2,2083,252,171,81,13,1,4,1517,H
2011,3,244,132,112,17,2,8,1729,553,385,168,25,1,2,1871,A
2011,3,291,278,13,12,2,7,1351,392,292,100,24,2,6,2249,A
2011,3,261,139,122,16,1,8,1691,324,234,90,20,2,5,1909,H
2011,3,295,180,115,20,2,3,2152,325,295,30,21,3,3,1448,H
2011,3,241,144,97,14,1,7,1562,408,341,67,19,3,3,2038,A
2011,3,375,250,125,17,2,3,1896,298,233,65,20,2,5,1704,H
2011,4,458,287,171,25,2,5,1881,273,190,83,12,0,8,1719,H
2011,4,416,332,84,25,1,4,2213,332,220,112,13,1,6,1387,A
2011,4,318,138,180,17,0,5,1903,296,178,118,20,1,4,1697,H
2011,4,434,321,113,25,3,3,2199,303,240,63,18,1,6,1401,A
2011,4,513,405,108,23,3,2,1868,442,278,164,22,1,4,1732,A
2011,4,317,93,224,15,1,4,1591,543,374,169,24,1,2,2009,H
2011,4,172,127,45,14,1,8,1490,339,143,196,16,2,7,2110,A
2011,4,274,170,104,15,1,4,1375,503,326,177,30,2,1,2225,A
2011,4,350,247,103,15,0,3,1670,341,190,151,17,1,4,1930,H
2011,4,368,212,156,22,2,4,1919,360,306,54,24,2,5,1681,A
2011,4,372,319,53,20,2,3,1190,412,291,121,25,0,4,2410,A
2011,4,507,396,111,26,2,1,1981,384,265,119,18,4,2,1619,H
2011,4,504,344,160,24,2,2,2000,409,226,183,25,0,3,1600,A
2011,4,411,295,116,21,0,3,1998,248,176,72,16,2,3,1602,H
2011,4,267,155,112,16,3,7,2248,150,112,38,7,4,8,1352,H
2011,4,466,274,192,25,0,5,2340,318,256,62,13,1,6,1260,H
2011,5,431,257,174,26,2,2,1942,306,240,66,20,1,4,1658,H
2011,5,473,403,70,21,2,8,2065,278,184,94,11,1,7,1535,A
2011,5,355,277,78,15,0,5,1613,436,242,194,26,0,6,1987,A
2011,5,296,200,96,12,2,7,1647,239,162,77,13,1,7,1953,A
2011,5,464,395,69,21,5,7,1874,424,279,145,22,3,7,1726,A
2011,5,332,160,172,20,1,4,1739,291,214,77,18,4,5,1861,H
2011,5,381,219,162,20,1,3,1520,444,343,101,27,1,2,2080,A
2011,5,331,188,143,21,1,5,2018,489,315,174,24,5,2,1582,H
2011,5,418,205,213,28,1,1,1863,272,186,86,14,3,6,1737,H
2011,5,446,294,152,26,1,4,2035,255,158,97,14,0,7,1565,H
2011,5,275,113,162,13,1,6,1192,418,212,206,25,2,3,2408,A
2011,5,251,156,95,18,2,5,1609,426,369,57,19,1,2,1991,A
2011,5,395,214,181,16,1,5,1257,359,237,122,23,0,5,2343,H
2011,6,414,292,122,24,0,3,1847,374,219,155,17,2,3,1753,H
2011,6,358,264,94,17,0,5,2016,273,179,94,18,3,4,1584,H
2011,6,370,185,185,15,0,6,1873,209,76,133,16,0,7,1727,H
2011,6,287,245,42,17,4,4,1312,422,230,192,22,2,3,2288,A
2011,6,310,244,66,21,0,8,1821,314,111,203,14,2,9,1779,A
2011,6,399,303,96,20,1,5,1759,424,299,125,22,1,5,1841,H
2011,6,325,159,166,24,0,3,1834,368,226,142,24,3,2,1766,H
2011,6,329,178,151,18,1,4,2081,268,203,65,18,1,6,1519,H
2011,6,402,289,113,24,2,2,1932,293,200,93,18,0,6,1668,H
2011,6,420,303,117,21,0,4,1887,453,383,70,20,4,4,1713,H
2011,6,371,270,101,25,4,2,1631,377,300,77,21,2,4,1969,H
2011,6,377,258,119,22,1,3,1840,286,233,53,15,0,5,1760,H
2011,6,296,192,104,13,1,8,1821,308,190,118,17,3,7,1779,H
2011,7,267,173,94,15,1,8,1999,308,125,183,18,1,9,2057,A
2011,7,318,156,162,25,2,3,1966,268,172,96,16,2,4,1634,H
2011,7,148,95,53,11,2,7,1322,518,296,222,29,0,2,2278,A
2011,7,263,159,104,13,1,6,1503,328,199,129,22,2,5,2097,A
2011,7,407,232,175,20,0,3,2130,353,261,92,22,3,1,1470,H
2011,7,280,250,30,16,4,8,1608,395,218,177,19,2,6,1992,A
2011,7,298,157,141,20,1,5,2576,137,72,65,9,2,7,1024,H
2011,7,330,257,73,23,1,4,1453,445,354,91,26,0,3,2147,A
2011,7,322,167,155,18,6,6,1583,300,161,139,22,2,7,2017,A
2011,7,435,217,218,22,2,4,1674,421,307,114,25,1,3,1926,A
2011,7,445,151,294,24,1,3,2036,265,195,70,13,2,5,1564,H
2011,7,557,321,236,36,0,1,2299,252,97,155,11,3,6,1301,H
2011,7,205,73,132,13,1,7,2175,146,112,34,11,2,9,1425,H
2011,8,402,344,58,21,0,4,1946,246,101,145,18,1,5,1654,H
2011,8,358,202,156,20,2,6,2119,174,90,84,13,2,8,1481,H
2011,8,311,215,96,17,0,8,1888,399,241,158,22,2,7,1712,H
2011,8,405,265,140,21,2,4,1675,361,229,132,22,1,4,1925,A
2011,8,323,140,183,21,1,7,1883,283,227,56,19,2,7,1717,H
2011,8,405,298,107,30,2,5,1782,207,98,109,17,1,6,1818,H
2011,8,312,117,195,19,3,7,1826,376,263,113,21,0,7,1774,A
2011,8,390,252,138,17,2,3,2091,178,152,26,10,2,6,1509,H
2011,8,427,329,98,29,1,1,2362,213,170,43,19,0,4,1238,H
2011,8,348,174,174,19,0,5,1973,290,224,66,18,2,6,1627,H
2011,8,411,350,61,20,2,6,1713,252,160,92,18,2,5,1887,A
2011,8,495,256,239,31,0,2,2529,267,182,85,12,1,5,1071,H
2011,8,341,247,94,19,4,5,1935,447,345,102,22,4,3,2249,H
2011,9,287,191,96,14,3,4,1328,348,222,126,24,2,2,2272,A
2011,9,380,119,261,21,1,2,2115,172,128,44,10,2,4,1485,H
2011,9,343,227,116,20,0,5,2079,351,244,107,17,0,5,1521,A
2011,9,442,279,163,18,1,4,1767,381,219,162,18,3,3,1833,H
2011,9,303,251,52,17,3,5,1661,326,188,138,15,1,5,1939,A
2011,9,453,258,195,25,1,2,1804,365,281,84,18,0,3,1796,H
2011,9,186,103,83,10,2,9,1334,432,269,163,21,1,7,2266,A
2011,9,416,316,100,21,3,6,1689,412,113,299,20,0,5,1911,A
2011,9,328,250,78,19,1,7,1625,319,210,109,20,0,7,1975,A
2011,9,438,332,106,23,4,5,1783,361,250,111,23,2,8,1817,A
2011,9,460,375,85,28,3,2,1815,368,232,136,21,0,2,1785,A
2011,9,262,192,70,16,0,6,1499,383,233,150,23,1,7,2218,H
2011,9,392,322,70,20,2,3,1561,356,289,67,23,1,2,2039,A
2011,9,330,211,119,20,2,2,1593,372,208,164,22,2,3,2007,A
2011,10,314,239,75,20,2,6,1643,489,298,191,20,2,4,1957,A
2011,10,433,270,163,24,0,1,2072,271,136,135,20,4,3,1528,H
2011,10,279,166,113,16,2,8,1644,383,211,172,22,1,5,1956,A
2011,10,231,141,90,12,4,6,1494,420,235,185,21,0,4,2106,A
2011,10,279,170,109,14,2,6,1567,328,223,105,24,1,5,2033,A
2011,10,212,128,84,13,3,6,1479,251,110,141,18,1,6,2121,A
2011,10,258,124,134,17,0,7,1582,313,69,244,16,0,7,2018,A
2011,10,289,123,166,15,2,8,1698,370,282,88,23,2,6,1902,A
2011,10,216,107,109,12,1,6,1746,393,313,80,22,6,5,1854,H
2011,10,481,343,138,30,1,5,2192,363,322,41,18,0,5,1803,A
2011,10,303,200,103,20,2,1,2013,246,185,61,16,2,2,1587,H
2011,10,335,209,126,16,1,5,1947,281,148,133,17,2,5,1653,A
2011,10,327,208,119,16,0,5,2101,323,248,75,25,3,4,1499,H
2011,10,305,228,77,16,1,3,1523,395,302,93,21,2,2,2077,H
2011,10,378,268,110,22,3,5,1793,389,329,60,21,0,4,1807,A
2011,10,356,266,90,23,1,2,1998,266,162,104,14,1,6,1602,H
2011,11,229,104,125,11,1,8,1668,318,235,83,22,2,6,1932,H
2011,11,311,187,124,20,5,3,1456,301,139,162,22,1,6,2144,A
2011,11,432,316,116,25,1,2,2219,298,257,41,17,1,5,1381,H
2011,11,242,147,95,16,0,7,1866,247,206,41,14,2,7,1734,H
2011,11,334,186,148,20,1,3,1747,303,195,108,23,0,5,1853,H
2011,11,373,268,105,13,1,8,1627,483,364,119,23,3,7,1973,H
2011,11,336,276,60,18,2,5,2000,353,264,89,20,0,7,2161,A
2011,11,495,326,169,29,3,2,1987,409,272,137,24,4,3,1613,H
2011,11,378,287,91,24,1,3,1719,455,334,121,22,2,3,1881,H
2011,11,431,267,164,25,1,3,2656,229,149,80,11,5,6,944,H
2011,11,185,143,42,13,3,10,1500,289,163,126,16,2,9,2100,A
2011,11,379,286,93,23,1,3,1990,332,280,52,15,3,3,1610,H
2011,11,278,249,29,12,2,9,1422,391,255,136,17,3,6,2178,A
2011,11,380,223,157,20,1,4,1710,334,215,119,16,3,5,1890,H
2011,12,409,273,136,23,3,4,1848,349,296,53,18,0,5,1752,A
2011,12,303,218,85,19,2,5,1712,352,263,89,18,1,4,1888,H
2011,12,253,161,92,16,0,4,1868,170,96,74,12,1,5,1732,H
2011,12,318,180,138,20,2,5,1429,336,250,86,21,0,7,2171,H
2011,12,389,257,132,18,1,4,1894,274,140,134,17,1,5,1706,H
2011,12,255,150,105,14,1,9,1899,215,127,88,9,1,10,1701,A
2011,12,335,246,89,22,1,5,2079,226,162,64,12,0,7,1521,H
2011,12,272,186,86,12,2,7,1561,374,106,268,16,3,5,2039,A
2011,12,323,218,105,17,2,5,1423,377,176,201,22,1,4,2177,A
2011,12,352,150,202,18,4,3,2003,308,186,122,15,5,5,1597,H
2011,12,250,126,124,15,1,6,1600,416,306,110,22,2,4,2000,A
2011,12,341,268,73,17,1,5,1802,401,229,172,18,3,5,1798,H
2011,12,466,393,73,23,1,5,1637,457,353,104,29,0,3,1963,A
2011,12,344,159,185,20,0,6,2243,349,141,208,18,0,9,2228,A
2011,12,252,162,90,15,4,3,1590,290,182,108,18,2,5,2010,A
2011,12,577,372,205,31,0,2,1712,465,392,73,29,2,2,1888,H
2011,13,347,173,174,15,0,5,1820,330,198,132,20,4,4,1780,H
2011,13,304,204,100,17,3,6,1668,266,165,101,16,1,5,1932,A
2011,13,181,88,93,11,3,7,1638,252,139,113,13,1,11,1962,A
2011,13,379,282,97,18,2,4,1906,317,130,187,18,0,5,1694,A
2011,13,362,153,209,23,0,4,2300,304,258,46,18,1,8,1300,H
2011,13,233,174,59,13,1,8,1346,448,158,290,24,1,3,2254,A
2011,13,295,159,136,22,0,5,1964,232,128,104,13,2,7,1636,H
2011,13,438,338,100,21,0,4,1494,466,379,87,25,1,4,2106,H
2011,13,285,207,78,15,1,2,1639,385,222,163,26,0,3,1961,A
2011,13,337,175,162,20,1,5,2104,337,267,70,18,2,4,1496,H
2011,13,489,360,129,27,3,6,2271,336,186,150,13,2,6,1329,A
2011,13,447,347,100,24,2,4,1617,449,360,89,29,1,5,1983,A
2011,13,327,224,103,16,0,7,1775,336,261,75,20,0,5,2022,H
2011,13,389,245,144,18,0,5,2164,157,126,31,10,2,8,1436,H
2011,13,366,293,73,24,0,4,1461,437,338,99,26,2,3,2139,H
2011,13,306,177,129,17,1,5,1903,433,294,139,19,0,4,1697,A
2011,14,416,269,147,20,3,4,1662,304,206,98,19,2,6,1938,H
2011,14,463,293,170,25,2,3,2169,431,352,79,22,1,3,1431,A
2011,14,391,255,136,22,1,1,1720,355,238,117,23,5,5,1880,H
2011,14,314,155,159,24,1,7,2262,221,156,65,13,1,7,1338,H
2011,14,285,184,101,16,2,4,1696,412,268,144,25,4,2,1904,A
2011,14,358,212,146,24,2,3,2168,167,117,50,12,1,6,1432,H
2011,14,280,208,72,13,0,6,1874,425,156,269,29,6,2,1726,H
2011,14,416,259,157,19,2,6,1757,394,308,86,18,0,6,1843,A
2011,14,204,95,109,11,3,6,1719,239,188,51,18,2,10,1881,A
