@RELATION nflpredictor

@ATTRIBUTE homeTotalYdsLast3 real
@ATTRIBUTE homeTotalYdsSeason real
@ATTRIBUTE homePassYdsLast3 real
@ATTRIBUTE homePassYdsSeason real
@ATTRIBUTE homeRushYdsLast3 real
@ATTRIBUTE homeRushYdsSeason real
@ATTRIBUTE homeFirstDownsLast3 real
@ATTRIBUTE homeFirstDownsSeaon real
@ATTRIBUTE homeTurnoversLast3 real
@ATTRIBUTE homeTurnoversSeason real
@ATTRIBUTE homePuntsLast3 real
@ATTRIBUTE homePuntsSeason real
@ATTRIBUTE awayTotalYdsLast3 real
@ATTRIBUTE awayTotalYdsSeason real
@ATTRIBUTE awayPassYdsLast3 real
@ATTRIBUTE awayPassYdsSeason real
@ATTRIBUTE awayRushYdsLast3 real
@ATTRIBUTE awayRushYdsSeason real
@ATTRIBUTE awayFirstDownsLast3 real
@ATTRIBUTE awayFirstDownsSeason real
@ATTRIBUTE awayTurnoversLast3 real
@ATTRIBUTE awayTurnoversSeason real
@ATTRIBUTE awayPuntsLast3 real
@ATTRIBUTE awayPuntsSeason real
@ATTRIBUTE winner {H,A}

@Data
257.666666667, 292.571428571, 152.666666667, 189.571428571, 105.0, 103.0, 16.0, 18.1428571429, 1.66666666667, 1.85714285714, 5.0, 5.0, 271.666666667, 309.857142857, 193.0, 221.142857143, 78.6666666667, 88.7142857143, 16.3333333333, 18.8571428571, 1.33333333333, 1.71428571429, 5.66666666667, 5.14285714286, A
336.0, 386.875, 225.333333333, 245.125, 110.666666667, 141.75, 17.6666666667, 20.625, 3.0, 1.75, 4.66666666667, 3.875, 353.333333333, 351.0, 250.666666667, 276.285714286, 102.666666667, 74.7142857143, 19.0, 18.8571428571, 1.0, 1.28571428571, 3.33333333333, 3.57142857143, A
353.333333333, 351.0, 250.666666667, 276.285714286, 102.666666667, 74.7142857143, 19.0, 18.8571428571, 1.0, 1.28571428571, 3.33333333333, 3.57142857143, 336.0, 386.875, 225.333333333, 245.125, 110.666666667, 141.75, 17.6666666667, 20.625, 3.0, 1.75, 4.66666666667, 3.875, H
290.333333333, 275.285714286, 199.666666667, 174.857142857, 90.6666666667, 100.428571429, 15.3333333333, 14.4285714286, 2.33333333333, 1.28571428571, 6.0, 6.85714285714, 287.0, 327.857142857, 91.0, 165.571428571, 196.0, 162.285714286, 13.6666666667, 16.2857142857, 2.33333333333, 2.57142857143, 4.66666666667, 5.14285714286, A
287.0, 327.857142857, 91.0, 165.571428571, 196.0, 162.285714286, 13.6666666667, 16.2857142857, 2.33333333333, 2.57142857143, 4.66666666667, 5.14285714286, 290.333333333, 275.285714286, 199.666666667, 174.857142857, 90.6666666667, 100.428571429, 15.3333333333, 14.4285714286, 2.33333333333, 1.28571428571, 6.0, 6.85714285714, H
312.0, 344.428571429, 189.0, 229.0, 123.0, 115.428571429, 14.0, 17.0, 0.666666666667, 1.28571428571, 6.33333333333, 5.14285714286, 424.666666667, 411.142857143, 298.666666667, 263.571428571, 126.0, 147.571428571, 21.3333333333, 21.2857142857, 1.33333333333, 1.42857142857, 3.66666666667, 4.28571428571, A
424.666666667, 411.142857143, 298.666666667, 263.571428571, 126.0, 147.571428571, 21.3333333333, 21.2857142857, 1.33333333333, 1.42857142857, 3.66666666667, 4.28571428571, 312.0, 344.428571429, 189.0, 229.0, 123.0, 115.428571429, 14.0, 17.0, 0.666666666667, 1.28571428571, 6.33333333333, 5.14285714286, H
317.333333333, 344.571428571, 227.333333333, 221.428571429, 90.0, 123.142857143, 21.0, 19.5714285714, 1.0, 0.857142857143, 5.66666666667, 5.0, 382.0, 383.0, 272.666666667, 276.142857143, 109.333333333, 106.857142857, 20.0, 21.2857142857, 2.0, 2.0, 4.0, 3.71428571429, A
382.0, 383.0, 272.666666667, 276.142857143, 109.333333333, 106.857142857, 20.0, 21.2857142857, 2.0, 2.0, 4.0, 3.71428571429, 317.333333333, 344.571428571, 227.333333333, 221.428571429, 90.0, 123.142857143, 21.0, 19.5714285714, 1.0, 0.857142857143, 5.66666666667, 5.0, H
316.666666667, 285.625, 223.333333333, 184.25, 93.3333333333, 101.375, 19.3333333333, 15.75, 2.66666666667, 1.625, 5.33333333333, 6.375, 355.0, 332.375, 263.333333333, 242.0, 91.6666666667, 90.375, 18.3333333333, 17.375, 2.0, 1.875, 4.0, 4.25, H
355.0, 332.375, 263.333333333, 242.0, 91.6666666667, 90.375, 18.3333333333, 17.375, 2.0, 1.875, 4.0, 4.25, 316.666666667, 285.625, 223.333333333, 184.25, 93.3333333333, 101.375, 19.3333333333, 15.75, 2.66666666667, 1.625, 5.33333333333, 6.375, A
383.666666667, 325.125, 194.333333333, 172.125, 189.333333333, 153.0, 18.0, 18.125, 2.33333333333, 3.0, 5.0, 4.25, 348.666666667, 335.625, 193.333333333, 215.75, 155.333333333, 119.875, 20.0, 19.875, 2.33333333333, 1.75, 3.66666666667, 4.0, H
348.666666667, 335.625, 193.333333333, 215.75, 155.333333333, 119.875, 20.0, 19.875, 2.33333333333, 1.75, 3.66666666667, 4.0, 383.666666667, 325.125, 194.333333333, 172.125, 189.333333333, 153.0, 18.0, 18.125, 2.33333333333, 3.0, 5.0, 4.25, A
257.333333333, 309.0, 150.0, 158.125, 107.333333333, 150.875, 16.0, 19.75, 1.33333333333, 1.375, 6.0, 4.625, 254.666666667, 273.125, 156.666666667, 177.25, 98.0, 95.875, 13.0, 15.375, 2.0, 1.75, 6.66666666667, 5.875, H
254.666666667, 273.125, 156.666666667, 177.25, 98.0, 95.875, 13.0, 15.375, 2.0, 1.75, 6.66666666667, 5.875, 257.333333333, 309.0, 150.0, 158.125, 107.333333333, 150.875, 16.0, 19.75, 1.33333333333, 1.375, 6.0, 4.625, A
389.0, 353.75, 266.666666667, 235.0, 122.333333333, 118.75, 19.6666666667, 19.75, 1.33333333333, 1.0, 4.66666666667, 4.625, 246.0, 293.5, 139.666666667, 189.125, 106.333333333, 104.375, 14.6666666667, 18.0, 3.0, 2.25, 4.66666666667, 4.625, H
246.0, 293.5, 139.666666667, 189.125, 106.333333333, 104.375, 14.6666666667, 18.0, 3.0, 2.25, 4.66666666667, 4.625, 389.0, 353.75, 266.666666667, 235.0, 122.333333333, 118.75, 19.6666666667, 19.75, 1.33333333333, 1.0, 4.66666666667, 4.625, A
413.0, 342.125, 159.333333333, 164.5, 253.666666667, 177.625, 21.3333333333, 18.375, 2.33333333333, 1.875, 5.0, 5.375, 416.0, 360.875, 230.666666667, 220.75, 185.333333333, 140.125, 22.0, 19.625, 2.0, 1.625, 5.0, 4.75, A
416.0, 360.875, 230.666666667, 220.75, 185.333333333, 140.125, 22.0, 19.625, 2.0, 1.625, 5.0, 4.75, 413.0, 342.125, 159.333333333, 164.5, 253.666666667, 177.625, 21.3333333333, 18.375, 2.33333333333, 1.875, 5.0, 5.375, H
392.333333333, 382.0, 252.666666667, 266.875, 139.666666667, 115.125, 21.0, 21.25, 2.33333333333, 2.0, 4.33333333333, 3.875, 371.0, 348.75, 235.333333333, 218.75, 135.666666667, 130.0, 21.3333333333, 20.125, 1.33333333333, 1.5, 4.33333333333, 5.25, A
371.0, 348.75, 235.333333333, 218.75, 135.666666667, 130.0, 21.3333333333, 20.125, 1.33333333333, 1.5, 4.33333333333, 5.25, 392.333333333, 382.0, 252.666666667, 266.875, 139.666666667, 115.125, 21.0, 21.25, 2.33333333333, 2.0, 4.33333333333, 3.875, H
298.666666667, 287.625, 178.666666667, 171.5, 120.0, 116.125, 16.0, 16.625, 1.33333333333, 2.0, 5.33333333333, 5.375, 421.666666667, 426.875, 299.0, 281.125, 122.666666667, 145.75, 21.0, 22.625, 3.33333333333, 2.0, 2.66666666667, 3.375, A
421.666666667, 426.875, 299.0, 281.125, 122.666666667, 145.75, 21.0, 22.625, 3.33333333333, 2.0, 2.66666666667, 3.375, 298.666666667, 287.625, 178.666666667, 171.5, 120.0, 116.125, 16.0, 16.625, 1.33333333333, 2.0, 5.33333333333, 5.375, H
310.333333333, 326.25, 93.6666666667, 165.25, 216.666666667, 161.0, 14.3333333333, 16.0, 1.66666666667, 2.25, 5.0, 5.125, 222.333333333, 264.75, 125.0, 154.75, 97.3333333333, 110.0, 12.6666666667, 14.5, 1.33333333333, 1.875, 7.33333333333, 6.25, H
222.333333333, 264.75, 125.0, 154.75, 97.3333333333, 110.0, 12.6666666667, 14.5, 1.33333333333, 1.875, 7.33333333333, 6.25, 310.333333333, 326.25, 93.6666666667, 165.25, 216.666666667, 161.0, 14.3333333333, 16.0, 1.66666666667, 2.25, 5.0, 5.125, A
295.0, 298.0, 189.666666667, 199.25, 105.333333333, 98.75, 15.0, 16.5, 2.33333333333, 2.0, 6.0, 4.875, 256.666666667, 331.75, 192.0, 220.625, 64.6666666667, 111.125, 16.0, 18.625, 1.33333333333, 1.125, 6.33333333333, 5.25, H
256.666666667, 331.75, 192.0, 220.625, 64.6666666667, 111.125, 16.0, 18.625, 1.33333333333, 1.125, 6.33333333333, 5.25, 295.0, 298.0, 189.666666667, 199.25, 105.333333333, 98.75, 15.0, 16.5, 2.33333333333, 2.0, 6.0, 4.875, A
256.0, 215.75, 144.666666667, 122.125, 111.333333333, 93.625, 14.6666666667, 12.25, 2.33333333333, 2.375, 5.33333333333, 5.75, 257.333333333, 257.75, 160.333333333, 161.625, 97.0, 96.125, 13.3333333333, 15.25, 1.0, 0.875, 6.66666666667, 6.75, A
257.333333333, 257.75, 160.333333333, 161.625, 97.0, 96.125, 13.3333333333, 15.25, 1.0, 0.875, 6.66666666667, 6.75, 256.0, 215.75, 144.666666667, 122.125, 111.333333333, 93.625, 14.6666666667, 12.25, 2.33333333333, 2.375, 5.33333333333, 5.75, H
348.666666667, 341.875, 232.666666667, 262.375, 116.0, 79.5, 21.6666666667, 20.625, 3.0, 2.375, 5.33333333333, 5.5, 277.666666667, 320.75, 228.333333333, 236.25, 49.3333333333, 84.5, 16.6666666667, 19.625, 2.0, 1.75, 5.66666666667, 4.875, H
277.666666667, 320.75, 228.333333333, 236.25, 49.3333333333, 84.5, 16.6666666667, 19.625, 2.0, 1.75, 5.66666666667, 4.875, 348.666666667, 341.875, 232.666666667, 262.375, 116.0, 79.5, 21.6666666667, 20.625, 3.0, 2.375, 5.33333333333, 5.5, A
405.0, 376.625, 251.0, 255.625, 154.0, 121.0, 22.0, 20.75, 1.0, 1.0, 4.66666666667, 4.25, 378.0, 404.5, 276.666666667, 265.875, 101.333333333, 138.625, 20.6666666667, 20.875, 1.0, 1.375, 4.0, 4.375, H
378.0, 404.5, 276.666666667, 265.875, 101.333333333, 138.625, 20.6666666667, 20.875, 1.0, 1.375, 4.0, 4.375, 405.0, 376.625, 251.0, 255.625, 154.0, 121.0, 22.0, 20.75, 1.0, 1.0, 4.66666666667, 4.25, A
325.0, 335.375, 235.333333333, 265.75, 89.6666666667, 69.625, 18.3333333333, 18.75, 1.33333333333, 1.375, 4.0, 3.75, 316.666666667, 338.5, 186.333333333, 226.375, 130.333333333, 112.125, 15.0, 17.0, 1.33333333333, 1.375, 4.66666666667, 4.875, H
316.666666667, 338.5, 186.333333333, 226.375, 130.333333333, 112.125, 15.0, 17.0, 1.33333333333, 1.375, 4.66666666667, 4.875, 325.0, 335.375, 235.333333333, 265.75, 89.6666666667, 69.625, 18.3333333333, 18.75, 1.33333333333, 1.375, 4.0, 3.75, A
393.0, 400.375, 296.666666667, 315.0, 96.3333333333, 85.375, 23.6666666667, 21.875, 0.666666666667, 1.0, 4.66666666667, 3.625, 488.333333333, 409.25, 352.0, 295.0, 136.333333333, 114.25, 24.0, 23.625, 1.0, 0.875, 3.33333333333, 3.375, H
488.333333333, 409.25, 352.0, 295.0, 136.333333333, 114.25, 24.0, 23.625, 1.0, 0.875, 3.33333333333, 3.375, 393.0, 400.375, 296.666666667, 315.0, 96.3333333333, 85.375, 23.6666666667, 21.875, 0.666666666667, 1.0, 4.66666666667, 3.625, A
175.666666667, 221.125, 87.0, 121.5, 88.6666666667, 99.625, 11.0, 12.875, 3.66666666667, 2.875, 5.0, 6.125, 318.333333333, 358.25, 231.333333333, 242.125, 87.0, 116.125, 17.3333333333, 21.25, 0.666666666667, 1.125, 5.33333333333, 4.5, A
318.333333333, 358.25, 231.333333333, 242.125, 87.0, 116.125, 17.3333333333, 21.25, 0.666666666667, 1.125, 5.33333333333, 4.5, 175.666666667, 221.125, 87.0, 121.5, 88.6666666667, 99.625, 11.0, 12.875, 3.66666666667, 2.875, 5.0, 6.125, H
368.666666667, 331.222222222, 156.333333333, 174.666666667, 212.333333333, 156.555555556, 17.6666666667, 18.2222222222, 1.0, 2.66666666667, 4.33333333333, 4.22222222222, 270.666666667, 316.222222222, 142.666666667, 160.0, 128.0, 156.222222222, 18.0, 20.1111111111, 1.0, 1.44444444444, 6.0, 4.77777777778, A
270.666666667, 316.222222222, 142.666666667, 160.0, 128.0, 156.222222222, 18.0, 20.1111111111, 1.0, 1.44444444444, 6.0, 4.77777777778, 368.666666667, 331.222222222, 156.333333333, 174.666666667, 212.333333333, 156.555555556, 17.6666666667, 18.2222222222, 1.0, 2.66666666667, 4.33333333333, 4.22222222222, H
260.333333333, 348.888888889, 155.666666667, 230.777777778, 104.666666667, 118.111111111, 15.3333333333, 20.4444444444, 0.666666666667, 1.0, 5.33333333333, 4.77777777778, 398.333333333, 401.111111111, 323.666666667, 315.111111111, 74.6666666667, 86.0, 24.0, 22.2222222222, 1.33333333333, 1.11111111111, 5.66666666667, 4.0, A
398.333333333, 401.111111111, 323.666666667, 315.111111111, 74.6666666667, 86.0, 24.0, 22.2222222222, 1.33333333333, 1.11111111111, 5.66666666667, 4.0, 260.333333333, 348.888888889, 155.666666667, 230.777777778, 104.666666667, 118.111111111, 15.3333333333, 20.4444444444, 0.666666666667, 1.0, 5.33333333333, 4.77777777778, H
332.666666667, 390.444444444, 249.333333333, 260.444444444, 83.3333333333, 130.0, 20.3333333333, 20.4444444444, 1.66666666667, 1.55555555556, 5.0, 4.55555555556, 336.0, 308.0, 212.0, 200.888888889, 124.0, 107.111111111, 20.0, 17.1111111111, 1.66666666667, 1.77777777778, 4.66666666667, 4.77777777778, H
336.0, 308.0, 212.0, 200.888888889, 124.0, 107.111111111, 20.0, 17.1111111111, 1.66666666667, 1.77777777778, 4.66666666667, 4.77777777778, 332.666666667, 390.444444444, 249.333333333, 260.444444444, 83.3333333333, 130.0, 20.3333333333, 20.4444444444, 1.66666666667, 1.55555555556, 5.0, 4.55555555556, A
295.333333333, 293.888888889, 184.0, 190.777777778, 111.333333333, 103.111111111, 17.6666666667, 18.1111111111, 2.33333333333, 2.11111111111, 5.33333333333, 4.88888888889, 163.333333333, 214.333333333, 76.3333333333, 116.222222222, 87.0, 98.1111111111, 10.6666666667, 12.6666666667, 3.0, 2.77777777778, 6.33333333333, 6.44444444444, H
163.333333333, 214.333333333, 76.3333333333, 116.222222222, 87.0, 98.1111111111, 10.6666666667, 12.6666666667, 3.0, 2.77777777778, 6.33333333333, 6.44444444444, 295.333333333, 293.888888889, 184.0, 190.777777778, 111.333333333, 103.111111111, 17.6666666667, 18.1111111111, 2.33333333333, 2.11111111111, 5.33333333333, 4.88888888889, A
346.0, 366.222222222, 224.333333333, 247.0, 121.666666667, 119.222222222, 20.3333333333, 20.6666666667, 1.0, 0.888888888889, 6.33333333333, 4.55555555556, 289.666666667, 277.888888889, 179.333333333, 175.555555556, 110.333333333, 102.333333333, 17.6666666667, 15.3333333333, 2.33333333333, 1.55555555556, 5.33333333333, 6.22222222222, H
289.666666667, 277.888888889, 179.333333333, 175.555555556, 110.333333333, 102.333333333, 17.6666666667, 15.3333333333, 2.33333333333, 1.55555555556, 5.33333333333, 6.22222222222, 346.0, 366.222222222, 224.333333333, 247.0, 121.666666667, 119.222222222, 20.3333333333, 20.6666666667, 1.0, 0.888888888889, 6.33333333333, 4.55555555556, A
367.666666667, 359.333333333, 191.333333333, 219.333333333, 176.333333333, 140.0, 17.0, 19.4444444444, 1.33333333333, 1.55555555556, 5.0, 4.66666666667, 222.333333333, 268.222222222, 142.666666667, 160.555555556, 79.6666666667, 107.666666667, 10.6666666667, 14.4444444444, 1.33333333333, 1.88888888889, 6.33333333333, 6.11111111111, H
222.333333333, 268.222222222, 142.666666667, 160.555555556, 79.6666666667, 107.666666667, 10.6666666667, 14.4444444444, 1.33333333333, 1.88888888889, 6.33333333333, 6.11111111111, 367.666666667, 359.333333333, 191.333333333, 219.333333333, 176.333333333, 140.0, 17.0, 19.4444444444, 1.33333333333, 1.55555555556, 5.0, 4.66666666667, A
274.0, 264.444444444, 176.333333333, 166.555555556, 97.6666666667, 97.8888888889, 12.6666666667, 15.1111111111, 2.0, 1.11111111111, 6.33333333333, 6.66666666667, 286.666666667, 364.666666667, 167.0, 253.444444444, 119.666666667, 111.222222222, 17.0, 20.6666666667, 1.33333333333, 1.88888888889, 5.33333333333, 4.0, H
286.666666667, 364.666666667, 167.0, 253.444444444, 119.666666667, 111.222222222, 17.0, 20.6666666667, 1.33333333333, 1.88888888889, 5.33333333333, 4.0, 274.0, 264.444444444, 176.333333333, 166.555555556, 97.6666666667, 97.8888888889, 12.6666666667, 15.1111111111, 2.0, 1.11111111111, 6.33333333333, 6.66666666667, A
411.0, 369.111111111, 293.666666667, 246.666666667, 117.333333333, 122.444444444, 19.6666666667, 19.6666666667, 2.0, 1.11111111111, 4.33333333333, 4.55555555556, 392.333333333, 337.555555556, 293.0, 244.222222222, 99.3333333333, 93.3333333333, 24.0, 20.6666666667, 2.0, 1.77777777778, 5.33333333333, 5.11111111111, H
392.333333333, 337.555555556, 293.0, 244.222222222, 99.3333333333, 93.3333333333, 24.0, 20.6666666667, 2.0, 1.77777777778, 5.33333333333, 5.11111111111, 411.0, 369.111111111, 293.666666667, 246.666666667, 117.333333333, 122.444444444, 19.6666666667, 19.6666666667, 2.0, 1.11111111111, 4.33333333333, 4.55555555556, A
329.0, 377.666666667, 207.666666667, 238.777777778, 121.333333333, 138.888888889, 18.3333333333, 20.4444444444, 2.66666666667, 1.66666666667, 5.0, 4.0, 382.666666667, 342.777777778, 210.0, 216.666666667, 172.666666667, 126.111111111, 20.3333333333, 20.1111111111, 2.0, 1.77777777778, 2.66666666667, 3.77777777778, H
382.666666667, 342.777777778, 210.0, 216.666666667, 172.666666667, 126.111111111, 20.3333333333, 20.1111111111, 2.0, 1.77777777778, 2.66666666667, 3.77777777778, 329.0, 377.666666667, 207.666666667, 238.777777778, 121.333333333, 138.888888889, 18.3333333333, 20.4444444444, 2.66666666667, 1.66666666667, 5.0, 4.0, A
273.666666667, 276.333333333, 176.333333333, 177.555555556, 97.3333333333, 98.7777777778, 14.3333333333, 15.4444444444, 2.0, 1.77777777778, 7.0, 5.77777777778, 423.666666667, 426.111111111, 279.333333333, 274.0, 144.333333333, 152.111111111, 20.0, 22.2222222222, 3.0, 2.11111111111, 2.66666666667, 3.33333333333, A
423.666666667, 426.111111111, 279.333333333, 274.0, 144.333333333, 152.111111111, 20.0, 22.2222222222, 3.0, 2.11111111111, 2.66666666667, 3.33333333333, 273.666666667, 276.333333333, 176.333333333, 177.555555556, 97.3333333333, 98.7777777778, 14.3333333333, 15.4444444444, 2.0, 1.77777777778, 7.0, 5.77777777778, H
356.0, 303.888888889, 207.333333333, 185.0, 148.666666667, 118.888888889, 19.3333333333, 17.3333333333, 1.33333333333, 1.88888888889, 4.66666666667, 5.22222222222, 406.666666667, 355.222222222, 274.0, 271.0, 132.666666667, 84.2222222222, 24.0, 20.7777777778, 2.33333333333, 2.11111111111, 5.0, 5.66666666667, A
406.666666667, 355.222222222, 274.0, 271.0, 132.666666667, 84.2222222222, 24.0, 20.7777777778, 2.33333333333, 2.11111111111, 5.0, 5.66666666667, 356.0, 303.888888889, 207.333333333, 185.0, 148.666666667, 118.888888889, 19.3333333333, 17.3333333333, 1.33333333333, 1.88888888889, 4.66666666667, 5.22222222222, H
249.0, 328.777777778, 178.0, 216.666666667, 71.0, 112.111111111, 14.3333333333, 18.1111111111, 2.0, 1.22222222222, 6.33333333333, 5.11111111111, 301.0, 334.888888889, 216.666666667, 259.777777778, 84.3333333333, 75.1111111111, 20.0, 19.1111111111, 1.33333333333, 1.22222222222, 4.0, 3.77777777778, A
301.0, 334.888888889, 216.666666667, 259.777777778, 84.3333333333, 75.1111111111, 20.0, 19.1111111111, 1.33333333333, 1.22222222222, 4.0, 3.77777777778, 249.0, 328.777777778, 178.0, 216.666666667, 71.0, 112.111111111, 14.3333333333, 18.1111111111, 2.0, 1.22222222222, 6.33333333333, 5.11111111111, H
441.0, 416.777777778, 331.333333333, 302.666666667, 109.666666667, 114.111111111, 21.3333333333, 23.6666666667, 1.66666666667, 1.0, 4.33333333333, 3.44444444444, 382.333333333, 339.888888889, 198.0, 169.777777778, 184.333333333, 170.111111111, 22.6666666667, 18.4444444444, 1.33333333333, 2.0, 4.0, 5.0, H
382.333333333, 339.888888889, 198.0, 169.777777778, 184.333333333, 170.111111111, 22.6666666667, 18.4444444444, 1.33333333333, 2.0, 4.0, 5.0, 441.0, 416.777777778, 331.333333333, 302.666666667, 109.666666667, 114.111111111, 21.3333333333, 23.6666666667, 1.66666666667, 1.0, 4.33333333333, 3.44444444444, A
238.333333333, 222.0, 105.0, 118.555555556, 133.333333333, 103.444444444, 12.3333333333, 12.1111111111, 2.33333333333, 2.33333333333, 6.66666666667, 6.33333333333, 345.0, 334.222222222, 204.333333333, 211.888888889, 140.666666667, 122.333333333, 21.3333333333, 19.4444444444, 0.333333333333, 1.33333333333, 3.33333333333, 5.11111111111, H
345.0, 334.222222222, 204.333333333, 211.888888889, 140.666666667, 122.333333333, 21.3333333333, 19.4444444444, 0.333333333333, 1.33333333333, 3.33333333333, 5.11111111111, 238.333333333, 222.0, 105.0, 118.555555556, 133.333333333, 103.444444444, 12.3333333333, 12.1111111111, 2.33333333333, 2.33333333333, 6.66666666667, 6.33333333333, A
378.666666667, 334.333333333, 284.333333333, 249.222222222, 94.3333333333, 85.1111111111, 19.6666666667, 17.5555555556, 2.33333333333, 2.22222222222, 4.33333333333, 4.22222222222, 383.333333333, 352.222222222, 284.0, 249.333333333, 99.3333333333, 102.888888889, 20.0, 18.0, 1.66666666667, 1.33333333333, 3.33333333333, 4.77777777778, A
383.333333333, 352.222222222, 284.0, 249.333333333, 99.3333333333, 102.888888889, 20.0, 18.0, 1.66666666667, 1.33333333333, 3.33333333333, 4.77777777778, 378.666666667, 334.333333333, 284.333333333, 249.222222222, 94.3333333333, 85.1111111111, 19.6666666667, 17.5555555556, 2.33333333333, 2.22222222222, 4.33333333333, 4.22222222222, H
385.666666667, 374.888888889, 266.666666667, 283.666666667, 119.0, 91.2222222222, 21.3333333333, 20.2222222222, 2.33333333333, 1.77777777778, 3.33333333333, 4.77777777778, 374.333333333, 332.0, 166.0, 170.222222222, 208.333333333, 161.777777778, 18.0, 16.4444444444, 0.333333333333, 2.11111111111, 4.0, 4.88888888889, A
374.333333333, 332.0, 166.0, 170.222222222, 208.333333333, 161.777777778, 18.0, 16.4444444444, 0.333333333333, 2.11111111111, 4.0, 4.88888888889, 385.666666667, 374.888888889, 266.666666667, 283.666666667, 119.0, 91.2222222222, 21.3333333333, 20.2222222222, 2.33333333333, 1.77777777778, 3.33333333333, 4.77777777778, H
356.666666667, 311.8, 268.666666667, 213.3, 88.0, 98.5, 20.6666666667, 18.9, 2.66666666667, 2.1, 4.0, 4.7, 390.333333333, 378.0, 246.0, 254.9, 144.333333333, 123.1, 22.0, 21.2, 1.0, 0.8, 6.33333333333, 4.6, A
390.333333333, 378.0, 246.0, 254.9, 144.333333333, 123.1, 22.0, 21.2, 1.0, 0.8, 6.33333333333, 4.6, 356.666666667, 311.8, 268.666666667, 213.3, 88.0, 98.5, 20.6666666667, 18.9, 2.66666666667, 2.1, 4.0, 4.7, H
313.666666667, 381.9, 217.0, 249.6, 96.6666666667, 132.3, 17.3333333333, 20.1, 2.0, 1.6, 5.66666666667, 4.7, 242.333333333, 227.3, 118.0, 125.0, 124.333333333, 102.3, 13.3333333333, 12.5, 2.0, 2.4, 6.33333333333, 6.1, H
242.333333333, 227.3, 118.0, 125.0, 124.333333333, 102.3, 13.3333333333, 12.5, 2.0, 2.4, 6.33333333333, 6.1, 313.666666667, 381.9, 217.0, 249.6, 96.6666666667, 132.3, 17.3333333333, 20.1, 2.0, 1.6, 5.66666666667, 4.7, A
272.666666667, 323.0, 185.333333333, 210.6, 87.3333333333, 112.4, 13.3333333333, 17.7, 2.66666666667, 1.4, 4.66666666667, 4.9, 372.0, 385.5, 257.0, 251.7, 115.0, 133.8, 22.0, 21.0, 1.66666666667, 1.6, 3.66666666667, 3.9, H
372.0, 385.5, 257.0, 251.7, 115.0, 133.8, 22.0, 21.0, 1.66666666667, 1.6, 3.66666666667, 3.9, 272.666666667, 323.0, 185.333333333, 210.6, 87.3333333333, 112.4, 13.3333333333, 17.7, 2.66666666667, 1.4, 4.66666666667, 4.9, A
352.666666667, 343.7, 203.666666667, 221.2, 149.0, 122.5, 22.3333333333, 20.8, 1.33333333333, 1.7, 2.33333333333, 3.6, 266.666666667, 270.6, 159.333333333, 169.8, 107.333333333, 100.8, 15.6666666667, 15.3, 2.33333333333, 2.0, 5.66666666667, 5.7, H
266.666666667, 270.6, 159.333333333, 169.8, 107.333333333, 100.8, 15.6666666667, 15.3, 2.33333333333, 2.0, 5.66666666667, 5.7, 352.666666667, 343.7, 203.666666667, 221.2, 149.0, 122.5, 22.3333333333, 20.8, 1.33333333333, 1.7, 2.33333333333, 3.6, A
281.0, 275.7, 201.333333333, 173.5, 79.6666666667, 102.2, 12.3333333333, 14.4, 2.33333333333, 2.0, 5.0, 5.9, 344.666666667, 317.2, 182.666666667, 161.2, 162.0, 156.0, 20.3333333333, 19.8, 0.666666666667, 1.3, 5.66666666667, 4.9, H
344.666666667, 317.2, 182.666666667, 161.2, 162.0, 156.0, 20.3333333333, 19.8, 0.666666666667, 1.3, 5.66666666667, 4.9, 281.0, 275.7, 201.333333333, 173.5, 79.6666666667, 102.2, 12.3333333333, 14.4, 2.33333333333, 2.0, 5.0, 5.9, A
311.666666667, 335.6, 183.666666667, 207.8, 128.0, 127.8, 19.0, 19.8, 1.66666666667, 1.6, 4.33333333333, 5.0, 263.333333333, 236.8, 152.0, 135.4, 111.333333333, 101.4, 14.0, 13.6, 2.33333333333, 2.5, 7.0, 6.4, H
263.333333333, 236.8, 152.0, 135.4, 111.333333333, 101.4, 14.0, 13.6, 2.33333333333, 2.5, 7.0, 6.4, 311.666666667, 335.6, 183.666666667, 207.8, 128.0, 127.8, 19.0, 19.8, 1.66666666667, 1.6, 4.33333333333, 5.0, A
387.0, 371.4, 279.0, 283.6, 108.0, 87.8, 21.0, 19.9, 2.0, 1.6, 3.33333333333, 4.8, 386.666666667, 398.5, 307.0, 313.5, 79.6666666667, 85.0, 24.0, 22.0, 2.33333333333, 1.3, 4.33333333333, 3.9, A
386.666666667, 398.5, 307.0, 313.5, 79.6666666667, 85.0, 24.0, 22.0, 2.33333333333, 1.3, 4.33333333333, 3.9, 387.0, 371.4, 279.0, 283.6, 108.0, 87.8, 21.0, 19.9, 2.0, 1.6, 3.33333333333, 4.8, H
426.0, 375.3, 285.0, 249.1, 141.0, 126.2, 22.0, 20.5, 1.33333333333, 1.0, 4.0, 4.6, 350.333333333, 329.3, 270.666666667, 240.1, 79.6666666667, 89.2, 17.6666666667, 17.2, 2.33333333333, 2.1, 4.66666666667, 4.4, H
350.333333333, 329.3, 270.666666667, 240.1, 79.6666666667, 89.2, 17.6666666667, 17.2, 2.33333333333, 2.1, 4.66666666667, 4.4, 426.0, 375.3, 285.0, 249.1, 141.0, 126.2, 22.0, 20.5, 1.33333333333, 1.0, 4.0, 4.6, A
