@RELATION nflpredictor

@ATTRIBUTE homeTotalYdsLast3 real
@ATTRIBUTE homeTotalYdsSeason real
@ATTRIBUTE homePassYdsLast3 real
@ATTRIBUTE homePassYdsSeason real
@ATTRIBUTE homeRushYdsLast3 real
@ATTRIBUTE homeRushYdsSeason real
@ATTRIBUTE homeFirstDownsLast3 real
@ATTRIBUTE homeFirstDownsSeaon real
@ATTRIBUTE homeTurnoversLast3 real
@ATTRIBUTE homeTurnoversSeason real
@ATTRIBUTE homePuntsLast3 real
@ATTRIBUTE homePuntsSeason real
@ATTRIBUTE awayTotalYdsLast3 real
@ATTRIBUTE awayTotalYdsSeason real
@ATTRIBUTE awayPassYdsLast3 real
@ATTRIBUTE awayPassYdsSeason real
@ATTRIBUTE awayRushYdsLast3 real
@ATTRIBUTE awayRushYdsSeason real
@ATTRIBUTE awayFirstDownsLast3 real
@ATTRIBUTE awayFirstDownsSeason real
@ATTRIBUTE awayTurnoversLast3 real
@ATTRIBUTE awayTurnoversSeason real
@ATTRIBUTE awayPuntsLast3 real
@ATTRIBUTE awayPuntsSeason real
@ATTRIBUTE winner {H,A}

@Data
432.0, 434.6, 313.0, 319.2, 119.0, 115.4, 23.0, 23.2, 2.33333333333, 2.2, 4.0, 4.2, 366.666666667, 348.6, 240.0, 246.2, 126.666666667, 102.4, 22.3333333333, 23.0, 2.33333333333, 2.0, 3.0, 3.8, A
366.666666667, 348.6, 240.0, 246.2, 126.666666667, 102.4, 22.3333333333, 23.0, 2.33333333333, 2.0, 3.0, 3.8, 432.0, 434.6, 313.0, 319.2, 119.0, 115.4, 23.0, 23.2, 2.33333333333, 2.2, 4.0, 4.2, H
317.0, 325.2, 239.666666667, 217.6, 77.3333333333, 107.6, 18.0, 16.4, 1.0, 0.8, 7.33333333333, 6.2, 364.0, 339.8, 240.333333333, 217.8, 123.666666667, 122.0, 21.3333333333, 20.0, 1.0, 1.0, 4.66666666667, 5.0, A
364.0, 339.8, 240.333333333, 217.8, 123.666666667, 122.0, 21.3333333333, 20.0, 1.0, 1.0, 4.66666666667, 5.0, 317.0, 325.2, 239.666666667, 217.6, 77.3333333333, 107.6, 18.0, 16.4, 1.0, 0.8, 7.33333333333, 6.2, H
364.0, 368.0, 242.333333333, 257.0, 121.666666667, 111.0, 21.0, 19.75, 1.33333333333, 1.0, 4.0, 4.0, 328.333333333, 326.4, 262.0, 251.6, 66.3333333333, 74.8, 20.6666666667, 20.2, 2.0, 1.2, 4.33333333333, 5.0, A
328.333333333, 326.4, 262.0, 251.6, 66.3333333333, 74.8, 20.6666666667, 20.2, 2.0, 1.2, 4.33333333333, 5.0, 364.0, 368.0, 242.333333333, 257.0, 121.666666667, 111.0, 21.0, 19.75, 1.33333333333, 1.0, 4.0, 4.0, H
386.333333333, 387.0, 257.0, 244.25, 129.333333333, 142.75, 23.0, 23.0, 0.333333333333, 0.25, 4.0, 4.75, 405.333333333, 401.4, 252.0, 264.2, 153.333333333, 137.2, 23.6666666667, 22.4, 0.666666666667, 1.2, 4.0, 4.4, H
405.333333333, 401.4, 252.0, 264.2, 153.333333333, 137.2, 23.6666666667, 22.4, 0.666666666667, 1.2, 4.0, 4.4, 386.333333333, 387.0, 257.0, 244.25, 129.333333333, 142.75, 23.0, 23.0, 0.333333333333, 0.25, 4.0, 4.75, A
352.333333333, 354.25, 226.333333333, 212.0, 126.0, 142.25, 21.6666666667, 22.5, 1.66666666667, 2.0, 5.0, 4.25, 300.333333333, 309.2, 204.333333333, 219.6, 96.0, 89.6, 16.6666666667, 18.8, 0.666666666667, 0.8, 3.66666666667, 3.8, A
300.333333333, 309.2, 204.333333333, 219.6, 96.0, 89.6, 16.6666666667, 18.8, 0.666666666667, 0.8, 3.66666666667, 3.8, 352.333333333, 354.25, 226.333333333, 212.0, 126.0, 142.25, 21.6666666667, 22.5, 1.66666666667, 2.0, 5.0, 4.25, H
368.0, 333.4, 231.0, 203.2, 137.0, 130.2, 19.6666666667, 18.8, 1.0, 1.4, 4.33333333333, 4.6, 325.333333333, 343.2, 234.666666667, 259.6, 90.6666666667, 83.6, 17.0, 18.4, 1.66666666667, 1.6, 5.0, 4.4, A
325.333333333, 343.2, 234.666666667, 259.6, 90.6666666667, 83.6, 17.0, 18.4, 1.66666666667, 1.6, 5.0, 4.4, 368.0, 333.4, 231.0, 203.2, 137.0, 130.2, 19.6666666667, 18.8, 1.0, 1.4, 4.33333333333, 4.6, H
300.333333333, 323.0, 188.0, 184.0, 112.333333333, 139.0, 16.3333333333, 17.6, 2.33333333333, 2.0, 5.66666666667, 5.4, 408.333333333, 396.5, 336.333333333, 317.0, 72.0, 79.5, 21.0, 21.75, 1.33333333333, 1.0, 5.0, 5.0, A
408.333333333, 396.5, 336.333333333, 317.0, 72.0, 79.5, 21.0, 21.75, 1.33333333333, 1.0, 5.0, 5.0, 300.333333333, 323.0, 188.0, 184.0, 112.333333333, 139.0, 16.3333333333, 17.6, 2.33333333333, 2.0, 5.66666666667, 5.4, H
293.666666667, 295.4, 229.333333333, 205.0, 64.3333333333, 90.4, 17.0, 17.2, 2.33333333333, 2.2, 4.66666666667, 4.2, 372.666666667, 372.2, 247.0, 247.2, 125.666666667, 125.0, 21.0, 22.8, 1.33333333333, 1.2, 3.0, 3.0, A
372.666666667, 372.2, 247.0, 247.2, 125.666666667, 125.0, 21.0, 22.8, 1.33333333333, 1.2, 3.0, 3.0, 293.666666667, 295.4, 229.333333333, 205.0, 64.3333333333, 90.4, 17.0, 17.2, 2.33333333333, 2.2, 4.66666666667, 4.2, H
332.333333333, 343.2, 204.666666667, 217.8, 127.666666667, 125.4, 20.0, 19.4, 1.66666666667, 1.4, 5.0, 5.2, 302.0, 272.0, 220.0, 205.0, 82.0, 67.0, 17.0, 15.4, 2.66666666667, 2.0, 4.0, 5.6, H
302.0, 272.0, 220.0, 205.0, 82.0, 67.0, 17.0, 15.4, 2.66666666667, 2.0, 4.0, 5.6, 332.333333333, 343.2, 204.666666667, 217.8, 127.666666667, 125.4, 20.0, 19.4, 1.66666666667, 1.4, 5.0, 5.2, A
307.333333333, 270.0, 233.666666667, 208.5, 73.6666666667, 61.5, 17.6666666667, 16.0, 3.0, 2.25, 4.66666666667, 5.75, 394.0, 370.0, 297.666666667, 281.4, 96.3333333333, 88.6, 20.0, 20.2, 0.333333333333, 0.4, 4.66666666667, 4.6, A
394.0, 370.0, 297.666666667, 281.4, 96.3333333333, 88.6, 20.0, 20.2, 0.333333333333, 0.4, 4.66666666667, 4.6, 307.333333333, 270.0, 233.666666667, 208.5, 73.6666666667, 61.5, 17.6666666667, 16.0, 3.0, 2.25, 4.66666666667, 5.75, H
273.0, 305.5, 191.333333333, 217.0, 81.6666666667, 88.5, 18.0, 19.0, 0.333333333333, 0.75, 5.33333333333, 5.25, 380.333333333, 392.4, 315.0, 288.8, 65.3333333333, 103.6, 19.3333333333, 22.0, 2.33333333333, 1.8, 5.0, 5.0, H
380.333333333, 392.4, 315.0, 288.8, 65.3333333333, 103.6, 19.3333333333, 22.0, 2.33333333333, 1.8, 5.0, 5.0, 273.0, 305.5, 191.333333333, 217.0, 81.6666666667, 88.5, 18.0, 19.0, 0.333333333333, 0.75, 5.33333333333, 5.25, A
358.333333333, 368.25, 204.333333333, 201.0, 154.0, 167.25, 20.0, 21.25, 0.666666666667, 0.75, 5.33333333333, 4.5, 413.666666667, 398.2, 262.666666667, 238.2, 151.0, 160.0, 22.3333333333, 23.8, 1.66666666667, 2.0, 3.33333333333, 3.2, A
413.666666667, 398.2, 262.666666667, 238.2, 151.0, 160.0, 22.3333333333, 23.8, 1.66666666667, 2.0, 3.33333333333, 3.2, 358.333333333, 368.25, 204.333333333, 201.0, 154.0, 167.25, 20.0, 21.25, 0.666666666667, 0.75, 5.33333333333, 4.5, H
314.666666667, 364.4, 241.0, 265.8, 73.6666666667, 98.6, 18.3333333333, 20.6, 2.66666666667, 2.4, 4.66666666667, 4.8, 395.0, 344.6, 238.0, 223.6, 157.0, 121.0, 26.3333333333, 23.8, 1.33333333333, 2.0, 4.0, 4.2, H
395.0, 344.6, 238.0, 223.6, 157.0, 121.0, 26.3333333333, 23.8, 1.33333333333, 2.0, 4.0, 4.2, 314.666666667, 364.4, 241.0, 265.8, 73.6666666667, 98.6, 18.3333333333, 20.6, 2.66666666667, 2.4, 4.66666666667, 4.8, A
417.666666667, 392.75, 296.0, 283.5, 121.666666667, 109.25, 25.0, 22.5, 2.33333333333, 2.25, 2.66666666667, 3.5, 360.666666667, 351.8, 203.666666667, 207.0, 157.0, 144.8, 20.6666666667, 20.0, 0.333333333333, 1.0, 4.0, 3.4, A
360.666666667, 351.8, 203.666666667, 207.0, 157.0, 144.8, 20.6666666667, 20.0, 0.333333333333, 1.0, 4.0, 3.4, 417.666666667, 392.75, 296.0, 283.5, 121.666666667, 109.25, 25.0, 22.5, 2.33333333333, 2.25, 2.66666666667, 3.5, H
397.0, 349.166666667, 282.0, 239.166666667, 115.0, 110.0, 21.6666666667, 20.3333333333, 1.0, 0.833333333333, 4.33333333333, 4.83333333333, 230.333333333, 303.166666667, 145.666666667, 182.166666667, 84.6666666667, 121.0, 14.3333333333, 17.1666666667, 2.0, 2.0, 7.0, 5.66666666667, H
230.333333333, 303.166666667, 145.666666667, 182.166666667, 84.6666666667, 121.0, 14.3333333333, 17.1666666667, 2.0, 2.0, 7.0, 5.66666666667, 397.0, 349.166666667, 282.0, 239.166666667, 115.0, 110.0, 21.6666666667, 20.3333333333, 1.0, 0.833333333333, 4.33333333333, 4.83333333333, A
405.333333333, 389.333333333, 276.666666667, 257.0, 128.666666667, 132.333333333, 21.0, 22.8333333333, 1.33333333333, 1.16666666667, 2.66666666667, 2.83333333333, 365.0, 410.0, 280.0, 306.833333333, 85.0, 103.166666667, 18.3333333333, 21.3333333333, 1.33333333333, 2.0, 5.0, 4.33333333333, H
365.0, 410.0, 280.0, 306.833333333, 85.0, 103.166666667, 18.3333333333, 21.3333333333, 1.33333333333, 2.0, 5.0, 4.33333333333, 405.333333333, 389.333333333, 276.666666667, 257.0, 128.666666667, 132.333333333, 21.0, 22.8333333333, 1.33333333333, 1.16666666667, 2.66666666667, 2.83333333333, A
331.666666667, 327.0, 260.666666667, 226.0, 71.0, 101.0, 18.3333333333, 16.8333333333, 2.0, 1.16666666667, 7.33333333333, 6.0, 356.333333333, 313.166666667, 216.0, 193.166666667, 140.333333333, 120.0, 20.3333333333, 18.1666666667, 2.0, 1.66666666667, 5.33333333333, 5.0, H
356.333333333, 313.166666667, 216.0, 193.166666667, 140.333333333, 120.0, 20.3333333333, 18.1666666667, 2.0, 1.66666666667, 5.33333333333, 5.0, 331.666666667, 327.0, 260.666666667, 226.0, 71.0, 101.0, 18.3333333333, 16.8333333333, 2.0, 1.16666666667, 7.33333333333, 6.0, A
440.333333333, 370.166666667, 297.0, 266.5, 143.333333333, 103.666666667, 24.3333333333, 23.0, 2.0, 1.66666666667, 3.0, 4.0, 373.0, 353.8, 236.333333333, 217.6, 136.666666667, 136.2, 20.3333333333, 21.8, 2.0, 2.2, 4.0, 4.0, A
373.0, 353.8, 236.333333333, 217.6, 136.666666667, 136.2, 20.3333333333, 21.8, 2.0, 2.2, 4.0, 4.0, 440.333333333, 370.166666667, 297.0, 266.5, 143.333333333, 103.666666667, 24.3333333333, 23.0, 2.0, 1.66666666667, 3.0, 4.0, H
292.666666667, 328.5, 207.0, 242.166666667, 85.6666666667, 86.3333333333, 16.0, 18.3333333333, 0.666666666667, 1.33333333333, 6.66666666667, 4.83333333333, 448.333333333, 442.8, 331.0, 309.8, 117.333333333, 133.0, 27.0, 27.4, 2.0, 2.0, 2.66666666667, 3.0, H
448.333333333, 442.8, 331.0, 309.8, 117.333333333, 133.0, 27.0, 27.4, 2.0, 2.0, 2.66666666667, 3.0, 292.666666667, 328.5, 207.0, 242.166666667, 85.6666666667, 86.3333333333, 16.0, 18.3333333333, 0.666666666667, 1.33333333333, 6.66666666667, 4.83333333333, A
349.0, 319.166666667, 238.0, 224.333333333, 111.0, 94.8333333333, 21.0, 20.1666666667, 0.333333333333, 0.666666666667, 3.66666666667, 4.0, 355.666666667, 343.833333333, 254.333333333, 257.0, 101.333333333, 86.8333333333, 23.6666666667, 21.6666666667, 1.66666666667, 1.16666666667, 3.33333333333, 4.33333333333, H
355.666666667, 343.833333333, 254.333333333, 257.0, 101.333333333, 86.8333333333, 23.6666666667, 21.6666666667, 1.66666666667, 1.16666666667, 3.33333333333, 4.33333333333, 349.0, 319.166666667, 238.0, 224.333333333, 111.0, 94.8333333333, 21.0, 20.1666666667, 0.333333333333, 0.666666666667, 3.66666666667, 4.0, A
458.666666667, 442.333333333, 353.666666667, 328.666666667, 105.0, 113.666666667, 28.0, 26.6666666667, 2.33333333333, 1.83333333333, 3.66666666667, 3.5, 377.666666667, 397.0, 248.333333333, 269.6, 129.333333333, 127.4, 23.6666666667, 21.6, 2.0, 1.2, 3.0, 3.4, H
377.666666667, 397.0, 248.333333333, 269.6, 129.333333333, 127.4, 23.6666666667, 21.6, 2.0, 1.2, 3.0, 3.4, 458.666666667, 442.333333333, 353.666666667, 328.666666667, 105.0, 113.666666667, 28.0, 26.6666666667, 2.33333333333, 1.83333333333, 3.66666666667, 3.5, A
313.666666667, 289.833333333, 239.333333333, 220.333333333, 74.3333333333, 69.5, 20.0, 17.3333333333, 2.33333333333, 2.0, 4.33333333333, 5.66666666667, 401.0, 383.2, 259.666666667, 237.4, 141.333333333, 145.8, 21.6666666667, 22.2, 0.666666666667, 0.4, 4.33333333333, 5.0, H
401.0, 383.2, 259.666666667, 237.4, 141.333333333, 145.8, 21.6666666667, 22.2, 0.666666666667, 0.4, 4.33333333333, 5.0, 313.666666667, 289.833333333, 239.333333333, 220.333333333, 74.3333333333, 69.5, 20.0, 17.3333333333, 2.33333333333, 2.0, 4.33333333333, 5.66666666667, A
407.666666667, 376.0, 294.666666667, 270.0, 113.0, 106.0, 24.6666666667, 21.8, 2.33333333333, 2.0, 4.66666666667, 4.4, 331.0, 335.8, 186.333333333, 186.0, 144.666666667, 149.8, 18.3333333333, 18.8, 0.666666666667, 0.8, 5.33333333333, 4.4, H
331.0, 335.8, 186.333333333, 186.0, 144.666666667, 149.8, 18.3333333333, 18.8, 0.666666666667, 0.8, 5.33333333333, 4.4, 407.666666667, 376.0, 294.666666667, 270.0, 113.0, 106.0, 24.6666666667, 21.8, 2.33333333333, 2.0, 4.66666666667, 4.4, A
345.666666667, 394.833333333, 284.333333333, 296.5, 61.3333333333, 98.3333333333, 17.3333333333, 21.8333333333, 3.33333333333, 2.16666666667, 5.66666666667, 5.0, 320.333333333, 334.333333333, 219.0, 218.166666667, 101.333333333, 116.166666667, 17.3333333333, 18.5, 1.0, 1.16666666667, 5.33333333333, 5.16666666667, H
320.333333333, 334.333333333, 219.0, 218.166666667, 101.333333333, 116.166666667, 17.3333333333, 18.5, 1.0, 1.16666666667, 5.33333333333, 5.16666666667, 345.666666667, 394.833333333, 284.333333333, 296.5, 61.3333333333, 98.3333333333, 17.3333333333, 21.8333333333, 3.33333333333, 2.16666666667, 5.66666666667, 5.0, A
423.0, 378.833333333, 316.333333333, 285.666666667, 106.666666667, 93.1666666667, 21.3333333333, 20.8333333333, 0.333333333333, 0.333333333333, 3.66666666667, 4.33333333333, 350.0, 335.0, 193.0, 200.8, 157.0, 134.2, 21.0, 21.2, 1.0, 1.2, 4.33333333333, 4.0, A
350.0, 335.0, 193.0, 200.8, 157.0, 134.2, 21.0, 21.2, 1.0, 1.2, 4.33333333333, 4.0, 423.0, 378.833333333, 316.333333333, 285.666666667, 106.666666667, 93.1666666667, 21.3333333333, 20.8333333333, 0.333333333333, 0.333333333333, 3.66666666667, 4.33333333333, H
434.0, 398.666666667, 270.0, 238.333333333, 164.0, 160.333333333, 23.6666666667, 23.6666666667, 1.66666666667, 2.0, 3.66666666667, 3.16666666667, 339.666666667, 329.333333333, 218.666666667, 214.333333333, 121.0, 115.0, 21.6666666667, 21.8333333333, 1.33333333333, 1.83333333333, 6.0, 5.16666666667, H
339.666666667, 329.333333333, 218.666666667, 214.333333333, 121.0, 115.0, 21.6666666667, 21.8333333333, 1.33333333333, 1.83333333333, 6.0, 5.16666666667, 434.0, 398.666666667, 270.0, 238.333333333, 164.0, 160.333333333, 23.6666666667, 23.6666666667, 1.66666666667, 2.0, 3.66666666667, 3.16666666667, A
318.333333333, 295.4, 240.333333333, 223.4, 78.0, 72.0, 16.3333333333, 16.4, 2.0, 2.0, 5.0, 5.4, 290.0, 307.8, 225.0, 222.2, 65.0, 85.6, 17.3333333333, 19.0, 0.333333333333, 0.6, 6.33333333333, 5.6, A
290.0, 307.8, 225.0, 222.2, 65.0, 85.6, 17.3333333333, 19.0, 0.333333333333, 0.6, 6.33333333333, 5.6, 318.333333333, 295.4, 240.333333333, 223.4, 78.0, 72.0, 16.3333333333, 16.4, 2.0, 2.0, 5.0, 5.4, H
419.666666667, 389.0, 331.0, 297.8, 88.6666666667, 91.2, 21.6666666667, 21.6, 1.33333333333, 0.8, 6.66666666667, 5.6, 398.666666667, 365.166666667, 239.333333333, 229.666666667, 159.333333333, 135.5, 19.6666666667, 19.5, 0.666666666667, 1.0, 4.33333333333, 3.66666666667, H
398.666666667, 365.166666667, 239.333333333, 229.666666667, 159.333333333, 135.5, 19.6666666667, 19.5, 0.666666666667, 1.0, 4.33333333333, 3.66666666667, 419.666666667, 389.0, 331.0, 297.8, 88.6666666667, 91.2, 21.6666666667, 21.6, 1.33333333333, 0.8, 6.66666666667, 5.6, A
373.666666667, 394.333333333, 262.333333333, 257.0, 111.333333333, 137.333333333, 23.0, 22.3333333333, 1.0, 1.16666666667, 5.33333333333, 4.83333333333, 321.0, 336.166666667, 204.666666667, 207.666666667, 116.333333333, 128.5, 17.3333333333, 18.0, 2.0, 1.66666666667, 5.66666666667, 5.0, H
321.0, 336.166666667, 204.666666667, 207.666666667, 116.333333333, 128.5, 17.3333333333, 18.0, 2.0, 1.66666666667, 5.66666666667, 5.0, 373.666666667, 394.333333333, 262.333333333, 257.0, 111.333333333, 137.333333333, 23.0, 22.3333333333, 1.0, 1.16666666667, 5.33333333333, 4.83333333333, A
448.666666667, 394.0, 333.666666667, 298.833333333, 115.0, 95.1666666667, 22.6666666667, 21.8333333333, 0.666666666667, 0.666666666667, 5.33333333333, 5.33333333333, 371.0, 360.571428571, 255.333333333, 270.857142857, 115.666666667, 89.7142857143, 21.3333333333, 20.5714285714, 0.666666666667, 0.428571428571, 4.33333333333, 4.42857142857, H
371.0, 360.571428571, 255.333333333, 270.857142857, 115.666666667, 89.7142857143, 21.3333333333, 20.5714285714, 0.666666666667, 0.428571428571, 4.33333333333, 4.42857142857, 448.666666667, 394.0, 333.666666667, 298.833333333, 115.0, 95.1666666667, 22.6666666667, 21.8333333333, 0.666666666667, 0.666666666667, 5.33333333333, 5.33333333333, A
312.666666667, 387.714285714, 246.0, 289.571428571, 66.6666666667, 98.1428571429, 16.0, 20.5714285714, 1.0, 1.85714285714, 5.0, 4.42857142857, 287.333333333, 330.714285714, 211.333333333, 248.285714286, 76.0, 82.4285714286, 17.3333333333, 18.7142857143, 1.33333333333, 1.42857142857, 6.33333333333, 4.85714285714, A
287.333333333, 330.714285714, 211.333333333, 248.285714286, 76.0, 82.4285714286, 17.3333333333, 18.7142857143, 1.33333333333, 1.42857142857, 6.33333333333, 4.85714285714, 312.666666667, 387.714285714, 246.0, 289.571428571, 66.6666666667, 98.1428571429, 16.0, 20.5714285714, 1.0, 1.85714285714, 5.0, 4.42857142857, H
361.0, 342.0, 246.0, 252.142857143, 115.0, 89.8571428571, 24.6666666667, 21.8571428571, 1.66666666667, 1.14285714286, 4.33333333333, 4.71428571429, 357.333333333, 357.0, 198.666666667, 203.666666667, 158.666666667, 153.333333333, 18.0, 19.8333333333, 0.333333333333, 0.666666666667, 4.66666666667, 4.33333333333, A
357.333333333, 357.0, 198.666666667, 203.666666667, 158.666666667, 153.333333333, 18.0, 19.8333333333, 0.333333333333, 0.666666666667, 4.66666666667, 4.33333333333, 361.0, 342.0, 246.0, 252.142857143, 115.0, 89.8571428571, 24.6666666667, 21.8571428571, 1.66666666667, 1.14285714286, 4.33333333333, 4.71428571429, H
322.666666667, 353.333333333, 221.333333333, 241.833333333, 101.333333333, 111.5, 18.0, 19.3333333333, 1.66666666667, 1.0, 5.33333333333, 4.66666666667, 377.666666667, 386.714285714, 250.333333333, 255.714285714, 127.333333333, 131.0, 20.3333333333, 22.8571428571, 2.33333333333, 1.42857142857, 3.66666666667, 3.0, H
377.666666667, 386.714285714, 250.333333333, 255.714285714, 127.333333333, 131.0, 20.3333333333, 22.8571428571, 2.33333333333, 1.42857142857, 3.66666666667, 3.0, 322.666666667, 353.333333333, 221.333333333, 241.833333333, 101.333333333, 111.5, 18.0, 19.3333333333, 1.66666666667, 1.0, 5.33333333333, 4.66666666667, A
320.0, 296.714285714, 211.666666667, 210.428571429, 108.333333333, 86.2857142857, 19.6666666667, 17.7142857143, 2.33333333333, 2.14285714286, 6.33333333333, 6.0, 393.333333333, 360.333333333, 258.0, 224.0, 135.333333333, 136.333333333, 22.3333333333, 22.1666666667, 2.0, 1.83333333333, 2.33333333333, 3.66666666667, A
393.333333333, 360.333333333, 258.0, 224.0, 135.333333333, 136.333333333, 22.3333333333, 22.1666666667, 2.0, 1.83333333333, 2.33333333333, 3.66666666667, 320.0, 296.714285714, 211.666666667, 210.428571429, 108.333333333, 86.2857142857, 19.6666666667, 17.7142857143, 2.33333333333, 2.14285714286, 6.33333333333, 6.0, H
357.666666667, 340.0, 207.333333333, 202.5, 150.333333333, 137.5, 20.6666666667, 21.3333333333, 0.333333333333, 1.0, 4.0, 4.0, 349.0, 358.666666667, 242.333333333, 253.333333333, 106.666666667, 105.333333333, 22.0, 21.1666666667, 1.33333333333, 1.66666666667, 5.33333333333, 4.16666666667, H
349.0, 358.666666667, 242.333333333, 253.333333333, 106.666666667, 105.333333333, 22.0, 21.1666666667, 1.33333333333, 1.66666666667, 5.33333333333, 4.16666666667, 357.666666667, 340.0, 207.333333333, 202.5, 150.333333333, 137.5, 20.6666666667, 21.3333333333, 0.333333333333, 1.0, 4.0, 4.0, A
408.0, 345.428571429, 297.0, 242.142857143, 111.0, 103.285714286, 22.6666666667, 19.7142857143, 0.0, 0.714285714286, 4.0, 4.85714285714, 349.666666667, 349.285714286, 267.333333333, 253.0, 82.3333333333, 96.2857142857, 18.0, 21.7142857143, 2.33333333333, 1.85714285714, 4.0, 3.85714285714, H
349.666666667, 349.285714286, 267.333333333, 253.0, 82.3333333333, 96.2857142857, 18.0, 21.7142857143, 2.33333333333, 1.85714285714, 4.0, 3.85714285714, 408.0, 345.428571429, 297.0, 242.142857143, 111.0, 103.285714286, 22.6666666667, 19.7142857143, 0.0, 0.714285714286, 4.0, 4.85714285714, A
259.333333333, 320.285714286, 146.0, 185.428571429, 113.333333333, 134.857142857, 18.0, 18.7142857143, 1.33333333333, 1.71428571429, 6.0, 5.28571428571, 350.666666667, 333.571428571, 272.333333333, 230.142857143, 78.3333333333, 103.428571429, 20.0, 17.5714285714, 2.66666666667, 1.57142857143, 6.0, 5.85714285714, A
350.666666667, 333.571428571, 272.333333333, 230.142857143, 78.3333333333, 103.428571429, 20.0, 17.5714285714, 2.66666666667, 1.57142857143, 6.0, 5.85714285714, 259.333333333, 320.285714286, 146.0, 185.428571429, 113.333333333, 134.857142857, 18.0, 18.7142857143, 1.33333333333, 1.71428571429, 6.0, 5.28571428571, H
342.666666667, 306.833333333, 270.666666667, 217.0, 72.0, 89.8333333333, 21.0, 18.0, 1.0, 2.0, 4.0, 4.33333333333, 262.333333333, 307.857142857, 149.666666667, 182.428571429, 112.666666667, 125.428571429, 17.0, 17.8571428571, 2.66666666667, 1.71428571429, 6.66666666667, 5.14285714286, A
262.333333333, 307.857142857, 149.666666667, 182.428571429, 112.666666667, 125.428571429, 17.0, 17.8571428571, 2.66666666667, 1.71428571429, 6.66666666667, 5.14285714286, 342.666666667, 306.833333333, 270.666666667, 217.0, 72.0, 89.8333333333, 21.0, 18.0, 1.0, 2.0, 4.0, 4.33333333333, H
312.0, 320.285714286, 213.666666667, 209.857142857, 98.3333333333, 110.428571429, 16.6666666667, 17.8571428571, 0.666666666667, 1.28571428571, 5.0, 5.14285714286, 351.666666667, 344.285714286, 203.666666667, 215.285714286, 148.0, 129.0, 17.6666666667, 18.2857142857, 2.0, 1.85714285714, 4.66666666667, 4.71428571429, A
351.666666667, 344.285714286, 203.666666667, 215.285714286, 148.0, 129.0, 17.6666666667, 18.2857142857, 2.0, 1.85714285714, 4.66666666667, 4.71428571429, 312.0, 320.285714286, 213.666666667, 209.857142857, 98.3333333333, 110.428571429, 16.6666666667, 17.8571428571, 0.666666666667, 1.28571428571, 5.0, 5.14285714286, H
299.0, 317.333333333, 221.0, 225.5, 78.0, 91.8333333333, 17.6666666667, 20.0, 0.333333333333, 0.666666666667, 7.33333333333, 5.33333333333, 337.666666667, 378.333333333, 214.333333333, 262.333333333, 123.333333333, 116.0, 19.0, 21.1666666667, 3.0, 2.33333333333, 5.33333333333, 5.0, H
337.666666667, 378.333333333, 214.333333333, 262.333333333, 123.333333333, 116.0, 19.0, 21.1666666667, 3.0, 2.33333333333, 5.33333333333, 5.0, 299.0, 317.333333333, 221.0, 225.5, 78.0, 91.8333333333, 17.6666666667, 20.0, 0.333333333333, 0.666666666667, 7.33333333333, 5.33333333333, A
364.666666667, 363.666666667, 230.666666667, 230.666666667, 134.0, 133.0, 19.6666666667, 20.6666666667, 1.66666666667, 0.833333333333, 5.33333333333, 5.33333333333, 311.333333333, 282.833333333, 237.0, 213.5, 74.3333333333, 69.3333333333, 16.0, 15.8333333333, 1.66666666667, 1.66666666667, 5.33333333333, 5.5, H
311.333333333, 282.833333333, 237.0, 213.5, 74.3333333333, 69.3333333333, 16.0, 15.8333333333, 1.66666666667, 1.66666666667, 5.33333333333, 5.5, 364.666666667, 363.666666667, 230.666666667, 230.666666667, 134.0, 133.0, 19.6666666667, 20.6666666667, 1.66666666667, 0.833333333333, 5.33333333333, 5.33333333333, A
353.0, 384.857142857, 244.666666667, 256.285714286, 108.333333333, 128.571428571, 20.0, 21.7142857143, 1.0, 1.14285714286, 5.33333333333, 4.71428571429, 461.333333333, 451.428571429, 334.333333333, 329.571428571, 127.0, 121.857142857, 26.6666666667, 26.7142857143, 2.66666666667, 1.85714285714, 4.33333333333, 3.85714285714, H
461.333333333, 451.428571429, 334.333333333, 329.571428571, 127.0, 121.857142857, 26.6666666667, 26.7142857143, 2.66666666667, 1.85714285714, 4.33333333333, 3.85714285714, 353.0, 384.857142857, 244.666666667, 256.285714286, 108.333333333, 128.571428571, 20.0, 21.7142857143, 1.0, 1.14285714286, 5.33333333333, 4.71428571429, A
452.333333333, 437.0, 346.666666667, 314.0, 105.666666667, 123.0, 26.3333333333, 27.0, 2.66666666667, 2.0, 2.66666666667, 3.16666666667, 350.666666667, 325.428571429, 217.666666667, 226.714285714, 133.0, 98.7142857143, 21.3333333333, 20.4285714286, 0.333333333333, 0.571428571429, 5.33333333333, 4.14285714286, H
350.666666667, 325.428571429, 217.666666667, 226.714285714, 133.0, 98.7142857143, 21.3333333333, 20.4285714286, 0.333333333333, 0.571428571429, 5.33333333333, 4.14285714286, 452.333333333, 437.0, 346.666666667, 314.0, 105.666666667, 123.0, 26.3333333333, 27.0, 2.66666666667, 2.0, 2.66666666667, 3.16666666667, A
