Team: SD
Year: 2009
Week: 4, 288,167,121,13,2,6,1482,DEN
Week: 5, 321,163,158,17,0,5,1396,TEN
Week: 6, 324,171,153,20,0,2,1965,TEN
Week: 7, 328,253,75,15,3,4,1596,TEN
Week: 8, 370,305,65,15,0,6,1333,SD
Week: 9, 
Week: 10, 259,124,135,15,3,5,1616,MIA
Week: 11, 373,222,151,15,2,5,1594,WAS
Week: 12, 162,138,24,9,3,7,1219,HOU
Week: 13, 220,163,57,11,2,2,1206,JAC
Week: 14, 365,244,121,22,2,4,1649,IND
Week: 15, 359,212,147,19,1,4,1651,TEN
Week: 16, 270,213,57,16,2,8,1256,KC
Week: 17, 341,290,51,17,1,5,1877,IND
Year: 2011
Week: 1, 292,249,43,13,1,7,1222,JAC
Week: 2, 432,358,74,21,1,3,2152,TEN
Week: 3, 333,295,38,17,2,4,1854,TEN
Week: 4, 332,220,112,13,1,6,1387,TEN
Week: 5, 306,240,66,20,1,4,1658,PIT
Week: 6, 
Week: 7, 148,95,53,11,2,7,1322,HOU
Week: 8, 311,215,96,17,0,8,1888,TEN
Week: 9, 328,250,78,19,1,7,1625,CIN
Week: 10, 383,211,172,22,1,5,1956,TEN
Week: 11, 298,257,41,17,1,5,1381,ATL
Week: 12, 352,150,202,18,4,3,2003,TEN
Week: 13, 317,130,187,18,0,5,1694,TEN
Week: 14, 373,314,59,17,0,5,1347,NO
Week: 15, 388,322,66,21,3,7,1917,IND
Week: 16, 407,342,65,20,3,4,1859,TEN
Week: 17, 361,275,86,17,1,6,1522,TEN
Year: 2012
Week: 1, 284,264,20,16,2,4,1739,NE
Week: 2, 212,174,38,9,1,7,981,SD
Week: 3, 437,378,59,21,2,1,1669,TEN
Week: 4, 325,167,158,17,3,7,1654,HOU
Week: 5, 267,215,52,18,2,6,1614,MIN
Week: 6, 359,265,94,21,1,5,1803,TEN
Week: 7, 390,193,197,21,0,3,1781,TEN
Week: 8, 339,227,112,20,0,3,1853,IND
Week: 9, 333,174,159,12,5,7,1379,CHI
Week: 10, 293,116,177,17,0,4,1993,TEN
Week: 11, 
Week: 12, 360,250,110,20,2,4,1837,JAC
Week: 13, 354,265,89,17,6,6,1572,HOU
Week: 14, 356,259,97,17,2,3,1717,IND
Week: 15, 294,127,167,12,0,10,1784,TEN
Week: 16, 180,101,79,10,2,8,1536,GB
Week: 17, 221,142,79,12,0,5,1659,TEN
Year: 2013
Week: 1, 229,117,112,17,0,5,2041,TEN
Week: 2, 248,129,119,14,0,8,1874,HOU
Week: 3, 452,282,170,23,0,3,1898,TEN
Week: 4, 322,244,78,17,0,7,1838,TEN
Week: 5, 339,234,105,19,3,6,1723,KC
Week: 6, 223,157,66,13,2,4,1598,SEA
Week: 7, 368,298,70,15,2,6,1454,SF
Week: 8, 
Week: 9, 363,165,198,22,2,5,1629,TEN
Week: 10, 362,279,83,19,4,5,1836,JAC
Week: 11, 340,218,122,20,1,3,1657,IND
Week: 12, 426,312,114,22,0,5,2148,TEN
Week: 13, 347,185,162,24,4,6,2035,IND
Week: 14, 254,158,96,15,2,4,1240,DEN
Week: 15, 460,394,66,32,3,3,2024,ARI
Week: 16, 346,164,182,22,1,3,2139,TEN
Week: 17, 311,160,151,17,1,6,1935,TEN
Year: 2014
Week: 1, 405,243,162,24,0,6,2264,TEN
Week: 2, 314,232,82,13,2,5,1129,DAL
Week: 3, 326,177,149,22,2,4,1876,CIN
Week: 4, 261,176,85,16,3,6,1059,IND
Week: 5, 410,261,149,22,0,5,1843,CLE
Week: 6, 290,220,70,14,0,5,1733,TEN
Week: 7, 236,160,76,14,2,5,1856,WAS
Week: 8, 326,290,36,13,2,6,1478,HOU
Week: 9, 
Week: 10, 210,143,67,14,2,8,1753,BAL
Week: 11, 312,263,49,14,1,4,1211,PIT
Week: 12, 351,299,52,16,3,6,1608,PHI
Week: 13, 320,237,83,19,4,5,1604,HOU
Week: 14, 207,146,61,12,3,6,1517,NYG
Week: 15, 342,253,89,17,1,6,1797,NYJ
Week: 16, 357,262,95,19,0,5,2092,JAC
Week: 17, 192,50,142,9,1,7,1594,IND
Team: PIT
Year: 2009
Week: 1, 357,321,36,19,3,7,2171,PIT
Week: 2, 308,203,105,21,2,3,1826,CHI
Week: 3, 373,271,102,17,1,2,2082,CIN
Week: 4, 497,320,177,32,2,2,2420,PIT
Week: 5, 344,262,82,18,1,4,1645,PIT
Week: 6, 543,403,140,28,4,2,2206,PIT
Week: 7, 259,153,106,14,1,6,1382,PIT
Week: 8, 
Week: 9, 375,202,173,21,2,5,1983,PIT
Week: 10, 226,146,80,16,1,5,1852,CIN
Week: 11, 515,401,114,27,3,6,2647,KC
Week: 12, 298,145,153,16,1,8,2156,BAL
Week: 13, 401,269,132,19,1,3,1631,OAK
Week: 14, 216,141,75,16,0,8,1845,CLE
Week: 15, 537,472,65,28,0,5,2122,PIT
Week: 16, 286,238,48,17,2,4,1647,PIT
Week: 17, 403,201,202,22,2,2,1929,PIT
Year: 2010
Week: 1, 354,211,143,14,1,5,1926,PIT
Week: 2, 127,21,106,7,1,8,2020,PIT
Week: 3, 387,186,201,17,2,1,1614,PIT
Week: 4, 210,126,84,14,1,5,1769,BAL
Week: 5, 
Week: 6, 378,257,121,22,1,6,1916,PIT
Week: 7, 348,290,58,15,2,3,1849,PIT
Week: 8, 279,171,108,13,2,4,1554,NO
Week: 9, 314,193,121,14,2,5,1939,PIT
Week: 10, 425,349,76,27,1,5,1712,NE
Week: 11, 431,269,162,18,1,7,1967,PIT
Week: 12, 426,220,206,28,1,5,2723,PIT
Week: 13, 288,234,54,17,1,6,2048,PIT
Week: 14, 354,231,123,18,0,5,2071,PIT
Week: 15, 378,231,147,25,0,4,1878,NYJ
Week: 16, 408,293,115,22,2,3,2124,PIT
Week: 17, 418,318,100,24,0,2,1994,PIT
Year: 2011
Week: 1, 312,246,66,20,7,4,1649,BAL
Week: 2, 421,297,124,23,0,3,2324,PIT
Week: 3, 408,341,67,19,3,3,2038,PIT
Week: 4, 296,178,118,20,1,4,1697,HOU
Week: 5, 431,257,174,26,2,2,1942,PIT
Week: 6, 370,185,185,15,0,6,1873,PIT
Week: 7, 445,354,91,26,0,3,2147,PIT
Week: 8, 427,329,98,29,1,1,2362,PIT
Week: 9, 392,322,70,20,2,3,1561,BAL
Week: 10, 328,223,105,24,1,5,2033,PIT
Week: 11, 
Week: 12, 290,182,108,18,2,5,2010,PIT
