@RELATION nflpredictor

@ATTRIBUTE homeTotalYdsLast3 real
@ATTRIBUTE homeTotalYdsSeason real
@ATTRIBUTE homePassYdsLast3 real
@ATTRIBUTE homePassYdsSeason real
@ATTRIBUTE homeRushYdsLast3 real
@ATTRIBUTE homeRushYdsSeason real
@ATTRIBUTE homeFirstDownsLast3 real
@ATTRIBUTE homeFirstDownsSeaon real
@ATTRIBUTE homeTurnoversLast3 real
@ATTRIBUTE homeTurnoversSeason real
@ATTRIBUTE homePuntsLast3 real
@ATTRIBUTE homePuntsSeason real
@ATTRIBUTE homePosTimeLast3 real
@ATTRIBUTE homePosTimeSeason real
@ATTRIBUTE awayTotalYdsLast3 real
@ATTRIBUTE awayTotalYdsSeason real
@ATTRIBUTE awayPassYdsLast3 real
@ATTRIBUTE awayPassYdsSeason real
@ATTRIBUTE awayRushYdsLast3 real
@ATTRIBUTE awayRushYdsSeason real
@ATTRIBUTE awayFirstDownsLast3 real
@ATTRIBUTE awayFirstDownsSeason real
@ATTRIBUTE awayTurnoversLast3 real
@ATTRIBUTE awayTurnoversSeason real
@ATTRIBUTE awayPuntsLast3 real
@ATTRIBUTE awayPuntsSeason real
@ATTRIBUTE awayPosTimeLast3 real
@ATTRIBUTE awayPosTimeSeason real
@ATTRIBUTE winner {H,A}

@Data
381.666666667, 330.583333333, 241.0, 210.583333333, 140.666666667, 120.0, 21.0, 17.1666666667, 1.0, 1.33333333333, 6.0, 5.0, 2246.0, 1919.75, 278.333333333, 328.0, 186.666666667, 235.666666667, 91.6666666667, 92.3333333333, 20.0, 20.25, 2.0, 2.08333333333, 3.66666666667, 4.83333333333, 1824.33333333, 1856.25, H
358.333333333, 337.75, 155.333333333, 187.083333333, 203.0, 150.666666667, 24.3333333333, 21.0833333333, 2.66666666667, 2.16666666667, 2.33333333333, 3.08333333333, 2136.33333333, 1924.66666667, 271.0, 338.5, 161.666666667, 189.583333333, 109.333333333, 148.916666667, 16.6666666667, 19.0, 2.33333333333, 1.66666666667, 5.33333333333, 4.83333333333, 1684.66666667, 1858.91666667, H
339.666666667, 333.166666667, 269.666666667, 243.833333333, 70.0, 89.3333333333, 20.3333333333, 17.9166666667, 2.66666666667, 1.83333333333, 5.33333333333, 6.0, 1852.0, 1740.66666667, 295.666666667, 319.833333333, 157.666666667, 200.666666667, 138.0, 119.166666667, 17.6666666667, 17.5833333333, 0.333333333333, 1.25, 7.0, 5.41666666667, 1947.33333333, 1858.0, A
348.666666667, 339.333333333, 236.0, 250.333333333, 112.666666667, 89.0, 18.6666666667, 18.9166666667, 1.33333333333, 1.75, 4.33333333333, 5.66666666667, 1754.0, 1796.25, 400.666666667, 358.666666667, 299.333333333, 257.166666667, 101.333333333, 101.5, 21.0, 19.3333333333, 0.333333333333, 1.16666666667, 3.33333333333, 3.83333333333, 1975.66666667, 1880.16666667, H
293.0, 261.166666667, 159.0, 157.333333333, 134.0, 103.833333333, 14.3333333333, 14.75, 1.33333333333, 2.5, 6.66666666667, 5.83333333333, 1684.33333333, 1636.5, 325.0, 358.166666667, 211.666666667, 233.833333333, 113.333333333, 124.333333333, 21.0, 22.5, 0.666666666667, 1.0, 4.33333333333, 4.33333333333, 1911.66666667, 1976.83333333, A
448.0, 389.416666667, 335.0, 290.916666667, 113.0, 98.5, 22.0, 22.0833333333, 1.66666666667, 1.83333333333, 2.0, 3.25, 1730.33333333, 1921.83333333, 341.0, 314.666666667, 236.666666667, 209.166666667, 104.333333333, 105.5, 19.0, 19.5833333333, 0.666666666667, 1.16666666667, 4.66666666667, 5.5, 1842.66666667, 1913.41666667, H
281.333333333, 316.0, 138.333333333, 206.333333333, 143.0, 109.666666667, 16.0, 16.8333333333, 1.33333333333, 1.66666666667, 4.33333333333, 5.58333333333, 1708.66666667, 1763.5, 361.0, 305.083333333, 281.333333333, 220.25, 79.6666666667, 84.8333333333, 19.6666666667, 16.3333333333, 2.33333333333, 1.83333333333, 3.0, 4.83333333333, 1494.0, 1618.58333333, H
340.333333333, 356.583333333, 198.666666667, 208.166666667, 141.666666667, 148.416666667, 19.3333333333, 19.5833333333, 2.0, 1.33333333333, 5.0, 5.16666666667, 1935.66666667, 1950.25, 313.0, 336.5, 200.0, 229.666666667, 113.0, 106.833333333, 17.0, 19.0, 1.66666666667, 1.66666666667, 5.33333333333, 4.33333333333, 1887.66666667, 1879.25, A
269.666666667, 264.5, 196.666666667, 184.25, 73.0, 80.25, 13.6666666667, 15.0, 1.33333333333, 2.5, 6.33333333333, 5.75, 1591.66666667, 1569.66666667, 310.333333333, 357.583333333, 196.0, 271.416666667, 114.333333333, 86.1666666667, 17.6666666667, 19.75, 1.33333333333, 1.41666666667, 6.66666666667, 5.41666666667, 1483.33333333, 1686.58333333, H
329.0, 397.416666667, 230.0, 291.833333333, 99.0, 105.583333333, 19.0, 22.0833333333, 1.0, 2.0, 3.0, 3.58333333333, 1826.0, 1935.83333333, 404.666666667, 373.833333333, 200.0, 198.666666667, 204.666666667, 175.166666667, 22.0, 21.0833333333, 0.666666666667, 0.75, 5.66666666667, 5.41666666667, 2118.33333333, 1946.0, H
363.333333333, 365.916666667, 198.333333333, 265.666666667, 165.0, 100.25, 22.3333333333, 20.1666666667, 1.33333333333, 2.0, 3.33333333333, 3.83333333333, 2095.0, 1839.08333333, 402.0, 400.666666667, 279.333333333, 256.583333333, 122.666666667, 144.083333333, 21.0, 20.5833333333, 1.33333333333, 1.08333333333, 3.0, 4.33333333333, 1957.0, 1925.66666667, A
373.333333333, 372.916666667, 242.333333333, 242.416666667, 131.0, 130.5, 22.6666666667, 21.9166666667, 1.0, 1.16666666667, 4.0, 4.0, 1871.0, 1755.5, 332.0, 341.666666667, 253.666666667, 233.25, 78.3333333333, 108.416666667, 18.0, 20.1666666667, 1.33333333333, 1.41666666667, 6.0, 4.91666666667, 1829.0, 1908.0, A
328.666666667, 337.833333333, 182.0, 210.166666667, 146.666666667, 127.666666667, 18.0, 18.8333333333, 2.0, 2.41666666667, 5.33333333333, 4.66666666667, 1875.33333333, 1856.33333333, 309.0, 384.583333333, 178.0, 241.666666667, 131.0, 142.916666667, 17.3333333333, 21.6666666667, 2.0, 2.58333333333, 4.66666666667, 4.0, 1699.0, 1995.16666667, A
337.666666667, 399.615384615, 218.666666667, 286.230769231, 119.0, 113.384615385, 20.3333333333, 22.3076923077, 1.33333333333, 2.0, 2.33333333333, 3.46153846154, 1943.0, 1972.30769231, 330.333333333, 317.538461538, 179.333333333, 209.0, 151.0, 108.538461538, 15.6666666667, 16.3076923077, 0.666666666667, 1.53846153846, 4.0, 5.53846153846, 1854.33333333, 1770.38461538, H
348.666666667, 315.615384615, 222.666666667, 207.769230769, 126.0, 107.846153846, 18.6666666667, 19.1538461538, 1.33333333333, 1.30769230769, 4.33333333333, 5.38461538462, 1900.66666667, 1890.76923077, 309.666666667, 350.230769231, 142.0, 184.846153846, 167.666666667, 165.384615385, 18.0, 19.8461538462, 0.666666666667, 0.692307692308, 6.66666666667, 5.61538461538, 1962.33333333, 1887.84615385, A
294.333333333, 320.692307692, 160.666666667, 214.307692308, 133.666666667, 106.384615385, 15.6666666667, 18.0, 2.33333333333, 1.76923076923, 6.33333333333, 4.76923076923, 1968.66666667, 1855.61538462, 297.0, 312.230769231, 180.333333333, 197.692307692, 116.666666667, 114.538461538, 16.0, 17.3846153846, 2.66666666667, 1.92307692308, 5.0, 4.69230769231, 1792.0, 1739.76923077, A
221.333333333, 317.384615385, 162.666666667, 229.538461538, 58.6666666667, 87.8461538462, 16.0, 19.7692307692, 2.0, 2.15384615385, 4.66666666667, 4.84615384615, 1691.0, 1831.07692308, 272.666666667, 296.384615385, 169.666666667, 185.384615385, 103.0, 111.0, 15.6666666667, 16.6923076923, 2.0, 1.69230769231, 5.33333333333, 5.15384615385, 1699.33333333, 1738.61538462, H
369.0, 383.692307692, 318.666666667, 304.0, 50.3333333333, 79.6923076923, 20.3333333333, 22.6923076923, 3.0, 1.69230769231, 3.33333333333, 4.0, 1679.33333333, 1801.0, 363.333333333, 341.384615385, 130.333333333, 184.307692308, 233.0, 157.076923077, 22.6666666667, 20.9230769231, 1.0, 2.07692307692, 3.33333333333, 3.23076923077, 2105.33333333, 1914.69230769, H
249.0, 297.230769231, 181.666666667, 184.0, 67.3333333333, 113.230769231, 14.0, 15.3846153846, 2.33333333333, 1.92307692308, 4.33333333333, 4.61538461538, 1358.0, 1554.0, 422.0, 381.846153846, 286.333333333, 252.846153846, 135.666666667, 129.0, 26.3333333333, 22.3846153846, 1.33333333333, 1.23076923077, 3.33333333333, 4.0, 1993.0, 1767.15384615, H
391.333333333, 364.615384615, 234.333333333, 263.615384615, 157.0, 101.0, 23.3333333333, 20.3076923077, 1.66666666667, 2.0, 3.66666666667, 3.92307692308, 2136.66666667, 1846.0, 317.666666667, 338.230769231, 220.666666667, 241.307692308, 97.0, 96.9230769231, 17.0, 18.2307692308, 2.66666666667, 1.76923076923, 5.66666666667, 5.92307692308, 1671.66666667, 1750.46153846, H
371.333333333, 385.384615385, 189.666666667, 237.076923077, 181.666666667, 148.307692308, 20.0, 21.6153846154, 1.0, 2.53846153846, 5.66666666667, 4.23076923077, 1834.33333333, 1992.61538462, 414.333333333, 402.846153846, 284.0, 256.692307692, 130.333333333, 146.153846154, 21.3333333333, 20.3846153846, 1.33333333333, 1.15384615385, 3.0, 4.23076923077, 1832.66666667, 1906.07692308, A
299.0, 263.230769231, 134.333333333, 151.076923077, 164.666666667, 112.153846154, 15.6666666667, 14.6153846154, 1.33333333333, 2.46153846154, 6.0, 5.92307692308, 1678.66666667, 1626.76923077, 261.333333333, 271.615384615, 151.666666667, 181.307692308, 109.666666667, 90.3076923077, 14.3333333333, 15.4615384615, 1.66666666667, 2.38461538462, 5.66666666667, 5.69230769231, 1551.33333333, 1589.0, H
317.666666667, 323.307692308, 199.333333333, 205.384615385, 118.333333333, 117.923076923, 16.0, 17.3846153846, 1.0, 1.30769230769, 6.66666666667, 5.30769230769, 1796.66666667, 1848.30769231, 331.333333333, 335.230769231, 180.333333333, 238.461538462, 151.0, 96.7692307692, 18.0, 18.6153846154, 1.33333333333, 1.76923076923, 5.0, 5.84615384615, 1771.33333333, 1800.23076923, A
290.333333333, 334.846153846, 224.333333333, 229.923076923, 66.0, 104.923076923, 17.0, 20.0769230769, 0.666666666667, 1.30769230769, 6.66666666667, 5.07692307692, 1764.0, 1905.69230769, 398.333333333, 386.0, 278.666666667, 284.923076923, 119.666666667, 101.076923077, 20.6666666667, 22.0769230769, 2.0, 1.92307692308, 2.33333333333, 3.15384615385, 1715.66666667, 1926.38461538, H
340.0, 309.384615385, 251.666666667, 224.615384615, 88.3333333333, 84.7692307692, 19.3333333333, 16.6153846154, 3.33333333333, 2.07692307692, 3.0, 4.61538461538, 1551.33333333, 1628.46153846, 303.666666667, 355.769230769, 194.0, 231.230769231, 109.666666667, 124.538461538, 21.0, 22.6153846154, 1.0, 1.0, 5.33333333333, 4.53846153846, 1890.0, 1985.53846154, A
356.0, 332.384615385, 228.333333333, 212.153846154, 127.666666667, 120.230769231, 21.0, 17.2307692308, 0.666666666667, 1.23076923077, 5.33333333333, 5.0, 2280.66666667, 1931.38461538, 300.0, 350.692307692, 163.666666667, 207.0, 136.333333333, 143.692307692, 16.6666666667, 19.1538461538, 2.0, 1.38461538462, 6.33333333333, 5.38461538462, 1925.33333333, 1956.23076923, A
369.0, 349.076923077, 229.0, 199.846153846, 140.0, 149.230769231, 18.0, 19.1538461538, 2.0, 1.69230769231, 4.33333333333, 4.84615384615, 1742.0, 1854.76923077, 328.0, 352.230769231, 190.666666667, 262.538461538, 137.333333333, 89.6923076923, 19.0, 19.7692307692, 3.0, 1.76923076923, 5.33333333333, 5.38461538462, 1562.66666667, 1693.69230769, H
442.333333333, 363.153846154, 331.0, 250.692307692, 111.333333333, 112.461538462, 23.3333333333, 21.3076923077, 0.0, 0.692307692308, 2.66666666667, 3.53846153846, 1992.33333333, 1765.07692308, 362.0, 350.923076923, 269.0, 252.153846154, 93.0, 98.7692307692, 18.6666666667, 18.8461538462, 1.33333333333, 1.30769230769, 4.33333333333, 4.15384615385, 1894.33333333, 1870.30769231, H
283.333333333, 324.461538462, 147.333333333, 201.923076923, 136.0, 122.538461538, 16.3333333333, 18.1538461538, 1.66666666667, 2.30769230769, 7.0, 5.07692307692, 1886.66666667, 1839.53846154, 281.666666667, 291.461538462, 184.333333333, 192.846153846, 97.3333333333, 98.6153846154, 17.6666666667, 16.6923076923, 1.66666666667, 2.07692307692, 4.33333333333, 5.23076923077, 1633.33333333, 1771.92307692, A
340.0, 335.642857143, 232.0, 213.5, 108.0, 122.142857143, 20.0, 17.7857142857, 0.333333333333, 1.14285714286, 5.0, 4.92857142857, 1999.0, 1927.57142857, 291.333333333, 266.071428571, 118.0, 149.285714286, 173.333333333, 116.785714286, 15.6666666667, 14.7142857143, 1.33333333333, 2.35714285714, 5.66666666667, 5.71428571429, 1852.0, 1668.85714286, H
266.333333333, 267.785714286, 146.666666667, 180.857142857, 119.666666667, 86.9285714286, 15.3333333333, 15.1428571429, 1.66666666667, 2.35714285714, 5.66666666667, 5.71428571429, 1593.0, 1574.35714286, 383.666666667, 369.571428571, 230.0, 266.214285714, 153.666666667, 103.357142857, 23.6666666667, 20.6428571429, 0.666666666667, 1.85714285714, 3.66666666667, 3.78571428571, 2150.0, 1865.64285714, H
263.0, 291.571428571, 174.666666667, 192.571428571, 88.3333333333, 99.0, 17.3333333333, 16.7142857143, 2.0, 2.0, 3.66666666667, 5.07142857143, 1702.66666667, 1780.35714286, 285.666666667, 345.357142857, 170.666666667, 204.357142857, 115.0, 141.0, 16.3333333333, 19.0, 1.66666666667, 1.28571428571, 5.0, 5.28571428571, 1829.66666667, 1939.5, H
281.333333333, 310.071428571, 165.666666667, 198.642857143, 115.666666667, 111.428571429, 14.6666666667, 17.2142857143, 2.33333333333, 1.85714285714, 5.33333333333, 4.78571428571, 1816.66666667, 1738.14285714, 376.333333333, 355.0, 263.666666667, 242.5, 112.666666667, 112.5, 21.3333333333, 20.7857142857, 0.0, 0.642857142857, 3.33333333333, 3.64285714286, 1798.0, 1721.28571429, A
239.0, 295.071428571, 167.0, 187.785714286, 72.0, 107.285714286, 11.6666666667, 16.5, 1.0, 1.57142857143, 6.0, 5.14285714286, 1503.66666667, 1708.5, 292.666666667, 336.357142857, 188.0, 224.071428571, 104.666666667, 112.285714286, 16.6666666667, 19.8571428571, 0.333333333333, 1.21428571429, 6.0, 5.07142857143, 1773.0, 1904.5, A
269.666666667, 352.571428571, 122.0, 184.0, 147.666666667, 168.571428571, 15.6666666667, 19.9285714286, 0.666666666667, 0.714285714286, 7.0, 5.64285714286, 1776.0, 1889.0, 314.666666667, 301.642857143, 206.333333333, 186.0, 108.333333333, 115.642857143, 17.3333333333, 15.6428571429, 1.66666666667, 1.85714285714, 3.33333333333, 4.57142857143, 1502.0, 1560.92857143, H
364.333333333, 329.0, 221.0, 206.928571429, 143.333333333, 122.071428571, 18.6666666667, 17.7142857143, 1.0, 1.21428571429, 4.66666666667, 5.14285714286, 1858.66666667, 1853.71428571, 322.0, 304.0, 210.0, 218.785714286, 112.0, 85.2142857143, 20.0, 16.5, 3.33333333333, 2.14285714286, 3.0, 4.57142857143, 1664.0, 1617.5, H
279.666666667, 309.071428571, 171.666666667, 204.0, 108.0, 105.071428571, 15.3333333333, 18.7857142857, 2.0, 1.35714285714, 5.33333333333, 5.57142857143, 1780.33333333, 1876.85714286, 265.666666667, 308.571428571, 181.333333333, 203.428571429, 84.3333333333, 105.142857143, 10.6666666667, 15.9285714286, 0.666666666667, 1.5, 5.33333333333, 5.57142857143, 1530.33333333, 1741.71428571, H
246.0, 321.071428571, 152.666666667, 217.642857143, 93.3333333333, 103.428571429, 15.0, 18.2857142857, 2.66666666667, 1.78571428571, 6.66666666667, 4.64285714286, 1763.66666667, 1857.57142857, 340.333333333, 342.214285714, 172.0, 239.428571429, 168.333333333, 102.785714286, 18.3333333333, 19.1428571429, 0.666666666667, 1.64285714286, 5.33333333333, 5.71428571429, 1811.33333333, 1813.42857143, A
372.666666667, 342.428571429, 186.333333333, 191.785714286, 186.333333333, 150.642857143, 20.6666666667, 20.8571428571, 1.0, 2.07142857143, 3.66666666667, 3.28571428571, 2003.66666667, 1908.07142857, 359.333333333, 338.428571429, 253.666666667, 244.5, 105.666666667, 93.9285714286, 21.3333333333, 18.5714285714, 3.33333333333, 1.85714285714, 5.0, 5.78571428571, 1626.33333333, 1731.07142857, A
256.666666667, 343.857142857, 123.666666667, 253.0, 133.0, 90.8571428571, 14.0, 19.0, 2.66666666667, 1.71428571429, 6.33333333333, 5.5, 1569.33333333, 1684.35714286, 414.333333333, 377.642857143, 331.333333333, 255.714285714, 83.0, 121.928571429, 27.0, 22.6428571429, 1.66666666667, 1.21428571429, 3.33333333333, 4.0, 1849.0, 1780.14285714, H
448.666666667, 360.0, 226.0, 202.571428571, 222.666666667, 157.428571429, 21.0, 19.2142857143, 2.0, 1.78571428571, 4.33333333333, 4.78571428571, 2053.66666667, 1867.78571429, 393.333333333, 383.142857143, 299.333333333, 298.071428571, 94.0, 85.0714285714, 21.3333333333, 22.4285714286, 1.33333333333, 1.57142857143, 4.0, 4.14285714286, 1784.66666667, 1799.35714286, A
345.666666667, 352.214285714, 230.666666667, 250.285714286, 115.0, 101.928571429, 20.0, 19.3571428571, 1.66666666667, 1.35714285714, 5.0, 4.14285714286, 2143.66666667, 1911.57142857, 372.333333333, 383.857142857, 202.333333333, 239.0, 170.0, 144.857142857, 21.0, 21.5, 1.66666666667, 2.5, 7.0, 4.42857142857, 2013.0, 1993.78571429, H
299.333333333, 323.071428571, 193.333333333, 228.071428571, 106.0, 95.0, 19.0, 19.9285714286, 1.0, 2.0, 2.66666666667, 4.57142857143, 1921.66666667, 1863.35714286, 362.0, 397.785714286, 250.0, 284.785714286, 112.0, 113.0, 22.3333333333, 22.4285714286, 1.33333333333, 1.85714285714, 2.33333333333, 3.42857142857, 1974.0, 1990.78571429, H
294.333333333, 349.357142857, 191.0, 226.714285714, 103.333333333, 122.642857143, 21.6666666667, 22.5, 1.33333333333, 1.0, 5.33333333333, 4.5, 1965.0, 1995.5, 350.0, 377.642857143, 248.333333333, 281.857142857, 101.666666667, 95.7857142857, 20.6666666667, 22.0, 2.0, 1.92857142857, 3.66666666667, 3.35714285714, 1779.66666667, 1911.0, A
421.0, 403.928571429, 260.0, 254.142857143, 161.0, 149.785714286, 19.6666666667, 20.2857142857, 2.0, 1.28571428571, 4.0, 4.35714285714, 1723.66666667, 1883.57142857, 274.666666667, 320.785714286, 146.333333333, 198.857142857, 128.333333333, 121.928571429, 16.0, 18.0, 3.33333333333, 2.5, 6.66666666667, 5.14285714286, 1795.0, 1830.28571429, A
357.333333333, 354.533333333, 206.0, 235.066666667, 151.333333333, 119.466666667, 20.3333333333, 20.7333333333, 0.0, 0.6, 4.0, 3.73333333333, 1827.66666667, 1736.53333333, 294.0, 328.0, 187.333333333, 221.2, 106.666666667, 106.8, 18.6666666667, 18.9333333333, 2.66666666667, 1.86666666667, 5.66666666667, 4.6, 1896.66666667, 1882.73333333, H
316.333333333, 348.533333333, 210.666666667, 208.666666667, 105.666666667, 139.866666667, 18.3333333333, 19.3333333333, 1.33333333333, 1.33333333333, 5.33333333333, 5.2, 1927.0, 1945.6, 324.666666667, 314.0, 195.333333333, 201.666666667, 129.333333333, 112.333333333, 16.6666666667, 17.1333333333, 3.0, 2.2, 4.0, 4.6, 1845.66666667, 1732.26666667, H
289.0, 331.133333333, 145.0, 215.6, 144.0, 115.533333333, 17.0, 19.5333333333, 0.333333333333, 1.2, 5.0, 4.93333333333, 1891.0, 1904.6, 319.333333333, 326.266666667, 211.333333333, 230.8, 108.0, 95.4666666667, 18.0, 19.8, 1.33333333333, 1.93333333333, 3.33333333333, 4.53333333333, 1873.66666667, 1859.73333333, H
248.333333333, 294.066666667, 159.666666667, 187.133333333, 88.6666666667, 106.933333333, 13.3333333333, 16.5333333333, 2.33333333333, 1.73333333333, 4.0, 5.0, 1480.33333333, 1707.53333333, 380.0, 340.466666667, 251.666666667, 218.8, 128.333333333, 121.666666667, 21.6666666667, 18.0666666667, 0.666666666667, 1.2, 4.0, 4.8, 2024.33333333, 1940.66666667, A
404.333333333, 379.2, 327.0, 259.333333333, 77.3333333333, 119.866666667, 25.0, 22.5333333333, 1.33333333333, 1.2, 4.0, 4.0, 1848.66666667, 1774.13333333, 359.0, 342.0, 232.666666667, 196.2, 126.333333333, 145.8, 18.0, 20.4666666667, 1.66666666667, 2.06666666667, 5.33333333333, 3.53333333333, 1863.66666667, 1912.46666667, H
381.666666667, 382.266666667, 237.333333333, 290.133333333, 144.333333333, 92.1333333333, 22.3333333333, 22.7333333333, 0.666666666667, 1.6, 5.0, 4.26666666667, 1842.66666667, 1799.33333333, 331.333333333, 299.533333333, 223.0, 187.8, 108.333333333, 111.733333333, 19.0, 15.6666666667, 1.66666666667, 1.86666666667, 5.33333333333, 4.8, 1518.66666667, 1540.6, H
302.666666667, 359.6, 166.0, 192.133333333, 136.666666667, 167.466666667, 16.3333333333, 20.1333333333, 1.0, 0.8, 6.33333333333, 5.6, 1812.66666667, 1919.33333333, 422.666666667, 355.333333333, 257.0, 203.066666667, 165.666666667, 152.266666667, 19.0, 19.0, 1.66666666667, 1.66666666667, 5.0, 4.86666666667, 1881.0, 1863.33333333, A
392.666666667, 399.066666667, 234.333333333, 252.133333333, 158.333333333, 146.933333333, 20.3333333333, 20.5333333333, 2.66666666667, 1.4, 4.66666666667, 4.4, 1680.33333333, 1876.6, 388.333333333, 370.4, 246.0, 261.733333333, 142.333333333, 108.666666667, 23.6666666667, 20.8666666667, 1.66666666667, 1.93333333333, 4.0, 3.86666666667, 2111.66666667, 1893.6, A
330.333333333, 332.6, 223.0, 239.666666667, 107.333333333, 92.9333333333, 20.0, 18.3333333333, 1.66666666667, 1.8, 6.0, 6.0, 1713.33333333, 1735.2, 381.666666667, 384.0, 247.333333333, 242.8, 134.333333333, 141.2, 19.0, 21.1333333333, 3.33333333333, 2.73333333333, 6.0, 4.4, 1783.33333333, 1952.8, A
331.333333333, 337.733333333, 185.333333333, 237.333333333, 146.0, 100.4, 18.3333333333, 18.8, 0.666666666667, 1.53333333333, 6.0, 5.73333333333, 1732.66666667, 1783.53333333, 258.0, 321.866666667, 146.0, 197.333333333, 112.0, 124.533333333, 15.6666666667, 18.2, 2.33333333333, 2.4, 7.33333333333, 5.2, 1723.0, 1829.66666667, H
380.666666667, 363.066666667, 271.333333333, 260.0, 109.333333333, 103.066666667, 22.0, 19.8666666667, 2.0, 1.33333333333, 5.66666666667, 4.2, 2140.33333333, 1932.2, 266.666666667, 293.6, 176.333333333, 193.2, 90.3333333333, 100.4, 15.0, 16.6666666667, 2.0, 1.93333333333, 4.0, 5.0, 1559.33333333, 1766.26666667, H
269.333333333, 340.4, 169.333333333, 220.933333333, 100.0, 119.466666667, 19.6666666667, 21.9333333333, 1.33333333333, 1.06666666667, 6.33333333333, 4.73333333333, 1873.33333333, 1956.13333333, 236.666666667, 256.266666667, 82.3333333333, 142.333333333, 154.333333333, 113.933333333, 12.0, 14.2, 1.66666666667, 2.33333333333, 6.0, 5.86666666667, 1734.0, 1656.0, H
327.333333333, 377.0, 250.333333333, 282.8, 77.0, 94.2, 22.0, 22.0666666667, 2.33333333333, 1.93333333333, 5.0, 3.6, 1962.33333333, 1929.93333333, 402.333333333, 336.333333333, 240.0, 208.533333333, 162.333333333, 127.8, 19.6666666667, 18.0, 0.666666666667, 1.13333333333, 3.33333333333, 5.0, 1848.0, 1856.0, A
318.0, 349.666666667, 196.666666667, 256.466666667, 121.333333333, 93.2, 18.0, 19.4, 2.66666666667, 1.66666666667, 5.33333333333, 5.4, 1750.66666667, 1699.4, 371.0, 392.133333333, 244.666666667, 282.4, 126.333333333, 109.733333333, 24.0, 22.4666666667, 1.33333333333, 1.86666666667, 3.0, 3.46666666667, 2144.0, 1977.46666667, A
286.333333333, 310.066666667, 206.0, 206.266666667, 80.3333333333, 103.8, 11.0, 15.6666666667, 1.0, 1.53333333333, 5.66666666667, 5.6, 1611.33333333, 1733.06666667, 282.0, 268.0, 166.333333333, 180.666666667, 115.666666667, 87.3333333333, 14.0, 14.8, 1.0, 2.2, 5.66666666667, 5.73333333333, 1506.66666667, 1557.06666667, H
256.333333333, 295.333333333, 168.0, 209.8, 88.3333333333, 85.5333333333, 15.0, 16.0666666667, 2.66666666667, 2.0, 4.33333333333, 4.73333333333, 1644.66666667, 1623.8, 295.333333333, 310.8, 207.0, 208.733333333, 88.3333333333, 102.066666667, 15.6666666667, 18.8, 2.0, 1.33333333333, 6.33333333333, 5.66666666667, 1767.66666667, 1884.26666667, H
431, 431, 305, 305, 126, 126, 25, 25, 1, 1, 5, 5, 2185, 2185, 213, 213, 105, 105, 108, 108, 13, 13, 3, 3, 8, 8, 1378, 1378, H
364, 364, 201, 201, 163, 163, 23, 23, 1, 1, 5, 5, 2222, 2222, 289, 289, 99, 99, 190, 190, 20, 20, 1, 1, 6, 6, 1955, 1955, H
292, 292, 249, 249, 43, 43, 13, 13, 1, 1, 7, 7, 1222, 1222, 385, 385, 215, 215, 170, 170, 17, 17, 0, 0, 5, 5, 1951, 1951, H
360, 360, 315, 315, 45, 45, 19, 19, 2, 2, 6, 6, 1567, 1567, 323, 323, 160, 160, 163, 163, 20, 20, 1, 1, 5, 5, 2378, 2378, H
236, 236, 172, 172, 64, 64, 15, 15, 2, 2, 6, 6, 1396, 1396, 285, 285, 202, 202, 83, 83, 17, 17, 1, 1, 8, 8, 1777, 1777, A
332, 332, 258, 258, 74, 74, 21, 21, 1, 1, 6, 6, 1956, 1956, 394, 394, 295, 295, 99, 99, 15, 15, 1, 1, 5, 5, 1633, 1633, H
187, 187, 28, 28, 159, 159, 10, 10, 1, 1, 6, 6, 1363, 1363, 313, 313, 257, 257, 56, 56, 17, 17, 2, 2, 5, 5, 1415, 1415, A
477, 477, 403, 403, 74, 74, 26, 26, 1, 1, 7, 7, 1967, 1967, 399, 399, 296, 296, 103, 103, 24, 24, 0, 0, 4, 4, 1974, 1974, A
477, 477, 396, 396, 81, 81, 27, 27, 1, 1, 2, 2, 1626, 1626, 377, 377, 289, 289, 88, 88, 17, 17, 1, 1, 6, 6, 1999, 1999, H
312, 312, 246, 246, 66, 66, 20, 20, 7, 7, 4, 4, 1649, 1649, 219, 219, 155, 155, 64, 64, 18, 18, 3, 3, 7, 7, 1733, 1733, H
209, 209, 124, 124, 85, 85, 12, 12, 0, 0, 5, 5, 1867, 1867, 390, 390, 326, 326, 64, 64, 21, 21, 3, 3, 6, 6, 2033, 2033, A
622, 622, 516, 516, 106, 106, 27, 27, 1, 1, 4, 4, 1707, 1707, 407, 407, 330, 330, 77, 77, 31, 31, 2, 2, 3, 3, 2237, 2237, H
310, 310, 272, 272, 38, 38, 25, 25, 3, 3, 4, 4, 1645, 1645, 294, 294, 155, 155, 139, 139, 17, 17, 0, 0, 8, 8, 1823, 1823, H
488, 488, 390, 390, 98, 98, 25, 25, 1, 1, 6, 6, 1893, 1893, 384, 384, 217, 217, 167, 167, 26, 26, 3, 3, 2, 2, 2204, 2204, A
386, 386, 276, 276, 110, 110, 20, 20, 3, 3, 5, 5, 1601, 1601, 404, 404, 167, 167, 237, 237, 27, 27, 1, 1, 3, 3, 1814, 1814, H
315, 315, 240, 240, 75, 75, 15, 15, 1, 1, 6, 6, 1644, 1644, 335, 335, 181, 181, 154, 154, 21, 21, 1, 1, 4, 4, 1786, 1786, H
