@RELATION nflpredictor

@ATTRIBUTE homeTotalYdsLast3 real
@ATTRIBUTE homeTotalYdsSeason real
@ATTRIBUTE homePassYdsLast3 real
@ATTRIBUTE homePassYdsSeason real
@ATTRIBUTE homeRushYdsLast3 real
@ATTRIBUTE homeRushYdsSeason real
@ATTRIBUTE homeFirstDownsLast3 real
@ATTRIBUTE homeFirstDownsSeaon real
@ATTRIBUTE homeTurnoversLast3 real
@ATTRIBUTE homeTurnoversSeason real
@ATTRIBUTE homePuntsLast3 real
@ATTRIBUTE homePuntsSeason real
@ATTRIBUTE homePosTimeLast3 real
@ATTRIBUTE homePosTimeSeason real
@ATTRIBUTE awayTotalYdsLast3 real
@ATTRIBUTE awayTotalYdsSeason real
@ATTRIBUTE awayPassYdsLast3 real
@ATTRIBUTE awayPassYdsSeason real
@ATTRIBUTE awayRushYdsLast3 real
@ATTRIBUTE awayRushYdsSeason real
@ATTRIBUTE awayFirstDownsLast3 real
@ATTRIBUTE awayFirstDownsSeason real
@ATTRIBUTE awayTurnoversLast3 real
@ATTRIBUTE awayTurnoversSeason real
@ATTRIBUTE awayPuntsLast3 real
@ATTRIBUTE awayPuntsSeason real
@ATTRIBUTE awayPosTimeLast3 real
@ATTRIBUTE awayPosTimeSeason real
@ATTRIBUTE winner {H,A}

@Data
330.0, 308.833333333, 214.0, 202.833333333, 116.0, 106.0, 16.3333333333, 16.3333333333, 1.0, 1.33333333333, 4.66666666667, 4.66666666667, 1783.0, 1767.16666667, 401.333333333, 352.833333333, 287.333333333, 256.666666667, 114.0, 96.1666666667, 25.3333333333, 23.0, 1.0, 1.0, 4.66666666667, 5.16666666667, 1645.0, 1750.83333333, A
332.0, 363.333333333, 214.0, 229.166666667, 118.0, 134.166666667, 19.0, 21.1666666667, 1.33333333333, 1.0, 5.33333333333, 5.33333333333, 1994.33333333, 2094.0, 350.333333333, 384.833333333, 244.0, 272.666666667, 106.333333333, 112.166666667, 18.6666666667, 21.1666666667, 1.0, 1.0, 5.0, 4.16666666667, 1576.66666667, 1610.0, H
399.666666667, 366.6, 305.0, 280.4, 94.6666666667, 86.2, 24.0, 22.2, 2.0, 2.2, 4.66666666667, 4.8, 1869.66666667, 1771.8, 353.666666667, 325.0, 274.333333333, 241.666666667, 79.3333333333, 83.3333333333, 17.0, 16.8333333333, 2.0, 2.16666666667, 6.0, 6.16666666667, 1630.0, 1597.83333333, H
316.0, 343.5, 198.666666667, 195.833333333, 117.333333333, 147.666666667, 16.0, 17.0, 3.33333333333, 2.5, 6.33333333333, 5.66666666667, 1686.0, 1752.16666667, 317.0, 314.0, 215.666666667, 243.833333333, 101.333333333, 70.1666666667, 18.6666666667, 17.0, 2.0, 1.83333333333, 6.0, 5.0, 1690.33333333, 1576.66666667, A
499.666666667, 443.666666667, 304.666666667, 293.0, 195.0, 150.666666667, 31.3333333333, 29.5, 1.66666666667, 1.0, 3.0, 3.83333333333, 2012.0, 1943.5, 260.666666667, 295.5, 138.666666667, 185.166666667, 122.0, 110.333333333, 15.3333333333, 17.3333333333, 2.0, 1.66666666667, 6.33333333333, 5.5, 1639.66666667, 1720.66666667, H
344.0, 349.8, 236.0, 271.4, 108.0, 78.4, 18.0, 18.6, 1.33333333333, 1.2, 5.0, 5.4, 1655.0, 1650.0, 244.666666667, 242.6, 140.0, 144.2, 104.666666667, 98.4, 14.0, 14.6, 1.66666666667, 1.4, 6.0, 6.2, 1605.66666667, 1617.8, H
372.666666667, 382.166666667, 274.666666667, 282.833333333, 98.0, 99.3333333333, 19.3333333333, 20.1666666667, 3.0, 2.33333333333, 5.33333333333, 4.5, 1851.0, 1852.83333333, 396.0, 360.6, 314.0, 283.2, 82.0, 77.4, 21.6666666667, 21.0, 1.0, 0.8, 3.66666666667, 3.8, 1994.66666667, 2057.0, A
378.333333333, 346.2, 241.666666667, 222.6, 136.666666667, 123.6, 21.3333333333, 20.2, 1.0, 1.6, 3.33333333333, 4.2, 2015.33333333, 1968.6, 457.666666667, 419.6, 346.666666667, 320.0, 111.0, 99.6, 28.0, 25.4, 1.0, 1.4, 5.33333333333, 4.2, 2039.66666667, 1947.8, H
354.333333333, 335.714285714, 209.333333333, 203.428571429, 145.0, 132.285714286, 21.3333333333, 20.4285714286, 2.33333333333, 1.57142857143, 4.0, 4.42857142857, 1791.0, 1798.0, 449.666666667, 346.666666667, 342.0, 245.5, 107.666666667, 101.166666667, 20.3333333333, 17.5, 1.0, 1.16666666667, 4.0, 5.16666666667, 1765.0, 1791.5, A
395.0, 359.857142857, 291.666666667, 267.428571429, 103.333333333, 92.4285714286, 22.6666666667, 22.8571428571, 0.333333333333, 0.857142857143, 5.0, 4.85714285714, 1713.66666667, 1783.28571429, 204.0, 237.333333333, 143.0, 146.333333333, 61.0, 91.0, 12.3333333333, 13.8333333333, 1.66666666667, 1.16666666667, 7.0, 6.66666666667, 1655.33333333, 1649.0, H
346.666666667, 310.857142857, 204.333333333, 201.142857143, 142.333333333, 109.714285714, 21.0, 18.5714285714, 1.33333333333, 1.71428571429, 4.66666666667, 5.14285714286, 1894.66666667, 1781.85714286, 317.0, 342.5, 259.333333333, 226.5, 57.6666666667, 116.0, 16.0, 18.1666666667, 2.0, 2.0, 5.66666666667, 5.16666666667, 1808.66666667, 1839.33333333, A
341.0, 324.142857143, 257.666666667, 244.857142857, 83.3333333333, 79.2857142857, 16.6666666667, 17.1428571429, 1.33333333333, 1.85714285714, 5.33333333333, 6.0, 1584.0, 1580.85714286, 342.666666667, 330.333333333, 239.0, 229.166666667, 103.666666667, 101.166666667, 23.0, 21.0, 3.0, 2.33333333333, 4.33333333333, 4.0, 1960.33333333, 1960.0, H
338.666666667, 324.857142857, 224.333333333, 236.571428571, 114.333333333, 88.2857142857, 20.0, 17.5714285714, 1.0, 1.57142857143, 4.66666666667, 4.71428571429, 1732.66666667, 1605.85714286, 361.0, 359.0, 258.333333333, 262.5, 102.666666667, 96.5, 23.3333333333, 22.0, 2.0, 2.0, 4.33333333333, 4.83333333333, 1928.66666667, 1830.0, A
352.666666667, 315.285714286, 225.666666667, 209.0, 127.0, 106.285714286, 17.6666666667, 16.7142857143, 1.0, 1.28571428571, 4.0, 4.28571428571, 1721.0, 1746.42857143, 433.333333333, 434.714285714, 277.0, 286.857142857, 156.333333333, 147.857142857, 29.0, 29.0, 1.33333333333, 1.0, 4.0, 4.14285714286, 2030.66666667, 1937.71428571, A
341.666666667, 379.166666667, 228.333333333, 255.0, 113.333333333, 124.166666667, 21.6666666667, 22.0, 1.66666666667, 2.83333333333, 4.33333333333, 4.83333333333, 1863.0, 1889.16666667, 377.666666667, 361.333333333, 294.666666667, 274.833333333, 83.0, 86.5, 22.6666666667, 22.6666666667, 2.0, 1.16666666667, 5.0, 4.5, 1809.66666667, 1874.66666667, A
385.666666667, 337.833333333, 226.333333333, 206.333333333, 159.333333333, 131.5, 21.0, 20.0, 0.666666666667, 1.33333333333, 4.66666666667, 4.83333333333, 2028.33333333, 1986.33333333, 307.0, 335.333333333, 176.333333333, 221.833333333, 130.666666667, 113.5, 17.3333333333, 18.8333333333, 1.33333333333, 2.0, 6.33333333333, 5.5, 1614.33333333, 1567.0, H
376.666666667, 406.333333333, 279.666666667, 306.833333333, 97.0, 99.5, 23.0, 24.6666666667, 2.0, 1.83333333333, 6.66666666667, 4.83333333333, 1736.0, 1877.33333333, 309.666666667, 293.571428571, 203.333333333, 161.857142857, 106.333333333, 131.714285714, 15.6666666667, 16.8571428571, 2.0, 1.57142857143, 3.66666666667, 4.14285714286, 1795.0, 1835.85714286, H
395.333333333, 372.333333333, 275.666666667, 280.0, 119.666666667, 92.3333333333, 21.0, 21.1666666667, 1.0, 1.0, 3.66666666667, 3.66666666667, 2019.33333333, 2089.16666667, 385.666666667, 407.0, 199.0, 226.714285714, 186.666666667, 180.285714286, 18.6666666667, 22.0, 2.33333333333, 1.28571428571, 3.33333333333, 4.71428571429, 1686.66666667, 1860.0, H
317.0, 379.333333333, 179.333333333, 214.666666667, 137.666666667, 164.666666667, 19.6666666667, 22.1666666667, 4.0, 3.5, 5.0, 4.66666666667, 1869.66666667, 1985.83333333, 354.0, 350.0, 262.666666667, 273.166666667, 91.3333333333, 76.8333333333, 18.0, 18.8333333333, 2.0, 1.5, 6.0, 5.5, 1820.66666667, 1695.16666667, A
407.666666667, 374.833333333, 290.0, 277.666666667, 117.666666667, 97.1666666667, 24.6666666667, 20.5, 2.33333333333, 2.16666666667, 2.66666666667, 3.33333333333, 2056.66666667, 1953.66666667, 412.333333333, 411.571428571, 260.333333333, 295.285714286, 152.0, 116.285714286, 23.6666666667, 23.0, 1.33333333333, 1.28571428571, 3.0, 3.14285714286, 1895.33333333, 1859.57142857, A
423.666666667, 386.0, 326.333333333, 292.166666667, 97.3333333333, 93.8333333333, 22.0, 22.3333333333, 2.33333333333, 2.16666666667, 2.66666666667, 3.83333333333, 1760.33333333, 1686.0, 445.333333333, 411.333333333, 385.666666667, 335.166666667, 59.6666666667, 76.1666666667, 23.0, 22.3333333333, 0.666666666667, 1.33333333333, 3.66666666667, 4.16666666667, 1723.0, 1634.0, H
323.333333333, 293.857142857, 205.666666667, 204.142857143, 117.666666667, 89.7142857143, 20.3333333333, 18.5714285714, 1.66666666667, 1.57142857143, 6.0, 6.28571428571, 2038.33333333, 1909.14285714, 416.0, 376.142857143, 227.333333333, 199.857142857, 188.666666667, 176.285714286, 20.3333333333, 21.7142857143, 1.66666666667, 1.28571428571, 3.66666666667, 3.71428571429, 1921.0, 1903.57142857, A
333.333333333, 321.0, 225.333333333, 217.571428571, 108.0, 103.428571429, 22.3333333333, 20.4285714286, 3.0, 2.14285714286, 4.66666666667, 4.28571428571, 1900.33333333, 1944.57142857, 299.0, 367.857142857, 167.0, 212.142857143, 132.0, 155.714285714, 17.0, 21.4285714286, 3.33333333333, 3.57142857143, 5.33333333333, 4.71428571429, 1967.66666667, 1968.14285714, H
365.333333333, 388.0, 193.0, 219.5, 172.333333333, 168.5, 20.3333333333, 21.375, 1.66666666667, 1.125, 2.66666666667, 4.625, 1762.66666667, 1828.375, 311.333333333, 346.857142857, 207.0, 232.571428571, 104.333333333, 114.285714286, 17.3333333333, 19.1428571429, 1.66666666667, 2.0, 5.33333333333, 5.14285714286, 1745.0, 1657.14285714, A
355.666666667, 344.625, 277.333333333, 255.5, 78.3333333333, 89.125, 22.3333333333, 22.5, 0.333333333333, 0.875, 4.33333333333, 4.875, 1803.0, 1779.375, 317.666666667, 290.25, 212.666666667, 210.875, 105.0, 79.375, 19.0, 18.25, 1.66666666667, 1.5, 6.0, 6.375, 1925.66666667, 1886.0, H
247.0, 252.142857143, 188.333333333, 165.285714286, 58.6666666667, 86.8571428571, 12.6666666667, 14.4285714286, 1.33333333333, 1.14285714286, 7.0, 6.57142857143, 1697.66666667, 1677.42857143, 401.333333333, 407.571428571, 294.333333333, 310.285714286, 107.0, 97.2857142857, 24.0, 24.8571428571, 2.0, 1.71428571429, 6.33333333333, 4.71428571429, 1816.33333333, 1906.71428571, A
362.666666667, 326.625, 228.333333333, 235.375, 134.333333333, 91.25, 20.6666666667, 17.875, 0.333333333333, 1.375, 3.66666666667, 4.5, 1812.33333333, 1636.75, 335.666666667, 319.571428571, 181.0, 195.571428571, 154.666666667, 124.0, 21.0, 19.7142857143, 1.33333333333, 1.57142857143, 5.0, 4.71428571429, 1879.0, 1902.85714286, A
307.0, 354.0, 228.333333333, 257.428571429, 78.6666666667, 96.5714285714, 16.3333333333, 18.8571428571, 2.66666666667, 2.14285714286, 6.33333333333, 4.71428571429, 1674.66666667, 1781.0, 432.666666667, 406.571428571, 315.333333333, 294.0, 117.333333333, 112.571428571, 23.0, 23.2857142857, 2.33333333333, 2.0, 4.33333333333, 4.0, 1716.66666667, 1747.14285714, A
299.333333333, 314.875, 199.666666667, 228.875, 99.6666666667, 86.0, 16.6666666667, 16.875, 0.333333333333, 1.625, 7.33333333333, 6.375, 1674.66666667, 1601.75, 263.0, 355.0, 172.0, 251.0, 91.0, 104.0, 15.0, 19.8571428571, 1.33333333333, 1.14285714286, 4.33333333333, 4.28571428571, 1350.33333333, 1566.28571429, A
373.0, 371.428571429, 226.333333333, 230.571428571, 146.666666667, 140.857142857, 22.6666666667, 22.0, 1.33333333333, 0.857142857143, 5.0, 5.28571428571, 2111.0, 2122.85714286, 297.333333333, 349.0, 157.333333333, 198.714285714, 140.0, 150.285714286, 17.0, 17.7142857143, 2.0, 2.42857142857, 5.0, 5.0, 1708.0, 1761.71428571, H
358.666666667, 373.0, 238.666666667, 265.857142857, 120.0, 107.142857143, 24.0, 23.1428571429, 2.0, 1.85714285714, 3.33333333333, 4.42857142857, 1902.0, 1859.42857143, 235.666666667, 327.285714286, 174.333333333, 214.0, 61.3333333333, 113.285714286, 13.6666666667, 17.5714285714, 1.0, 1.85714285714, 6.0, 5.28571428571, 1684.33333333, 1823.28571429, H
327.0, 302.125, 209.0, 170.25, 118.0, 131.875, 17.0, 17.375, 1.66666666667, 1.625, 3.66666666667, 4.0, 1585.33333333, 1796.0, 333.0, 339.875, 199.666666667, 206.625, 133.333333333, 133.25, 18.3333333333, 19.875, 2.66666666667, 1.75, 5.0, 4.625, 1574.0, 1740.125, H
389.666666667, 349.142857143, 272.0, 264.0, 117.666666667, 85.1428571429, 19.0, 18.2857142857, 2.33333333333, 1.42857142857, 5.66666666667, 5.57142857143, 1948.33333333, 1701.28571429, 464.0, 356.571428571, 330.0, 247.142857143, 134.0, 109.428571429, 22.6666666667, 18.2857142857, 0.666666666667, 1.0, 4.0, 5.28571428571, 1966.33333333, 1859.14285714, A
342.666666667, 396.75, 237.333333333, 282.125, 105.333333333, 114.625, 17.3333333333, 21.5, 1.33333333333, 1.375, 4.33333333333, 3.5, 1741.33333333, 1834.875, 399.333333333, 369.857142857, 278.333333333, 270.714285714, 121.0, 99.1428571429, 21.6666666667, 21.5714285714, 1.0, 0.857142857143, 3.33333333333, 3.57142857143, 2013.33333333, 2075.42857143, A
366.333333333, 365.714285714, 275.0, 270.714285714, 91.3333333333, 95.0, 22.6666666667, 22.8571428571, 1.66666666667, 1.0, 4.0, 4.14285714286, 1870.0, 1889.0, 409.0, 383.285714286, 298.666666667, 297.285714286, 110.333333333, 86.0, 25.3333333333, 21.5714285714, 2.66666666667, 2.71428571429, 3.0, 3.42857142857, 2119.33333333, 1951.42857143, H
371.333333333, 388.571428571, 309.666666667, 316.0, 61.6666666667, 72.5714285714, 19.3333333333, 21.1428571429, 1.0, 1.28571428571, 5.33333333333, 4.71428571429, 1609.0, 1612.85714286, 291.0, 363.571428571, 210.666666667, 244.0, 80.3333333333, 119.571428571, 21.0, 21.7142857143, 1.66666666667, 2.42857142857, 4.0, 4.57142857143, 1737.66666667, 1851.42857143, H
277.0, 255.5, 217.0, 171.5, 60.0, 84.0, 15.6666666667, 15.0, 1.0, 1.25, 6.33333333333, 6.25, 1707.66666667, 1651.5, 431.333333333, 390.875, 292.666666667, 285.0, 138.666666667, 105.875, 26.0, 23.625, 0.666666666667, 1.625, 3.0, 4.125, 2083.66666667, 1888.75, A
358.0, 344.75, 238.0, 228.625, 120.0, 116.125, 19.0, 19.0, 1.33333333333, 1.75, 4.66666666667, 5.125, 1753.66666667, 1635.0, 418.333333333, 400.625, 301.666666667, 293.625, 116.666666667, 107.0, 22.3333333333, 22.875, 2.0, 2.0, 4.33333333333, 3.875, 1845.33333333, 1758.375, A
481.333333333, 376.375, 303.0, 245.875, 178.333333333, 130.5, 24.0, 18.875, 0.333333333333, 1.0, 4.33333333333, 5.125, 1991.33333333, 1837.25, 304.0, 323.25, 194.0, 217.375, 110.0, 105.875, 19.3333333333, 20.125, 3.0, 2.125, 4.0, 4.0, 1858.66666667, 1915.125, H
264.333333333, 332.0, 197.666666667, 222.375, 66.6666666667, 109.625, 15.3333333333, 17.875, 0.333333333333, 1.625, 5.66666666667, 5.125, 1610.0, 1783.625, 354.0, 327.333333333, 198.0, 228.555555556, 156.0, 98.7777777778, 17.6666666667, 17.2222222222, 1.66666666667, 1.77777777778, 4.33333333333, 4.77777777778, 1671.0, 1608.11111111, A
442.666666667, 439.375, 319.666666667, 291.125, 123.0, 148.25, 27.0, 29.0, 1.0, 0.875, 3.66666666667, 3.875, 1892.33333333, 1912.25, 332.0, 343.875, 195.666666667, 202.625, 136.333333333, 141.25, 19.3333333333, 17.625, 1.66666666667, 2.25, 4.66666666667, 5.0, 1752.66666667, 1736.125, H
258.0, 345.875, 165.333333333, 237.75, 92.6666666667, 108.125, 16.3333333333, 19.625, 0.666666666667, 1.0, 5.0, 4.625, 1464.33333333, 1607.0, 373.0, 358.5, 297.666666667, 281.25, 75.3333333333, 77.25, 20.0, 19.125, 2.33333333333, 1.625, 5.33333333333, 5.375, 1858.33333333, 1728.125, H
329.666666667, 355.5, 247.333333333, 259.625, 82.3333333333, 95.875, 17.6666666667, 19.25, 2.0, 2.0, 5.66666666667, 4.625, 1638.66666667, 1778.75, 289.333333333, 372.888888889, 211.0, 263.444444444, 78.3333333333, 109.444444444, 15.3333333333, 20.5555555556, 1.66666666667, 1.33333333333, 4.66666666667, 3.66666666667, 1591.33333333, 1796.0, H
360.333333333, 386.375, 269.666666667, 305.375, 90.6666666667, 81.0, 19.0, 21.0, 1.33333333333, 1.375, 5.0, 4.5, 1550.33333333, 1610.0, 377.0, 376.625, 272.333333333, 278.125, 104.666666667, 98.5, 20.3333333333, 22.625, 1.0, 0.875, 2.66666666667, 3.875, 1784.0, 1898.25, H
288.333333333, 334.0, 105.333333333, 188.555555556, 183.0, 145.444444444, 14.6666666667, 19.4444444444, 2.33333333333, 1.77777777778, 5.33333333333, 4.44444444444, 1423.33333333, 1706.77777778, 396.333333333, 410.875, 285.666666667, 307.125, 110.666666667, 103.75, 24.3333333333, 25.0, 1.66666666667, 1.5, 4.66666666667, 4.375, 1912.66666667, 1934.625, H
332.666666667, 311.333333333, 178.0, 172.444444444, 154.666666667, 138.888888889, 20.6666666667, 18.5555555556, 1.0, 1.44444444444, 3.66666666667, 4.0, 1785.33333333, 1836.44444444, 372.333333333, 317.375, 218.0, 208.25, 154.333333333, 109.125, 23.3333333333, 19.0, 1.33333333333, 1.75, 5.0, 5.375, 2024.33333333, 1793.25, H
358.0, 374.0, 230.0, 241.75, 128.0, 132.25, 22.6666666667, 22.0, 1.66666666667, 2.375, 4.0, 4.5, 1878.0, 1871.25, 374.333333333, 382.5, 318.0, 299.125, 56.3333333333, 83.375, 21.3333333333, 21.125, 2.33333333333, 2.375, 4.0, 3.5, 1864.0, 1912.125, A
314.666666667, 368.75, 192.0, 200.375, 122.666666667, 168.375, 15.6666666667, 20.875, 1.33333333333, 1.125, 4.66666666667, 3.875, 1820.66666667, 1900.125, 380.666666667, 316.625, 255.0, 210.25, 125.666666667, 106.375, 19.3333333333, 16.75, 1.33333333333, 1.375, 3.0, 4.25, 1830.33333333, 1761.375, A
288.0, 324.375, 151.333333333, 195.875, 136.666666667, 128.5, 19.3333333333, 19.875, 1.33333333333, 1.5, 5.0, 4.5, 1899.33333333, 1942.625, 371.666666667, 371.75, 242.0, 233.75, 129.666666667, 138.0, 23.6666666667, 21.875, 1.0, 0.75, 4.66666666667, 5.25, 2086.66666667, 2112.875, A
378.333333333, 367.25, 223.333333333, 260.75, 155.0, 106.5, 22.6666666667, 21.625, 1.33333333333, 1.0, 3.33333333333, 3.625, 2119.33333333, 2080.375, 282.666666667, 358.0, 184.333333333, 207.625, 98.3333333333, 150.375, 17.6666666667, 21.375, 3.33333333333, 3.625, 4.0, 4.25, 1914.66666667, 1958.5, H
390.333333333, 359.111111111, 255.0, 215.555555556, 135.333333333, 143.555555556, 24.6666666667, 19.5555555556, 2.0, 2.33333333333, 2.66666666667, 4.66666666667, 1802.0, 1768.77777778, 285.333333333, 323.444444444, 207.0, 220.0, 78.3333333333, 103.444444444, 15.6666666667, 17.3333333333, 1.66666666667, 1.88888888889, 5.33333333333, 5.22222222222, 1613.33333333, 1764.0, H
357.333333333, 382.333333333, 195.666666667, 215.777777778, 161.666666667, 166.555555556, 21.6666666667, 21.6666666667, 1.33333333333, 1.0, 2.66666666667, 4.44444444444, 1900.0, 1860.77777778, 362.0, 373.444444444, 227.333333333, 245.777777778, 134.666666667, 127.666666667, 22.3333333333, 22.1111111111, 1.33333333333, 2.33333333333, 4.66666666667, 4.77777777778, 1852.33333333, 1876.88888889, H
405.666666667, 406.111111111, 308.0, 307.222222222, 97.6666666667, 98.8888888889, 25.0, 24.7777777778, 1.0, 1.55555555556, 4.0, 4.55555555556, 1916.33333333, 1890.33333333, 341.333333333, 349.0, 237.333333333, 250.222222222, 104.0, 98.7777777778, 20.6666666667, 22.2222222222, 0.666666666667, 0.888888888889, 4.66666666667, 5.0, 1913.33333333, 1805.0, A
433.0, 385.222222222, 328.0, 292.555555556, 105.0, 92.6666666667, 23.3333333333, 22.8888888889, 0.333333333333, 0.888888888889, 2.33333333333, 3.77777777778, 1964.33333333, 1904.55555556, 320.333333333, 295.777777778, 258.0, 219.222222222, 62.3333333333, 76.5555555556, 17.6666666667, 18.0, 1.66666666667, 1.55555555556, 7.0, 6.55555555556, 1806.33333333, 1853.11111111, H
332.0, 334.222222222, 232.0, 225.222222222, 100.0, 109.0, 19.3333333333, 19.0, 1.33333333333, 1.77777777778, 5.66666666667, 5.55555555556, 1857.33333333, 1663.77777778, 403.333333333, 365.555555556, 233.0, 241.333333333, 170.333333333, 124.222222222, 19.3333333333, 18.1111111111, 0.333333333333, 0.888888888889, 4.33333333333, 4.88888888889, 1782.66666667, 1788.55555556, A
368.333333333, 372.666666667, 306.666666667, 287.333333333, 61.6666666667, 85.3333333333, 20.0, 20.3333333333, 2.0, 2.11111111111, 5.0, 3.88888888889, 1751.0, 1886.11111111, 286.333333333, 312.111111111, 185.0, 222.777777778, 101.333333333, 89.3333333333, 17.0, 16.8888888889, 0.666666666667, 1.66666666667, 6.0, 6.11111111111, 1645.0, 1613.55555556, H
379.333333333, 332.333333333, 254.666666667, 220.111111111, 124.666666667, 112.222222222, 21.0, 17.8888888889, 1.33333333333, 1.33333333333, 3.33333333333, 4.22222222222, 1977.66666667, 1837.33333333, 317.0, 302.666666667, 218.666666667, 196.333333333, 98.3333333333, 106.333333333, 19.6666666667, 18.1111111111, 2.33333333333, 1.88888888889, 5.66666666667, 5.55555555556, 1817.0, 1752.77777778, A
400.0, 429.111111111, 267.0, 284.333333333, 133.0, 144.777777778, 27.3333333333, 28.7777777778, 0.333333333333, 0.777777777778, 3.33333333333, 3.66666666667, 1735.66666667, 1874.22222222, 444.0, 387.333333333, 308.666666667, 277.888888889, 135.333333333, 109.444444444, 27.0, 23.6666666667, 1.0, 1.66666666667, 2.33333333333, 4.0, 2092.0, 1917.33333333, H
336.333333333, 354.333333333, 194.333333333, 217.555555556, 142.0, 136.777777778, 20.3333333333, 20.8888888889, 0.666666666667, 0.888888888889, 6.0, 5.55555555556, 2069.0, 2085.66666667, 319.0, 264.555555556, 264.666666667, 185.777777778, 54.3333333333, 78.7777777778, 19.0, 15.5555555556, 2.0, 1.44444444444, 5.0, 6.11111111111, 1590.66666667, 1629.55555556, H
292.666666667, 350.444444444, 173.666666667, 201.0, 119.0, 149.444444444, 17.3333333333, 20.5555555556, 3.0, 3.33333333333, 4.66666666667, 4.66666666667, 1837.0, 1936.22222222, 275.333333333, 346.555555556, 193.0, 252.888888889, 82.3333333333, 93.6666666667, 16.0, 18.7777777778, 1.0, 1.88888888889, 4.66666666667, 4.55555555556, 1642.66666667, 1782.77777778, A
396.666666667, 365.555555556, 320.333333333, 288.888888889, 76.3333333333, 76.6666666667, 19.6666666667, 19.1111111111, 2.33333333333, 1.77777777778, 5.0, 5.33333333333, 1885.33333333, 1758.55555556, 354.333333333, 392.333333333, 241.333333333, 303.888888889, 113.0, 88.4444444444, 18.3333333333, 21.0, 1.33333333333, 1.33333333333, 5.33333333333, 4.55555555556, 1573.66666667, 1613.88888889, A
416.333333333, 396.111111111, 297.0, 293.777777778, 119.333333333, 102.333333333, 22.3333333333, 22.3333333333, 1.66666666667, 2.0, 4.66666666667, 4.11111111111, 1885.66666667, 1752.55555556, 343.333333333, 334.666666667, 229.0, 229.111111111, 114.333333333, 105.555555556, 19.3333333333, 20.4444444444, 1.66666666667, 2.11111111111, 3.66666666667, 3.88888888889, 1920.66666667, 1946.88888889, H
317.666666667, 354.111111111, 186.666666667, 248.888888889, 131.0, 105.222222222, 20.0, 20.7777777778, 1.0, 1.0, 4.33333333333, 3.88888888889, 2001.66666667, 2060.0, 292.333333333, 354.0, 202.333333333, 249.222222222, 90.0, 104.777777778, 17.3333333333, 19.8888888889, 1.0, 1.0, 5.33333333333, 4.55555555556, 1598.0, 1606.0, A
323.666666667, 365.666666667, 166.666666667, 195.666666667, 157.0, 170.0, 19.3333333333, 21.3333333333, 0.333333333333, 1.0, 5.33333333333, 4.11111111111, 1950.66666667, 1917.33333333, 272.333333333, 316.0, 154.333333333, 189.0, 118.0, 127.0, 15.6666666667, 18.5555555556, 2.66666666667, 1.77777777778, 4.0, 4.55555555556, 1785.0, 1919.22222222, H
388.0, 401.7, 281.666666667, 301.7, 106.333333333, 100.0, 22.6666666667, 24.2, 2.0, 1.8, 3.66666666667, 4.4, 1816.0, 1879.5, 409.666666667, 382.9, 282.666666667, 246.2, 127.0, 136.7, 24.3333333333, 22.7, 1.66666666667, 1.1, 5.33333333333, 5.3, 2137.0, 2127.1, A
330.333333333, 367.4, 254.0, 284.3, 76.3333333333, 83.1, 20.6666666667, 21.3, 0.333333333333, 2.0, 6.0, 4.2, 1868.33333333, 1926.5, 317.666666667, 380.2, 182.333333333, 213.4, 135.333333333, 166.8, 18.6666666667, 21.0, 0.0, 0.9, 4.0, 4.5, 1814.33333333, 1846.3, A
279.0, 301.3, 174.666666667, 193.2, 104.333333333, 108.1, 16.6666666667, 18.0, 1.66666666667, 1.7, 5.66666666667, 5.3, 1761.66666667, 1775.8, 421.666666667, 430.8, 294.0, 289.0, 127.666666667, 141.8, 27.0, 28.4, 0.0, 0.7, 2.0, 3.5, 1643.0, 1849.3, A
350.0, 352.8, 231.333333333, 249.6, 118.666666667, 103.2, 19.6666666667, 19.1, 0.666666666667, 1.7, 4.66666666667, 4.7, 1900.0, 1816.7, 416.666666667, 369.4, 345.333333333, 288.4, 71.3333333333, 81.0, 22.6666666667, 19.6, 2.66666666667, 1.8, 4.0, 5.1, 1934.0, 1771.1, H
283.666666667, 312.0, 161.0, 219.7, 122.666666667, 92.3, 17.0, 17.1, 1.0, 1.6, 6.0, 6.0, 1766.33333333, 1636.5, 303.0, 349.8, 174.0, 241.7, 129.0, 108.1, 17.6666666667, 20.4, 2.0, 1.2, 6.0, 4.3, 1994.33333333, 2051.1, H
441.0, 393.4, 323.0, 283.0, 118.0, 110.4, 26.3333333333, 24.1, 2.0, 1.9, 2.66666666667, 3.9, 2071.66666667, 1923.1, 356.666666667, 351.3, 236.666666667, 210.1, 120.0, 141.2, 23.3333333333, 19.4, 1.33333333333, 2.1, 4.66666666667, 4.9, 1897.0, 1802.3, H
358.0, 283.9, 295.666666667, 204.4, 62.3333333333, 79.5, 18.6666666667, 15.7, 2.0, 1.4, 4.66666666667, 6.0, 1601.0, 1654.5, 321.666666667, 323.9, 172.333333333, 217.3, 149.333333333, 106.6, 16.3333333333, 17.2, 1.66666666667, 1.6, 4.66666666667, 4.7, 1741.66666667, 1646.6, H
287.666666667, 343.8, 165.0, 198.0, 122.666666667, 145.8, 17.0, 20.1, 2.0, 3.1, 5.33333333333, 4.9, 1709.0, 1890.4, 368.333333333, 395.1, 279.666666667, 289.7, 88.6666666667, 105.4, 19.6666666667, 22.2, 2.0, 2.0, 4.66666666667, 4.2, 1755.0, 1749.5, A
